partition,date_utc,signal_ts,entry_ts,entry_px,H,L,range,h2_bar_start,target_name,target_ext,target_px,boundary_name,boundary_frac,boundary_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,win,hold_minutes,h2_before_exit,close_break_above_H_before_exit
august,2026-08-20,2026-08-20 15:35:00+00:00,2026-08-20 15:40:00+00:00,2301.295,2318.78,2248.84,69.94000000000005,2026-08-20 15:45:00+00:00,E10,0.1,2325.7740000000003,D50,0.25,2266.3250000000003,2026-08-20 15:50:00+00:00,2325.7740000000003,TP_E10,0.010637054354178943,4.918527177089471,True,10.0,True,True
august,2026-08-20,2026-08-20 15:35:00+00:00,2026-08-20 15:40:00+00:00,2301.295,2318.78,2248.84,69.94000000000005,2026-08-20 15:45:00+00:00,E10,0.1,2325.7740000000003,D60,0.15,2259.331,2026-08-20 15:50:00+00:00,2325.7740000000003,TP_E10,0.010637054354178943,4.918527177089471,True,10.0,True,True
august,2026-08-20,2026-08-20 15:35:00+00:00,2026-08-20 15:40:00+00:00,2301.295,2318.78,2248.84,69.94000000000005,2026-08-20 15:45:00+00:00,E15,0.15,2329.271,D30,0.45,2280.313,2026-08-20 15:50:00+00:00,2329.271,TP_E15,0.012156633547633078,5.6783167738165385,True,10.0,True,True
august,2026-08-20,2026-08-20 15:35:00+00:00,2026-08-20 15:40:00+00:00,2301.295,2318.78,2248.84,69.94000000000005,2026-08-20 15:45:00+00:00,E15,0.15,2329.271,D40,0.35,2273.319,2026-08-20 15:50:00+00:00,2329.271,TP_E15,0.012156633547633078,5.6783167738165385,True,10.0,True,True
august,2026-08-20,2026-08-20 15:35:00+00:00,2026-08-20 15:40:00+00:00,2301.295,2318.78,2248.84,69.94000000000005,2026-08-20 15:45:00+00:00,E15,0.15,2329.271,D50,0.25,2266.3250000000003,2026-08-20 15:50:00+00:00,2329.271,TP_E15,0.012156633547633078,5.6783167738165385,True,10.0,True,True
august,2026-08-20,2026-08-20 15:35:00+00:00,2026-08-20 15:40:00+00:00,2301.295,2318.78,2248.84,69.94000000000005,2026-08-20 15:45:00+00:00,E15,0.15,2329.271,D60,0.15,2259.331,2026-08-20 15:50:00+00:00,2329.271,TP_E15,0.012156633547633078,5.6783167738165385,True,10.0,True,True
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E05,0.05,3847.4030000000002,D30,0.45,3814.607,2022-01-03 14:55:00+00:00,3803.53,CLOSE_INVALIDATION_D30,-0.0071717473613320815,-3.9858736806660406,False,10.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E05,0.05,3847.4030000000002,D40,0.35,3809.141,2022-01-03 14:55:00+00:00,3803.53,CLOSE_INVALIDATION_D40,-0.0071717473613320815,-3.9858736806660406,False,10.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E05,0.05,3847.4030000000002,D50,0.25,3803.675,2022-01-03 14:55:00+00:00,3803.53,CLOSE_INVALIDATION_D50,-0.0071717473613320815,-3.9858736806660406,False,10.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E05,0.05,3847.4030000000002,D60,0.15,3798.2090000000003,2022-01-03 15:10:00+00:00,3788.98,CLOSE_INVALIDATION_D60,-0.010969706382528921,-5.884853191264461,False,25.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E10,0.1,3850.136,D30,0.45,3814.607,2022-01-03 14:55:00+00:00,3803.53,CLOSE_INVALIDATION_D30,-0.0071717473613320815,-3.9858736806660406,False,10.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E10,0.1,3850.136,D40,0.35,3809.141,2022-01-03 14:55:00+00:00,3803.53,CLOSE_INVALIDATION_D40,-0.0071717473613320815,-3.9858736806660406,False,10.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E10,0.1,3850.136,D50,0.25,3803.675,2022-01-03 14:55:00+00:00,3803.53,CLOSE_INVALIDATION_D50,-0.0071717473613320815,-3.9858736806660406,False,10.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E10,0.1,3850.136,D60,0.15,3798.2090000000003,2022-01-03 15:10:00+00:00,3788.98,CLOSE_INVALIDATION_D60,-0.010969706382528921,-5.884853191264461,False,25.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E15,0.15,3852.869,D30,0.45,3814.607,2022-01-03 14:55:00+00:00,3803.53,CLOSE_INVALIDATION_D30,-0.0071717473613320815,-3.9858736806660406,False,10.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E15,0.15,3852.869,D40,0.35,3809.141,2022-01-03 14:55:00+00:00,3803.53,CLOSE_INVALIDATION_D40,-0.0071717473613320815,-3.9858736806660406,False,10.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E15,0.15,3852.869,D50,0.25,3803.675,2022-01-03 14:55:00+00:00,3803.53,CLOSE_INVALIDATION_D50,-0.0071717473613320815,-3.9858736806660406,False,10.0,False,False
development,2022-01-03,2022-01-03 14:40:00+00:00,2022-01-03 14:45:00+00:00,3831.005,3844.67,3790.01,54.659999999999854,,E15,0.15,3852.869,D60,0.15,3798.2090000000003,2022-01-03 15:10:00+00:00,3788.98,CLOSE_INVALIDATION_D60,-0.010969706382528921,-5.884853191264461,False,25.0,False,False
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E05,0.05,2465.1535,D30,0.45,2411.7115,2022-01-25 17:20:00+00:00,2465.1535,TP_E05,0.010958269298001921,5.07913464900096,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E05,0.05,2465.1535,D40,0.35,2402.8045,2022-01-25 17:20:00+00:00,2465.1535,TP_E05,0.010958269298001921,5.07913464900096,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E05,0.05,2465.1535,D50,0.25,2393.8975,2022-01-25 17:20:00+00:00,2465.1535,TP_E05,0.010958269298001921,5.07913464900096,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E05,0.05,2465.1535,D60,0.15,2384.9905,2022-01-25 17:20:00+00:00,2465.1535,TP_E05,0.010958269298001921,5.07913464900096,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E10,0.1,2469.607,D30,0.45,2411.7115,2022-01-25 17:20:00+00:00,2469.607,TP_E10,0.012784647514335612,5.992323757167806,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E10,0.1,2469.607,D40,0.35,2402.8045,2022-01-25 17:20:00+00:00,2469.607,TP_E10,0.012784647514335612,5.992323757167806,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E10,0.1,2469.607,D50,0.25,2393.8975,2022-01-25 17:20:00+00:00,2469.607,TP_E10,0.012784647514335612,5.992323757167806,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E10,0.1,2469.607,D60,0.15,2384.9905,2022-01-25 17:20:00+00:00,2469.607,TP_E10,0.012784647514335612,5.992323757167806,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E15,0.15,2474.0604999999996,D30,0.45,2411.7115,2022-01-25 17:20:00+00:00,2474.0604999999996,TP_E15,0.01461102573066908,6.90551286533454,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E15,0.15,2474.0604999999996,D40,0.35,2402.8045,2022-01-25 17:20:00+00:00,2474.0604999999996,TP_E15,0.01461102573066908,6.90551286533454,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E15,0.15,2474.0604999999996,D50,0.25,2393.8975,2022-01-25 17:20:00+00:00,2474.0604999999996,TP_E15,0.01461102573066908,6.90551286533454,True,95.0,True,True
development,2022-01-25,2022-01-25 14:40:00+00:00,2022-01-25 15:45:00+00:00,2438.4325,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,E15,0.15,2474.0604999999996,D60,0.15,2384.9905,2022-01-25 17:20:00+00:00,2474.0604999999996,TP_E15,0.01461102573066908,6.90551286533454,True,95.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E05,0.05,3215.349,D30,0.45,3130.281,2022-02-09 17:15:00+00:00,3215.349,TP_E05,0.013405761130100613,6.302880565050306,True,120.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E05,0.05,3215.349,D40,0.35,3116.103,2022-02-09 17:15:00+00:00,3215.349,TP_E05,0.013405761130100613,6.302880565050306,True,120.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E05,0.05,3215.349,D50,0.25,3101.925,2022-02-09 17:15:00+00:00,3215.349,TP_E05,0.013405761130100613,6.302880565050306,True,120.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E05,0.05,3215.349,D60,0.15,3087.747,2022-02-09 17:15:00+00:00,3215.349,TP_E05,0.013405761130100613,6.302880565050306,True,120.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E10,0.1,3222.438,D30,0.45,3130.281,2022-02-09 19:00:00+00:00,3222.438,TP_E10,0.015640054651784085,7.420027325892042,True,225.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E10,0.1,3222.438,D40,0.35,3116.103,2022-02-09 19:00:00+00:00,3222.438,TP_E10,0.015640054651784085,7.420027325892042,True,225.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E10,0.1,3222.438,D50,0.25,3101.925,2022-02-09 19:00:00+00:00,3222.438,TP_E10,0.015640054651784085,7.420027325892042,True,225.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E10,0.1,3222.438,D60,0.15,3087.747,2022-02-09 19:00:00+00:00,3222.438,TP_E10,0.015640054651784085,7.420027325892042,True,225.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E15,0.15,3229.527,D30,0.45,3130.281,2022-02-09 19:05:00+00:00,3229.527,TP_E15,0.017874348173467336,8.537174086733668,True,230.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E15,0.15,3229.527,D40,0.35,3116.103,2022-02-09 19:05:00+00:00,3229.527,TP_E15,0.017874348173467336,8.537174086733668,True,230.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E15,0.15,3229.527,D50,0.25,3101.925,2022-02-09 19:05:00+00:00,3229.527,TP_E15,0.017874348173467336,8.537174086733668,True,230.0,True,True
development,2022-02-09,2022-02-09 14:45:00+00:00,2022-02-09 15:15:00+00:00,3172.815,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,E15,0.15,3229.527,D60,0.15,3087.747,2022-02-09 19:05:00+00:00,3229.527,TP_E15,0.017874348173467336,8.537174086733668,True,230.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E05,0.05,2628.1175,D30,0.45,2562.1475,2022-02-22 14:50:00+00:00,2628.1175,TP_E05,0.012710333672750762,5.955166836375381,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E05,0.05,2628.1175,D40,0.35,2551.1525,2022-02-22 14:50:00+00:00,2628.1175,TP_E05,0.012710333672750762,5.955166836375381,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E05,0.05,2628.1175,D50,0.25,2540.1575000000003,2022-02-22 14:50:00+00:00,2628.1175,TP_E05,0.012710333672750762,5.955166836375381,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E05,0.05,2628.1175,D60,0.15,2529.1625,2022-02-22 14:50:00+00:00,2628.1175,TP_E05,0.012710333672750762,5.955166836375381,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E10,0.1,2633.615,D30,0.45,2562.1475,2022-02-22 14:50:00+00:00,2633.615,TP_E10,0.014828722618209111,7.014361309104555,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E10,0.1,2633.615,D40,0.35,2551.1525,2022-02-22 14:50:00+00:00,2633.615,TP_E10,0.014828722618209111,7.014361309104555,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E10,0.1,2633.615,D50,0.25,2540.1575000000003,2022-02-22 14:50:00+00:00,2633.615,TP_E10,0.014828722618209111,7.014361309104555,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E10,0.1,2633.615,D60,0.15,2529.1625,2022-02-22 14:50:00+00:00,2633.615,TP_E10,0.014828722618209111,7.014361309104555,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E15,0.15,2639.1124999999997,D30,0.45,2562.1475,2022-02-22 14:50:00+00:00,2639.1124999999997,TP_E15,0.016947111563667683,8.073555781833841,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E15,0.15,2639.1124999999997,D40,0.35,2551.1525,2022-02-22 14:50:00+00:00,2639.1124999999997,TP_E15,0.016947111563667683,8.073555781833841,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E15,0.15,2639.1124999999997,D50,0.25,2540.1575000000003,2022-02-22 14:50:00+00:00,2639.1124999999997,TP_E15,0.016947111563667683,8.073555781833841,True,40.0,True,True
development,2022-02-22,2022-02-22 14:00:00+00:00,2022-02-22 14:10:00+00:00,2595.1325,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,E15,0.15,2639.1124999999997,D60,0.15,2529.1625,2022-02-22 14:50:00+00:00,2639.1124999999997,TP_E15,0.016947111563667683,8.073555781833841,True,40.0,True,True
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E05,0.05,2937.3365,D30,0.45,2903.0585,2022-03-03 14:45:00+00:00,2890.0,CLOSE_INVALIDATION_D30,-0.010340910161042216,-5.570455080521109,False,35.0,False,False
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E05,0.05,2937.3365,D40,0.35,2897.3455,2022-03-03 14:45:00+00:00,2890.0,CLOSE_INVALIDATION_D40,-0.010340910161042216,-5.570455080521109,False,35.0,False,False
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E05,0.05,2937.3365,D50,0.25,2891.6324999999997,2022-03-03 14:45:00+00:00,2890.0,CLOSE_INVALIDATION_D50,-0.010340910161042216,-5.570455080521109,False,35.0,False,False
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E05,0.05,2937.3365,D60,0.15,2885.9195,2022-03-03 14:50:00+00:00,2883.28,CLOSE_INVALIDATION_D60,-0.012642124376861519,-6.72106218843076,False,40.0,False,False
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E10,0.1,2940.193,D30,0.45,2903.0585,2022-03-03 14:45:00+00:00,2890.0,CLOSE_INVALIDATION_D30,-0.010340910161042216,-5.570455080521109,False,35.0,False,False
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E10,0.1,2940.193,D40,0.35,2897.3455,2022-03-03 14:45:00+00:00,2890.0,CLOSE_INVALIDATION_D40,-0.010340910161042216,-5.570455080521109,False,35.0,False,False
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E10,0.1,2940.193,D50,0.25,2891.6324999999997,2022-03-03 14:45:00+00:00,2890.0,CLOSE_INVALIDATION_D50,-0.010340910161042216,-5.570455080521109,False,35.0,False,False
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E10,0.1,2940.193,D60,0.15,2885.9195,2022-03-03 14:50:00+00:00,2883.28,CLOSE_INVALIDATION_D60,-0.012642124376861519,-6.72106218843076,False,40.0,False,False
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E15,0.15,2943.0495,D30,0.45,2903.0585,2022-03-03 14:45:00+00:00,2890.0,CLOSE_INVALIDATION_D30,-0.010340910161042216,-5.570455080521109,False,35.0,False,False
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E15,0.15,2943.0495,D40,0.35,2897.3455,2022-03-03 14:45:00+00:00,2890.0,CLOSE_INVALIDATION_D40,-0.010340910161042216,-5.570455080521109,False,35.0,False,False
development,2022-03-03,2022-03-03 14:05:00+00:00,2022-03-03 14:10:00+00:00,2920.1975,2934.48,2877.35,57.13000000000011,,E15,0.15,2943.0495,D50,0.25,2891.6324999999997,2022-03-03 14:45:00+00:00,2890.0,CLOSE_INVALIDATION_D50,-0.010340910161042216,-5.570455080521109,False,35.0,False,False
