signal_hour,entry_ts,exit_ts,partition,outcome,net_return,hold_h,donor_e,donor_c,donor_both,e_count,c_count,shock_count,hour_green,regime_ok,hour_ret,hour_range,hour_clv,rebound_from_hour_low,close_from_hour_high,lower_wick_frac,upper_wick_frac,ret5,ret15,ret30,rsi4_end,rsi14_end,rsi4_delta15,cci14_end,cci_delta15,ema8_dist,mins_since_last_shock,postshock_close_ret,postshock_rebound,postshock_mfe,postshock_mae,rising_lows3,rising_closes3,close_above_prev5_high,prev1h_ret,ema20_dist,ema20_slope,vol15_vs_prev45
2023-01-01 03:00:00+00:00,2023-01-01 04:00:00+00:00,2023-01-01 04:15:00+00:00,SEARCH_2023,LOSS,-0.0115,0.25,False,True,False,0,3,3,False,False,-0.004797601199400314,0.011218920557913847,0.5675675675675698,0.00636749545178894,-0.004797601199400314,0.5675675675675698,0.0,-0.0011035313001603875,0.000904704463208672,0.0001004419445562732,53.75741695231153,45.267741396183325,8.726504070331515,-8.075429839152646,49.721629693262294,0.0002777996344642819,40.0,0.004134731746672005,0.00636749545178894,0.005647438483259215,-0.0022186365469948344,False,False,False,-0.002492273950752688,0.0015168529478324366,0.00015969422952566426,0.5790451470094141
2023-01-01 04:00:00+00:00,2023-01-01 05:00:00+00:00,2023-01-01 05:40:00+00:00,SEARCH_2023,LOSS,-0.0115,0.6666666666666666,False,True,False,0,3,3,False,False,-0.012051822838204385,0.01712538226299687,0.16071428571428195,0.0027522935779815683,-0.014131088394467861,0.16071428571428195,0.12499999999999471,-0.0014211755151762873,-0.002534982762117277,-0.003646308113035457,24.813387420165327,29.983023185677183,7.432987100618874,-98.53257313767293,-13.239694924438552,-0.0023024671586450163,35.0,-0.0031414673692744532,0.0027522935779815683,0.0025334414268343153,-0.005877584110255407,False,False,False,-0.004797601199400314,-0.009557785492741444,-0.0010050714984162212,1.3025637003066024
2023-01-01 05:00:00+00:00,2023-01-01 06:00:00+00:00,2023-01-01 07:25:00+00:00,SEARCH_2023,LOSS,-0.0115,1.4166666666666667,False,True,False,0,1,1,False,False,-0.005184507471790223,0.014004736896302994,0.551470588235292,0.007723200494284654,-0.006194780136082101,0.551470588235292,0.07352941176470473,-0.00020433183489998452,0.0061690314620603814,0.0012277470841006721,61.27146381828825,38.791681939251234,53.784687581516685,0.8464027881524598,136.37391529383424,0.0009951345976182413,15.0,0.0061690314620603814,0.007723200494284654,0.00832819247378147,-0.0015422578655152064,True,False,False,-0.012051822838204385,-0.01331205960983639,-0.0013993086242124475,0.9926434212213936
2023-01-01 07:00:00+00:00,2023-01-01 08:00:00+00:00,2023-01-01 11:05:00+00:00,SEARCH_2023,WIN,0.0085,3.0833333333333335,False,True,False,0,2,2,False,False,-0.00020441537203608195,0.011469311841289409,0.9369369369369392,0.010746021905352343,-0.0007150883644907458,0.9369369369369392,0.045045045045036536,0.0006137479541734603,0.0012282497441147289,0.005447630794531921,79.6446387908111,51.02094666279872,7.093186653203546,91.05048604577928,80.91715271245022,0.0016847650469029585,35.0,0.005447630794531921,0.010746021905352343,0.006064343714667686,-0.005242059821153111,True,True,True,-0.0004087054255647038,-0.011263932705752766,-0.0011842729615587633,0.7824677916658576
2023-01-01 13:00:00+00:00,2023-01-01 14:00:00+00:00,2023-01-01 17:25:00+00:00,SEARCH_2023,WIN,0.0085,3.4166666666666665,False,True,False,0,4,4,False,False,-0.008862034239677685,0.014470600224192331,0.20422535211267623,0.002955263426067445,-0.01135107985936712,0.20422535211267623,0.1760563380281722,0.000711743772241924,0.000711743772241924,-0.0037453183520598232,38.14396146315889,40.555656932178124,27.87337873405687,-101.68431891732266,86.40058219218093,-0.0011541728107189453,10.0,0.001832247557003397,0.002955263426067445,0.0027483713355049844,-0.001119706840390755,True,True,True,0.001311012505042397,-0.0028678213609435455,-0.0003017848311535065,1.422332736168831
2023-01-01 19:00:00+00:00,2023-01-01 20:00:00+00:00,2023-01-01 23:10:00+00:00,SEARCH_2023,WIN,0.0085,3.1666666666666665,False,True,False,0,1,1,False,False,-0.0031074578989576107,0.012198810363947876,0.21487603305785197,0.002621231979030192,-0.009462151394422191,0.21487603305785197,0.5289256198347023,0.00020114653525094006,-0.0024074631357206,-0.0065927479772249775,24.954240668159628,45.83548429227363,-8.292756770921287,-154.59348022162936,-87.6318283042225,-0.0019552164323084487,10.0,-0.00030156815440285367,0.002621231979030192,0.0026135906714916946,-0.0029151588258946592,False,False,False,0.004531722054380571,0.005952874935689856,0.0006270113111168651,1.5238697167386965
2023-01-02 00:00:00+00:00,2023-01-02 01:00:00+00:00,2023-01-02 01:15:00+00:00,SEARCH_2023,LOSS,-0.0115,0.25,False,True,False,0,3,3,False,False,-0.008118672947779793,0.011660920705739208,0.295652173913049,0.003447576556479426,-0.008118672947779793,0.295652173913049,0.0,0.0003032447184878606,0.00020214271275520446,0.0016194331983805377,45.60061905354496,40.2556311805519,3.378708989447958,-50.82981355859369,38.240818411664826,-0.000464386731609423,30.0,0.0016194331983805377,0.003447576556479426,0.004251012145749078,-0.0018218623481781604,False,False,False,0.0016062644312819785,-0.0014804903922130963,-0.0001558168112548719,0.5969797079738246
2023-01-02 01:00:00+00:00,2023-01-02 02:00:00+00:00,2023-01-02 03:35:00+00:00,SEARCH_2023,WIN,0.0085,1.5833333333333333,False,True,False,0,1,1,False,False,-0.00656831042845607,0.012964475296039168,0.27559055118110204,0.0035728868926092616,-0.00927138970069541,0.27559055118110204,0.21259842519684335,-0.000813090761256352,-0.0025365259740259827,-0.002637719387237447,22.627363026538205,34.70185344460717,-24.600621201523396,-76.21859621859991,-17.792388856223347,-0.0017452731011743383,40.0,0.0011201629327901585,0.0035728868926092616,0.0045824847250508505,-0.0024439918533605276,False,False,False,-0.008118672947779793,-0.007279023178662247,-0.0007656263333510882,0.30786624381963174
2023-01-02 10:00:00+00:00,2023-01-02 11:00:00+00:00,2023-01-02 11:35:00+00:00,SEARCH_2023,LOSS,-0.0115,0.5833333333333334,False,True,False,0,1,1,False,True,-0.008081170871868548,0.028249630723781394,0.7026143790849688,0.019848596750369207,-0.008170228048123507,0.7026143790849688,0.003267973856207348,0.0027230643550877343,0.008121920058404841,0.006835581480131303,70.88778078907688,52.254675379179986,36.864168801270324,18.342691849580184,101.89121979369042,0.0032067252198271223,35.0,0.008858447488584664,0.010612020858110194,0.009589041095890538,-0.001735159817351617,True,True,True,-0.0036679191268563782,0.07086150571937422,0.007515162256059416,0.4169860484921891
2023-01-02 19:00:00+00:00,2023-01-02 20:00:00+00:00,2023-01-02 21:00:00+00:00,SEARCH_2023,WIN,0.0085,1.0,False,True,False,0,1,1,True,True,0.010696629213483133,0.03584939650513408,0.3567839195979889,0.012790488200324246,-0.022260869565217445,0.05778894472361735,0.6432160804020112,-0.0027494456762749975,0.008430493273542616,0.011696958790714307,71.21801365065065,70.3614070100026,-10.246339298111636,121.72826281021241,6.224386841233439,0.003877974083215996,50.0,0.011514933429291219,0.012790488200324246,0.034544800287873434,-0.0012594458438286438,False,False,False,-0.0010775862068964637,0.04149782890436127,0.004387357337737319,15.443341269857658
2023-01-02 22:00:00+00:00,2023-01-02 23:00:00+00:00,2023-01-03 01:20:00+00:00,SEARCH_2023,LOSS,-0.0115,2.3333333333333335,False,True,False,0,3,3,False,True,-0.007930214115781098,0.017136736879685754,0.2864583333333316,0.004908961085326569,-0.012021762021762084,0.2864583333333316,0.24479166666666954,0.0016012810248198228,0.002046991812032717,-0.000887390185464576,49.886746932985616,47.24047935577456,27.699900817724398,-58.91286970423832,79.42810888902255,-0.00024542004808014717,15.0,0.002046991812032717,0.0024038461538462563,0.0034709861160555633,-0.0003559985760057671,False,False,False,0.0034482758620688614,0.030314367910791118,0.0032012010840218874,0.5316133108677338
2023-01-03 00:00:00+00:00,2023-01-03 01:00:00+00:00,2023-01-03 01:20:00+00:00,SEARCH_2023,LOSS,-0.0115,0.3333333333333333,False,True,False,0,1,1,True,True,0.0016875388578025952,0.015878711761011965,0.7401129943502854,0.011752040907867523,-0.004062168844931047,0.6327683615819228,0.25988700564971456,-0.00017730496453893796,-0.001328256442043596,0.004542620468513503,47.69742319030917,51.21196040225518,-17.389656969112828,56.816233209485,-26.046965877421634,-0.00010060720443649807,55.0,0.00885589050899016,0.011752040907867523,0.012970748725288361,-0.0028625100635119027,False,False,False,0.0,0.026239626222170687,0.0027697160564454926,0.49014790146432247
2023-01-03 01:00:00+00:00,2023-01-03 02:00:00+00:00,2023-01-03 03:30:00+00:00,SEARCH_2023,WIN,0.0085,1.5,False,True,False,0,3,3,False,True,-0.019061973579218017,0.027272727272727337,0.21333333333333301,0.005818181818181722,-0.020884955752212497,0.21333333333333301,0.07000000000000249,-0.00045171198843629856,-0.0073568993360847434,-0.0018044027426921128,27.510983058639923,34.366433098376746,-21.012680093010914,-100.09023957150706,-24.642827890729137,-0.004284081274734786,30.0,-0.0018044027426921128,0.005818181818181722,0.006405629736557117,-0.007578491519307118,False,False,False,0.0016875388578025952,0.006118340050711879,0.0006444508442235986,1.507921855205018
2023-01-03 08:00:00+00:00,2023-01-03 09:00:00+00:00,2023-01-03 10:35:00+00:00,SEARCH_2023,WIN,0.0085,1.5833333333333333,False,True,False,0,1,1,False,True,-0.011867687905058544,0.025025711347274715,0.24657534246575535,0.006170723345903406,-0.018394648829431537,0.24657534246575535,0.27054794520548014,-8.517162081589369e-05,0.005050937419741608,-0.0015308725973803838,51.98002429930895,48.909734647376936,41.84489966947173,-48.339719029373285,94.78940733328481,-5.064193809956041e-05,15.0,0.005050937419741608,0.006170723345903406,0.006763119595925016,-0.001112918414519326,True,False,False,0.014083304882212433,0.04012113683640428,0.004241189281253499,0.568826759573139
2023-01-04 03:00:00+00:00,2023-01-04 04:00:00+00:00,2023-01-04 04:05:00+00:00,SEARCH_2023,LOSS,-0.0115,0.08333333333333333,False,True,False,0,3,3,False,True,-0.015101532145737062,0.0499475026248688,0.15165165165165287,0.00757462126893671,-0.04035714285714287,0.15165165165165287,0.5390390390390387,0.0023127424649358463,0.002986188876446416,-0.016903263573832872,32.038795151720876,41.055527249334155,18.60133000854323,-99.35229939122631,107.95073633371304,-0.004480651124538548,10.0,0.0019389961965843305,0.00757462126893671,0.005593258259378064,-0.005593258259378064,False,False,False,0.007161842882457137,0.04862138032436225,0.005144369121256487,0.713241027959965
2023-01-04 09:00:00+00:00,2023-01-04 10:00:00+00:00,2023-01-04 10:45:00+00:00,SEARCH_2023,LOSS,-0.0115,0.75,False,True,False,0,1,1,True,True,0.002262938900649658,0.01869918699187001,0.7905138339920987,0.014781966001478297,-0.0038453166944786288,0.6679841897233217,0.2094861660079013,0.0032149641969896336,0.005050874752946299,0.004242246928028104,65.69318464010539,49.71408845136711,19.09229939429496,26.484886916086932,142.48741696036515,0.0026527497802684152,20.0,0.010896775143572457,0.014781966001478297,0.013547342070387325,-0.0038285966720660314,True,False,False,-0.02898858884400035,0.03784256241844397,0.003999358779229523,0.8444234913523854
2023-01-04 10:00:00+00:00,2023-01-04 11:00:00+00:00,2023-01-04 11:15:00+00:00,SEARCH_2023,WIN,0.0085,0.25,False,True,False,0,2,2,False,True,-0.010560046609860874,0.018262476894639557,0.24696356275303633,0.004510166358595136,-0.013505663665408063,0.24696356275303633,0.16599190283400966,-0.0012497243255163992,-0.001323140252866728,-0.008755289654166054,29.793038794472636,39.70039773813033,9.605382060779334,-131.4311167007321,4.430283832351449,-0.003052525669655304,10.0,0.0010315355142942462,0.004510166358595136,0.0047155909224874115,-0.0034630120837016998,True,False,False,0.002262938900649658,0.024327829688874703,0.002567398834786294,1.6403757566604
2023-01-04 12:00:00+00:00,2023-01-04 13:00:00+00:00,2023-01-04 13:20:00+00:00,SEARCH_2023,WIN,0.0085,0.3333333333333333,False,True,False,0,5,5,False,True,-0.016435541859270653,0.026402393418100356,0.09915014164305946,0.002617801047120505,-0.023172775632150477,0.09915014164305946,0.266288951841362,-0.0009688478163660807,-0.008065709634453189,-0.019600672858919088,21.36321348142168,30.95476751427212,-9.619846095371742,-114.54529549232258,66.4332800722424,-0.0062419429189024545,5.0,-0.0009688478163660807,0.0018684603886396367,0.0033537039797286727,-0.0028320166939930225,True,False,False,0.0032388663967610754,0.00726364964665005,0.0007651797520302761,1.459295612621088
2023-01-04 14:00:00+00:00,2023-01-04 15:00:00+00:00,2023-01-04 15:05:00+00:00,SEARCH_2023,LOSS,-0.0115,0.08333333333333333,False,True,False,0,3,3,False,True,-0.0020019277823087878,0.020471370297628022,0.8191881918819213,0.01676990481945917,-0.0036272114886372053,0.8191881918819213,0.08118081180811873,0.005453051467841918,0.007937696570316177,0.011649755730928302,75.58762424850786,52.647361863103605,24.099072008209546,73.53776263486722,88.6536106422816,0.005216589519549952,40.0,0.010814058275758542,0.01676990481945917,0.012240913187143265,-0.005857614899369312,True,False,True,0.005967477248993047,0.0091402469039632,0.0009630578410961821,0.5143639155191013
2023-01-04 19:00:00+00:00,2023-01-04 20:00:00+00:00,2023-01-04 20:10:00+00:00,SEARCH_2023,LOSS,-0.0115,0.16666666666666666,False,True,False,0,4,4,False,True,-0.014582710140592314,0.03189205765102732,0.31971153846153605,0.01019625881631403,-0.02102526002971772,0.31971153846153605,0.21153846153846367,0.006185094685400072,0.0014439884480923482,0.007107918067869257,52.69072880642581,41.78505485331481,15.141686071733282,-62.40826794647208,16.46692802106223,0.00013661879736681648,30.0,0.007107918067869257,0.01019625881631403,0.01085295016814447,-0.0030571690614490388,False,False,True,-0.003502496460243032,-0.012086920006586621,-0.0012706906600238321,0.43664643544640935
2023-01-04 20:00:00+00:00,2023-01-04 21:00:00+00:00,2023-01-04 21:20:00+00:00,SEARCH_2023,WIN,0.0085,0.3333333333333333,False,True,False,0,1,1,False,True,-0.014645621490362859,0.030671973776633,0.4376590330788786,0.013423866385702032,-0.016734817507193744,0.4376590330788786,0.07124681933841927,0.002238345168261713,0.0004622852299869251,0.010741807425858063,54.72629047200817,40.56001600429747,8.106386308395592,-44.86469053273764,23.525955959696006,0.0004981248756181778,30.0,0.010741807425858063,0.013423866385702032,0.013544018058690765,-0.00264653226434175,True,True,True,-0.014582710140592314,-0.024020165288824336,-0.002522061573994594,0.4869438489751801
2023-01-05 00:00:00+00:00,2023-01-05 01:00:00+00:00,2023-01-05 01:30:00+00:00,SEARCH_2023,WIN,0.0085,0.5,False,True,False,0,4,4,False,True,-0.01887496269770217,0.02169775409212038,0.056140350877193004,0.0012181195279787893,-0.020044709388971738,0.056140350877193004,0.056140350877193004,-0.0028811888695124965,-0.008295000377045447,-0.011500300661455243,19.574597780477873,36.07494683151317,-10.80411737592776,-156.15555028087903,-37.59458243624064,-0.006668515799332919,0.0,0.0,0.0005325623858793982,0.005170709451752797,-0.0005322789141509743,False,False,False,-0.004234140543752818,-0.011096198172317329,-0.0011666581791538455,1.3448351313886684
2023-01-05 01:00:00+00:00,2023-01-05 02:00:00+00:00,2023-01-05 02:50:00+00:00,SEARCH_2023,WIN,0.0085,0.8333333333333334,False,True,False,0,1,1,True,True,0.004334271158086933,0.020643081881666747,0.6579925650557603,0.013582994397973946,-0.006917293233082766,0.4460966542750898,0.3420074349442397,-0.0007565441065213729,-0.0024169184290030454,-0.0011343870528625066,44.126015252492266,46.67115690191051,-18.17476236675229,24.58620883128686,-18.523632820348674,-0.0007782088518195618,50.0,0.01032662739998469,0.013582994397973946,0.01736403273923348,-0.0032127285244396564,False,False,False,-0.01887496269770217,-0.006165446267103358,-0.0006485734234221718,0.49839181718056536
2023-01-05 05:00:00+00:00,2023-01-05 06:00:00+00:00,2023-01-05 06:35:00+00:00,SEARCH_2023,LOSS,-0.0115,0.5833333333333334,False,True,False,0,1,1,False,True,-0.0032236299572682148,0.011236802413272962,0.24161073825502932,0.002714932126696823,-0.008427175777462992,0.24161073825502932,0.46979865771811985,0.0024125452352232735,-0.0025506376594148783,-0.002176360225140672,42.2904722848444,48.17158447275381,-2.462092810696255,-144.70975273267928,-137.61455129568225,-0.001187230607496148,5.0,0.0024125452352232735,0.002714932126696823,0.003920386007237653,-0.00030156815440285367,False,False,False,0.009993943064809274,0.000674160031270743,7.096925009508759e-05,1.5182193852519132
2023-01-05 06:00:00+00:00,2023-01-05 07:00:00+00:00,2023-01-05 09:15:00+00:00,SEARCH_2023,LOSS,-0.0115,2.25,False,True,False,0,4,4,False,True,-0.008873514814257799,0.016377209018890948,0.24186046511627737,0.0039609993906153385,-0.012216143296110316,0.24186046511627737,0.20930232558139517,0.000151768098345606,-0.00022756580444516228,-0.003628666465074093,32.21888426370478,37.08296713432169,20.03750819296384,-76.06442058496698,82.01324931794595,-0.0014290841185183867,10.0,0.0013675733171250037,0.0039609993906153385,0.004026743655979326,-0.0025831940434585254,True,True,False,-0.0032236299572682148,-0.007294494363628612,-0.0007672523837305434,0.8590198953041814
