structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,raid_year,liquidity_low,liquidity_pivot_i,liquidity_confirm_i,significant_high,significant_high_pivot_i,significant_high_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_high,bars_reclaim_to_bos,displacement_range_units,bull_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,return_year,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_high,outcome,resolution_i_5m,resolution_time,return_to_resolution_min,path_status,path_anchor_i_5m,path_anchor_time,path_anchor_high,descent_bars,down_path_efficiency,median_adjacent_overlap,overlap_gt50_share,range_contraction_ratio,body_contraction_ratio,largest_bear_body_share,sign_flip_rate,lower_high_share,fall_per_bar_range_units,max_bear_body_range_units,pre_return_drawdown_fraction
2020-09-17 09:00:00+00:00__L69__H71,74,2020-09-17 09:00:00+00:00,74,2020-09-17 09:00:00+00:00,2020-09-17 10:00:00+00:00,2020,2.4677,69,71,2.6025,71,73,2.3912,3.1000526806337803,0,2.4895,0.09110000000000018,80,2020-09-17 15:00:00+00:00,2020-09-17 16:00:00+00:00,2.6094,2.63,6,2.395170142700324,0.765156349712825,0.07574094401756194,77,2020-09-17 12:00:00+00:00,2.5395,2.5601,2.5056,2.5246,2.5056,2.5601,0.5982436882546639,2045,2020-09-21 09:25:00+00:00,2020,5365.0,2.6195,2.6261,2.5322,2.573,0.5119266055045838,3.2509,INVALIDATED,2049,2020-09-21 09:45:00+00:00,20.0,USABLE,1382.0,2020-09-19 02:10:00+00:00,3.2509,664.0,0.09774523986965361,0.8461538461538162,0.803921568627451,0.8541666666666835,0.7948717948718182,0.01531687791861239,0.5143721633888049,0.5746606334841629,0.06345276378572705,3.6100628930817487,1.0403879559930513
2020-09-18 15:00:00+00:00__L98__H100,104,2020-09-18 15:00:00+00:00,105,2020-09-18 16:00:00+00:00,2020-09-18 17:00:00+00:00,2020,2.908,98,100,3.15,100,102,2.7989,3.7517193947730316,1,2.9306,0.1117499999999998,114,2020-09-19 01:00:00+00:00,2020-09-19 02:00:00+00:00,3.1804,3.2431,9,3.413870246085017,0.4454350927246784,0.27203579418344753,113,2020-09-19 00:00:00+00:00,3.108,3.1107,3.0647,3.0919,3.0647,3.1107,0.41163310961968597,1396,2020-09-19 03:20:00+00:00,2020,80.0,3.1263,3.1263,3.103,3.103,0.1673913043478228,3.2509,INVALIDATED,1453,2020-09-19 08:05:00+00:00,285.0,USABLE,1382.0,2020-09-19 02:10:00+00:00,3.2509,15.0,0.6132450331125817,0.7715502259297928,0.9285714285714286,0.9748953974895423,2.3535353535353365,0.20577231427044346,0.6153846153846154,0.7142857142857143,0.3620959332638142,1.4051094890510893,1.054921540656204
2020-09-22 07:00:00+00:00__L185__H189,192,2020-09-22 07:00:00+00:00,193,2020-09-22 08:00:00+00:00,2020-09-22 09:00:00+00:00,2020,2.7184,185,187,2.9813,189,191,2.6094,4.009711595055915,1,2.7689,0.08994999999999997,209,2020-09-23 00:00:00+00:00,2020-09-23 01:00:00+00:00,3.0682,3.0935,16,5.100611450806006,0.4989164860810127,0.9660922734852696,207,2020-09-22 22:00:00+00:00,2.965,2.9877,2.8888,2.8953,2.8888,2.9877,1.0994997220678155,2533,2020-09-23 02:05:00+00:00,2020,65.0,3.0296,3.0364,2.8276,2.9844,1.0,3.0935,INVALIDATED,2551,2020-09-23 03:35:00+00:00,90.0,USABLE,2520.0,2020-09-23 01:00:00+00:00,3.0661,14.0,0.5229202037351417,0.984126984127021,0.8461538461538461,0.7263157894736896,0.2911877394636034,0.4039320822162641,0.3333333333333333,0.5384615384615384,0.33967466225530357,3.2401433691755908,3.042091836734686
2020-09-27 08:00:00+00:00__L300__H309,313,2020-09-27 08:00:00+00:00,313,2020-09-27 08:00:00+00:00,2020-09-27 09:00:00+00:00,2020,3.0248,300,302,3.1495,309,311,2.977,1.5802697699021446,0,3.0459,0.053400000000000114,327,2020-09-27 22:00:00+00:00,2020-09-27 23:00:00+00:00,3.1601,3.1775,14,3.428838951310855,0.41227436823104424,0.19850187265917038,326,2020-09-27 21:00:00+00:00,3.1234,3.1269,3.084,3.1029,3.084,3.1269,0.803370786516851,3985,2020-09-28 03:05:00+00:00,2020,245.0,3.1484,3.1514,3.114,3.1253,0.30069930069930423,3.2116,INVALIDATED,4026,2020-09-28 06:30:00+00:00,205.0,USABLE,3978.0,2020-09-28 02:30:00+00:00,3.2116,8.0,0.9191011235955046,0.6854838709677579,0.8571428571428571,1.0504201680672305,0.6820388349514529,0.39160839160839045,0.3333333333333333,0.8571428571428571,0.9348571428571447,2.687999999999998,1.1523022432113361
2020-10-18 11:00:00+00:00__L812__H817,820,2020-10-18 11:00:00+00:00,822,2020-10-18 13:00:00+00:00,2020-10-18 14:00:00+00:00,2020,2.2069,812,814,2.2494,817,819,2.1992,0.34890570483484806,2,2.2124,0.014800000000000146,826,2020-10-18 17:00:00+00:00,2020-10-18 18:00:00+00:00,2.2532,2.2649,4,3.648648648648631,1.0,0.25675675675675597,821,2020-10-18 12:00:00+00:00,2.2041,2.2116,2.2015,2.2029,2.2015,2.2116,0.6824324324324256,9969,2020-10-18 21:45:00+00:00,2020,225.0,2.2155,2.2156,2.1964,2.1966,1.0,2.2649,INVALIDATED,9969,2020-10-18 21:45:00+00:00,0.0,USABLE,9927.0,2020-10-18 18:15:00+00:00,2.255,43.0,0.4352000000000029,0.837690631808285,0.8571428571428571,1.1071428571429307,2.727272727272929,0.22314049586776938,0.4878048780487805,0.6666666666666666,0.2878306878306758,4.1999999999998225,1.3502304147465352
2020-10-24 07:00:00+00:00__L953__H957,960,2020-10-24 07:00:00+00:00,962,2020-10-24 09:00:00+00:00,2020-10-24 10:00:00+00:00,2020,1.916,953,955,1.9624,957,959,1.9032,0.6680584551148185,2,1.9246,0.022299999999999986,970,2020-10-24 17:00:00+00:00,2020-10-24 18:00:00+00:00,1.9625,1.9734,8,2.6591928251121053,0.42441209406495006,0.004484304932734935,969,2020-10-24 16:00:00+00:00,1.9359,1.938,1.9206,1.9352,1.9206,1.938,0.7802690582959583,11672,2020-10-24 19:40:00+00:00,2020,100.0,1.9429,1.9432,1.9347,1.9395,0.18965517241378652,1.9734,INVALIDATED,11683,2020-10-24 20:35:00+00:00,55.0,USABLE,11652.0,2020-10-24 18:00:00+00:00,1.9644,21.0,0.5835475578406165,0.6749999999999625,0.75,0.30000000000001775,0.2941176470587851,0.25867507886435054,0.21052631578947367,0.75,0.2910256410256392,2.102564102564091,1.1249999999999947
2020-11-01 10:00:00+00:00__L1151__H1152,1155,2020-11-01 10:00:00+00:00,1155,2020-11-01 10:00:00+00:00,2020-11-01 11:00:00+00:00,2020,1.5228,1151,1153,1.554,1152,1154,1.5152,0.49908064092460136,0,1.5378,0.019649999999999945,1160,2020-11-01 15:00:00+00:00,2020-11-01 16:00:00+00:00,1.5668,1.5758,5,2.6259541984732833,0.5197132616487433,0.6513994910941454,1159,2020-11-01 14:00:00+00:00,1.5427,1.5465,1.5363,1.541,1.5363,1.5465,0.5190839694656496,14131,2020-11-02 08:35:00+00:00,2020,995.0,1.5755,1.5768,1.5453,1.5476,0.11764705882353838,1.6465,INVALIDATED,14133,2020-11-02 08:45:00+00:00,10.0,USABLE,13995.0,2020-11-01 21:15:00+00:00,1.6465,137.0,0.25953788285867985,0.8095238095238032,0.7720588235294118,0.580645161290296,0.6842105263157096,0.11747368421052627,0.5692307692307692,0.5147058823529411,0.16143048128341583,6.340909090908787,1.012000000000001
2020-11-04 15:00:00+00:00__L1224__H1227,1232,2020-11-04 15:00:00+00:00,1234,2020-11-04 17:00:00+00:00,2020-11-04 18:00:00+00:00,2020,1.3432,1224,1226,1.4001,1227,1229,1.2737,5.174210839785579,2,1.3852,0.021949999999999914,1243,2020-11-05 02:00:00+00:00,2020-11-05 03:00:00+00:00,1.4035,1.408,9,5.913439635535327,0.40043763676148697,0.15489749430524297,1240,2020-11-04 23:00:00+00:00,1.3973,1.3997,1.3892,1.391,1.3892,1.3997,0.4783599088838266,14928,2020-11-05 03:00:00+00:00,2020,0.0,1.4034,1.4043,1.3986,1.3997,0.10476190476189369,1.408,CONTINUATION,14943,2020-11-05 04:15:00+00:00,75.0,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2020-11-09 14:00:00+00:00__L1345__H1348,1351,2020-11-09 14:00:00+00:00,1353,2020-11-09 16:00:00+00:00,2020-11-09 17:00:00+00:00,2020,2.022,1345,1347,2.19,1348,1350,1.9517,3.476755687438171,2,2.0386,0.0682999999999998,1369,2020-11-10 08:00:00+00:00,2020-11-10 09:00:00+00:00,2.1959,2.2095,16,3.575402635431928,0.41957855428114027,0.0863836017569551,1367,2020-11-10 06:00:00+00:00,2.143,2.1535,2.09,2.1039,2.09,2.1535,0.9297218155197733,16466,2020-11-10 11:10:00+00:00,2020,130.0,2.1595,2.1736,2.1533,2.1618,0.003149606299212235,2.2455,CONTINUATION,16529,2020-11-10 16:25:00+00:00,315.0,USABLE,16452.0,2020-11-10 10:00:00+00:00,2.2455,15.0,0.6044479745830047,0.8373986969648837,0.7142857142857143,1.9150943396225892,2.500000000000303,0.2721774193548396,0.5384615384615384,0.5,0.3142031379025575,1.5606936416184964,1.0021739130434781
2020-11-21 03:00:00+00:00__L1623__H1625,1628,2020-11-21 03:00:00+00:00,1630,2020-11-21 05:00:00+00:00,2020-11-21 06:00:00+00:00,2020,2.0788,1623,1625,2.1508,1625,1627,2.0313,2.284972099288066,2,2.0977,0.04354999999999998,1632,2020-11-21 07:00:00+00:00,2020-11-21 08:00:00+00:00,2.1666,2.1682,2,3.106773823191735,1.0,0.36280137772675186,1628,2020-11-21 03:00:00+00:00,2.0728,2.0879,2.0578,2.0656,2.0578,2.0879,0.6911595866819754,19929,2020-11-22 11:45:00+00:00,2020,1665.0,2.106,2.1108,2.0563,2.076,1.0,2.5204,INVALIDATED,19930,2020-11-22 11:50:00+00:00,5.0,USABLE,19723.0,2020-11-21 18:35:00+00:00,2.5204,207.0,0.1683229335182188,0.7362746541065668,0.6893203883495146,1.0273224043715938,1.114583333333346,0.03873772975821875,0.49019607843137253,0.5194174757281553,0.12053177405119259,3.340909090909132,1.073063583815029
