partition,clock_utc,clock_wib,entry_ts,exit_ts,year,month,weekday,entry_price,exit_price,gross_return,gross,net,raw_efficiency,raw_range,drive_return,eff_pct,range_pct,ret_24h,ret_72h,ret_7d,range_24h,range_72h,loc_24h,loc_7d,mfe_pct,mae_pct,giveback_pct,mfe_ge_1_net_loss,mfe_ge_2_net_loss
external,04:00,11:00,2020-11-12 04:00:00+00:00,2020-11-12 08:00:00+00:00,2020,11,Thursday,2.0063,2.0431,0.018342222000697683,9.17111100034884,8.42111100034884,0.07905882352941153,0.07064071768223928,-0.016471395656649766,0.30952380952380953,0.7380952380952381,-0.11566095120553621,-0.045346402740768954,0.4306189389617796,0.16260413452638076,0.19808717167872103,0.24939007861209023,0.5878964941569281,0.027662861984747877,-0.002342620744654411,0.009320639984050194,False,False
external,04:15,11:15,2020-11-12 04:15:00+00:00,2020-11-12 08:15:00+00:00,2020,11,Thursday,2.0075,2.05,0.021170610211706187,10.585305105853093,9.835305105853093,0.056999544003648824,0.07089790897908974,-0.012300123001230186,0.23809523809523808,0.7380952380952381,-0.11070257818729523,-0.04450261780104714,0.4263890862583486,0.15265349517143625,0.1981437410756783,0.2704585026117234,0.5888981636060099,0.027048567870485707,-0.00293897882938976,0.00587795765877952,False,False
external,04:30,11:30,2020-11-12 04:30:00+00:00,2020-11-12 08:30:00+00:00,2020,11,Thursday,2.0092,2.0472,0.018913000199084262,9.456500099542131,8.706500099542131,0.03806390977443613,0.07114644020934131,-0.007998420065172308,0.14285714285714285,0.6904761904761905,-0.10303571428571445,-0.025038819875776497,0.4229461756373938,0.14584821428571437,0.20200892857142863,0.2904805632078357,0.5903171953255425,0.026179573959784985,-0.0003483973720882494,0.007266573760700723,False,False
external,04:45,11:45,2020-11-12 04:45:00+00:00,2020-11-12 08:45:00+00:00,2020,11,Thursday,2.0316,2.026,-0.0027564481197087654,-1.3782240598543827,-2.1282240598543827,0.015384615384615243,0.07116400809916533,0.003308805373104809,0.07142857142857142,0.6904761904761905,-0.0808487535628648,-0.013882147364333575,0.43942185064475003,0.1434646880513957,0.20206776041161056,0.3699148533585626,0.6090150250417363,0.014865130931285497,-0.004233116755266719,0.017621579050994263,True,False
external,04:15,11:15,2020-11-23 04:15:00+00:00,2020-11-23 08:15:00+00:00,2020,11,Monday,2.2455,2.2783,0.014606991761300536,7.303495880650268,6.553495880650268,0.030719719133996223,0.06873454708923366,0.009440323668240012,0.12244897959183673,0.7142857142857143,0.0408844388819356,0.056954577547658314,0.03507882363787207,0.11653455708524557,0.23073664391621568,0.8564041368337303,0.47407690836043587,0.031128924515698042,-0.007258962369182664,0.016521932754397506,False,False
external,04:30,11:30,2020-11-23 04:30:00+00:00,2020-11-23 08:30:00+00:00,2020,11,Monday,2.2529,2.2862,0.014780948999068011,7.3904744995340055,6.6404744995340055,0.016899338721527983,0.07017935219059526,0.00513072187025959,0.061224489795918366,0.6938775510204082,0.03882510259602534,0.0671182266009851,0.009680455339936334,0.11592198091022285,0.23219022356953398,0.885839299920445,0.48823416873923836,0.027742021394646876,-0.010519774512850022,0.012961072395578865,False,False
external,04:45,11:45,2020-11-23 04:45:00+00:00,2020-11-23 08:45:00+00:00,2020,11,Monday,2.2494,2.2632,0.006134969325153339,3.0674846625766694,2.3174846625766694,0.0038765254845655656,0.07001379801486635,0.001201762585124816,0.0,0.6938775510204082,0.015072202166064974,0.07150002381746301,0.008699551569506747,0.11344765342960302,0.23350640689753738,0.871917263325378,0.48153816720872405,0.029341157642037707,-0.003289766159864871,0.02320618831688437,False,False
external,04:15,11:15,2020-11-25 04:15:00+00:00,2020-11-25 08:15:00+00:00,2020,11,Wednesday,2.2095,2.248,0.01742475673229249,8.712378366146245,7.962378366146245,0.07488550563188556,0.09312775330396467,-0.026651982378854723,0.2549019607843137,0.8627450980392157,-0.09786869181773639,0.024196912807675997,0.005460750853242269,0.14359790952147647,0.21035553701385998,0.219505260164913,0.4052037497608567,0.02706494682054772,-0.012672550350757872,0.00964019008825523,False,False
external,04:30,11:30,2020-11-25 04:30:00+00:00,2020-11-25 08:30:00+00:00,2020,11,Wednesday,2.2233,2.2391,0.007106553321639009,3.5532766608195043,2.8032766608195043,0.04514363885088896,0.0935563816604708,-0.016064790228358904,0.21568627450980393,0.8627450980392157,-0.08963229874703138,0.025176372942315783,0.019909170145419486,0.14400949963147985,0.20924978097477762,0.25874324708558477,0.43160512722402916,0.020689965366797125,-0.01880088157243731,0.013583412045158116,False,False
external,04:45,11:45,2020-11-25 04:45:00+00:00,2020-11-25 08:45:00+00:00,2020,11,Wednesday,2.2195,2.2576,0.017166028384771437,8.583014192385718,7.833014192385718,0.037987296051812135,0.09395555555555547,-0.013555555555555543,0.1568627450980392,0.8823529411764706,-0.08880039412102803,0.0015794223826715026,0.029357202485854605,0.14438788077838907,0.20478339350180513,0.2479385840204724,0.42433518270518467,0.022437485920252298,-0.017120973192160327,0.005271457535480861,False,False
