partition,date_utc,signal_ts,window_status,filled,target_hit,entry_ts,entry_px,entry_fraction,H,L,range,h2_bar_start,opposite_break_bar_start,path_class,pre_h2_min_low,pre_h2_min_frac,pre_h2_required_distance,to_h2_conservative_min_low,to_h2_conservative_min_frac,to_h2_required_distance,next_bar_pre_h2_min_frac,next_bar_pre_h2_required_distance,failure_terminal_min_low,failure_terminal_min_frac,failure_required_distance
reference_validation,2025-02-05,2025-02-05 14:20:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,98678.0,97206.0,1472.0,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-02-07,2025-02-07 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,97984.0,96566.3,1417.699999999997,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-02-10,2025-02-10 13:50:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,97930.0,97113.4,816.6000000000058,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-02-14,2025-02-14 14:40:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,97150.0,96408.2,741.8000000000029,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-02-28,2025-02-28 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,81372.8,78200.2,3172.600000000006,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-03-07,2025-03-07 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,89818.3,87932.0,1886.300000000003,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-03-19,2025-03-19 14:05:00+00:00,H2_ARRIVAL,True,True,2025-03-19 14:15:00+00:00,84147.09,0.85,84325.2,83137.8,1187.3999999999942,2025-03-19 15:00:00+00:00,,F85_H2_WINNER,83830.0,0.5829543540508678,0.26704564594913216,83830.0,0.5829543540508678,0.26704564594913216,0.5829543540508678,0.26704564594913216,,,
reference_validation,2025-03-20,2025-03-20 14:20:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,86285.8,84685.5,1600.300000000003,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-03-31,2025-03-31 14:10:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,83183.0,81250.0,1933.0,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-04-02,2025-04-02 13:40:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,85425.0,84220.0,1205.0,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-04-23,2025-04-23 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.85,94453.0,93280.0,1173.0,,2025-04-23 13:55:00+00:00,NO_FILL,,,,,,,,,,,
reference_validation,2025-05-16,2025-05-16 13:45:00+00:00,H2_ARRIVAL,False,False,,,0.85,103872.9,103062.3,810.5999999999913,2025-05-16 13:50:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2025-05-19,2025-05-19 14:00:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,103359.5,102088.9,1270.6000000000058,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-05-22,2025-05-22 16:20:00+00:00,H2_ARRIVAL,True,True,2025-05-22 16:25:00+00:00,111380.9,0.85,111582.5,110238.5,1344.0,2025-05-22 17:20:00+00:00,,F85_H2_WINNER,111051.1,0.6046130952380996,0.2453869047619004,111051.1,0.6046130952380996,0.2453869047619004,0.6046130952380996,0.2453869047619004,,,
reference_validation,2025-06-03,2025-06-03 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.85,105417.1,104822.4,594.7000000000116,2025-06-03 13:40:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2025-06-09,2025-06-09 14:50:00+00:00,H2_ARRIVAL,True,True,2025-06-09 14:55:00+00:00,107540.26000000001,0.85,107912.8,105429.2,2483.600000000006,2025-06-09 15:10:00+00:00,,F85_H2_WINNER,107450.7,0.8139394427444013,0.036060557255598646,107450.7,0.8139394427444013,0.036060557255598646,0.821106458366886,0.028893541633113973,,,
reference_validation,2025-06-11,2025-06-11 14:15:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,109950.6,108950.1,1000.5,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-06-25,2025-06-25 13:45:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,107859.6,106286.5,1573.1000000000058,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-07-01,2025-07-01 14:20:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.85,107139.1,106222.0,917.1000000000058,,2025-07-01 14:40:00+00:00,NO_FILL,,,,,,,,,,,
reference_validation,2025-07-22,2025-07-22 13:45:00+00:00,H2_ARRIVAL,True,True,2025-07-22 15:05:00+00:00,119170.145,0.85,119475.2,117441.5,2033.699999999997,2025-07-22 18:25:00+00:00,,F85_H2_WINNER,118377.0,0.45999901657078296,0.390000983429217,118377.0,0.45999901657078296,0.390000983429217,0.45999901657078296,0.390000983429217,,,
reference_validation,2025-08-08,2025-08-08 13:45:00+00:00,H2_ARRIVAL,True,True,2025-08-08 13:50:00+00:00,116786.4,0.85,116880.0,116256.0,624.0,2025-08-08 13:55:00+00:00,,F85_H2_WINNER,116634.3,0.6062500000000046,0.24374999999999536,116634.3,0.6062500000000046,0.24374999999999536,,,,,
reference_validation,2025-08-19,2025-08-19 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.85,115746.3,114750.0,996.3000000000029,,2025-08-19 14:15:00+00:00,NO_FILL,,,,,,,,,,,
reference_validation,2025-09-03,2025-09-03 13:50:00+00:00,H2_ARRIVAL,True,True,2025-09-03 14:00:00+00:00,111683.14,0.85,111831.4,110843.0,988.3999999999942,2025-09-03 14:35:00+00:00,,F85_H2_WINNER,111047.6,0.20700121408337416,0.6429987859166258,111047.6,0.20700121408337416,0.6429987859166258,0.20700121408337416,0.6429987859166258,,,
reference_validation,2025-09-08,2025-09-08 13:40:00+00:00,H2_ARRIVAL,True,True,2025-09-08 13:45:00+00:00,112153.255,0.85,112321.3,111201.0,1120.300000000003,2025-09-08 14:30:00+00:00,,F85_H2_WINNER,111800.0,0.534678211193429,0.315321788806571,111800.0,0.534678211193429,0.315321788806571,0.534678211193429,0.315321788806571,,,
reference_validation,2025-09-23,2025-09-23 14:15:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.85,113236.0,112634.0,602.0,,2025-09-23 14:30:00+00:00,NO_FILL,,,,,,,,,,,
reference_validation,2025-09-24,2025-09-24 13:45:00+00:00,H2_ARRIVAL,True,True,2025-09-24 14:00:00+00:00,113006.99,0.85,113121.8,112356.4,765.4000000000087,2025-09-24 14:10:00+00:00,,F85_H2_WINNER,112780.1,0.553566762477145,0.296433237522855,112780.1,0.553566762477145,0.296433237522855,0.7343872484975169,0.11561275150248307,,,
reference_validation,2025-09-26,2025-09-26 13:50:00+00:00,H2_ARRIVAL,True,True,2025-09-26 14:10:00+00:00,109490.46,0.85,109653.6,108566.0,1087.6000000000058,2025-09-26 17:25:00+00:00,,F85_H2_WINNER,108656.8,0.08348657594704158,0.7665134240529584,108656.8,0.08348657594704158,0.7665134240529584,0.08348657594704158,0.7665134240529584,,,
reference_validation,2025-09-29,2025-09-29 13:40:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,112492.2,111814.7,677.5,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-10-02,2025-10-02 13:40:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,119361.4,118307.3,1054.0999999999913,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-10-03,2025-10-03 13:35:00+00:00,H2_ARRIVAL,True,True,2025-10-03 13:40:00+00:00,120339.0,0.85,120540.0,119200.0,1340.0,2025-10-03 14:35:00+00:00,,F85_H2_WINNER,119820.4,0.46298507462686134,0.38701492537313864,119820.4,0.46298507462686134,0.38701492537313864,0.46298507462686134,0.38701492537313864,,,
reference_validation,2025-10-06,2025-10-06 13:45:00+00:00,H2_ARRIVAL,True,True,2025-10-06 13:50:00+00:00,124663.825,0.85,124898.8,123332.3,1566.5,2025-10-06 13:55:00+00:00,,F85_H2_WINNER,124350.0,0.6496648579636113,0.2003351420363887,124350.0,0.6496648579636113,0.2003351420363887,,,,,
reference_validation,2025-10-08,2025-10-08 14:05:00+00:00,H2_ARRIVAL,True,True,2025-10-08 14:10:00+00:00,122897.775,0.85,123150.0,121468.5,1681.5,2025-10-08 17:05:00+00:00,,F85_H2_WINNER,121888.0,0.2494796312815938,0.6005203687184062,121888.0,0.2494796312815938,0.6005203687184062,0.2494796312815938,0.6005203687184062,,,
reference_validation,2025-10-13,2025-10-13 13:35:00+00:00,H2_ARRIVAL,True,True,2025-10-13 13:50:00+00:00,115109.93000000001,0.85,115376.3,113600.5,1775.800000000003,2025-10-13 14:00:00+00:00,,F85_H2_WINNER,114376.5,0.43698614708863537,0.4130138529113646,114376.5,0.43698614708863537,0.4130138529113646,0.7334722378646232,0.11652776213537674,,,
reference_validation,2025-10-28,2025-10-28 13:35:00+00:00,H2_ARRIVAL,True,True,2025-10-28 13:40:00+00:00,114977.955,0.85,115140.3,114058.0,1082.300000000003,2025-10-28 13:45:00+00:00,,F85_H2_WINNER,114926.7,0.802642520558066,0.047357479441934025,114926.7,0.802642520558066,0.047357479441934025,,,,,
reference_validation,2025-10-31,2025-10-31 14:55:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,110666.0,109159.0,1507.0,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-11-03,2025-11-03 14:10:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2025-11-03 14:50:00+00:00,107977.17,0.85,108216.9,106618.7,1598.199999999997,,2025-11-03 15:25:00+00:00,F85_NON_H2_FILL,,,,,,,,,105600.0,-0.6374045801526711,1.487404580152671
reference_validation,2025-11-05,2025-11-05 13:45:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,102853.2,101131.0,1722.199999999997,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-11-18,2025-11-18 14:30:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,91859.0,90459.1,1399.8999999999942,,,NO_FILL,,,,,,,,,,,
reference_validation,2025-11-20,2025-11-20 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.85,92363.1,91388.5,974.6000000000058,,2025-11-20 14:00:00+00:00,NO_FILL,,,,,,,,,,,
reference_validation,2025-11-26,2025-11-26 16:40:00+00:00,H2_ARRIVAL,True,True,2025-11-26 16:45:00+00:00,87661.955,0.85,87909.2,86260.9,1648.300000000003,2025-11-26 17:10:00+00:00,,F85_H2_WINNER,87455.0,0.7244433658921335,0.12555663410786644,87455.0,0.7244433658921335,0.12555663410786644,0.7244433658921335,0.12555663410786644,,,
reference_validation,2025-12-09,2025-12-09 13:35:00+00:00,H2_ARRIVAL,True,True,2025-12-09 14:00:00+00:00,90576.815,0.85,90701.9,89868.0,833.8999999999942,2025-12-09 15:00:00+00:00,,F85_H2_WINNER,89953.0,0.10193068713275044,0.7480693128672495,89953.0,0.10193068713275044,0.7480693128672495,0.10193068713275044,0.7480693128672495,,,
reference_validation,2025-12-16,2025-12-16 13:35:00+00:00,H2_ARRIVAL,True,True,2025-12-16 14:30:00+00:00,87281.86,0.85,87530.2,85874.6,1655.5999999999913,2025-12-16 14:50:00+00:00,,F85_H2_WINNER,86765.2,0.5379318676008673,0.31206813239913267,86765.2,0.5379318676008673,0.31206813239913267,0.5379318676008673,0.31206813239913267,,,
reference_validation,2025-12-30,2025-12-30 14:25:00+00:00,H2_ARRIVAL,True,True,2025-12-30 14:30:00+00:00,88080.335,0.85,88190.6,87455.5,735.1000000000058,2025-12-30 14:35:00+00:00,,F85_H2_WINNER,87888.0,0.5883553258060081,0.26164467419399184,87880.0,0.5774724527275155,0.2725275472724845,,,,,
reference_validation,2025-12-31,2025-12-31 13:55:00+00:00,H2_ARRIVAL,False,False,,,0.85,89000.0,88339.9,660.1000000000058,2025-12-31 14:00:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-01-01,2026-01-01 15:20:00+00:00,H2_ARRIVAL,True,True,2026-01-01 15:25:00+00:00,87938.5,0.85,88000.0,87590.0,410.0,2026-01-01 15:40:00+00:00,,F85_H2_WINNER,87888.4,0.7278048780487663,0.12219512195123372,87888.4,0.7278048780487663,0.12219512195123372,0.7278048780487663,0.12219512195123372,,,
reference_validation,2026-01-06,2026-01-06 14:10:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,93950.0,93130.4,819.6000000000058,,,NO_FILL,,,,,,,,,,,
reference_validation,2026-01-09,2026-01-09 13:35:00+00:00,H2_ARRIVAL,True,True,2026-01-09 13:40:00+00:00,90635.12,0.85,90812.0,89632.8,1179.199999999997,2026-01-09 15:20:00+00:00,,F85_H2_WINNER,89800.0,0.1417910447761173,0.7082089552238827,89800.0,0.1417910447761173,0.7082089552238827,0.1417910447761173,0.7082089552238827,,,
reference_validation,2026-01-14,2026-01-14 14:10:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,95288.0,94643.0,645.0,,,NO_FILL,,,,,,,,,,,
reference_validation,2026-01-22,2026-01-22 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.85,90160.2,89701.9,458.3000000000029,,2026-01-22 13:40:00+00:00,NO_FILL,,,,,,,,,,,
reference_validation,2026-01-27,2026-01-27 14:20:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2026-01-27 14:25:00+00:00,88266.82500000001,0.85,88365.6,87707.1,658.5,,2026-01-27 14:40:00+00:00,F85_NON_H2_FILL,,,,,,,,,87630.0,-0.11708428246014552,0.9670842824601456
reference_validation,2026-02-02,2026-02-02 14:00:00+00:00,H2_ARRIVAL,False,False,,,0.85,78400.0,76576.7,1823.300000000003,2026-02-02 14:30:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-02-25,2026-02-25 13:45:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,66299.9,64929.7,1370.199999999997,,,NO_FILL,,,,,,,,,,,
reference_validation,2026-03-04,2026-03-04 14:20:00+00:00,H2_ARRIVAL,False,False,,,0.85,71887.9,69100.2,2787.699999999997,2026-03-04 14:30:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-03-13,2026-03-13 13:35:00+00:00,H2_ARRIVAL,True,True,2026-03-13 13:40:00+00:00,72980.8,0.85,73269.1,71347.1,1922.0,2026-03-13 13:45:00+00:00,,F85_H2_WINNER,72878.3,0.7966701352757529,0.053329864724247056,72878.3,0.7966701352757529,0.053329864724247056,,,,,
reference_validation,2026-03-23,2026-03-23 13:55:00+00:00,H2_ARRIVAL,False,False,,,0.85,71468.0,67880.0,3588.0,2026-03-23 14:00:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-03-31,2026-03-31 14:05:00+00:00,H2_ARRIVAL,True,True,2026-03-31 14:10:00+00:00,67246.065,0.85,67476.9,65938.0,1538.8999999999942,2026-03-31 14:15:00+00:00,,F85_H2_WINNER,67144.6,0.7840665410358115,0.06593345896418845,67144.6,0.7840665410358115,0.06593345896418845,,,,,
reference_validation,2026-04-06,2026-04-06 16:50:00+00:00,NO_H2_BY_SESSION_END,False,False,,,0.85,70252.9,69047.7,1205.199999999997,,,NO_FILL,,,,,,,,,,,
reference_validation,2026-04-10,2026-04-10 14:10:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,72467.3,71395.0,1072.300000000003,,,NO_FILL,,,,,,,,,,,
reference_validation,2026-04-14,2026-04-14 13:40:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,74873.5,74234.0,639.5,,,NO_FILL,,,,,,,,,,,
reference_validation,2026-04-20,2026-04-20 14:30:00+00:00,H2_ARRIVAL,True,True,2026-04-20 15:20:00+00:00,75472.53,0.85,75633.0,74563.2,1069.800000000003,2026-04-20 15:25:00+00:00,,F85_H2_WINNER,75092.2,0.4944849504580282,0.3555150495419718,75092.2,0.4944849504580282,0.3555150495419718,,,,,
reference_validation,2026-04-22,2026-04-22 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.85,78490.8,77895.3,595.5,2026-04-22 13:40:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-04-23,2026-04-23 15:00:00+00:00,H2_ARRIVAL,False,False,,,0.85,78142.2,76504.6,1637.5999999999913,2026-04-23 15:15:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-05-01,2026-05-01 13:35:00+00:00,H2_ARRIVAL,True,True,2026-05-01 13:45:00+00:00,78191.575,0.85,78400.0,77010.5,1389.5,2026-05-01 13:50:00+00:00,,F85_H2_WINNER,78135.3,0.8094998200791672,0.04050017992083277,78135.3,0.8094998200791672,0.04050017992083277,,,,,
reference_validation,2026-05-25,2026-05-25 14:50:00+00:00,H2_ARRIVAL,False,False,,,0.85,77699.0,77241.7,457.3000000000029,2026-05-25 15:00:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-05-26,2026-05-26 14:20:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,77600.0,76543.8,1056.199999999997,,,NO_FILL,,,,,,,,,,,
reference_validation,2026-06-08,2026-06-08 15:00:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,63948.2,62658.4,1289.7999999999956,,,NO_FILL,,,,,,,,,,,
reference_validation,2026-06-22,2026-06-22 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,65199.0,64014.9,1184.0999999999985,,,NO_FILL,,,,,,,,,,,
reference_validation,2026-06-26,2026-06-26 16:05:00+00:00,NO_H2_BY_SESSION_END,True,False,2026-06-26 16:10:00+00:00,60219.409999999996,0.85,60542.6,58388.0,2154.5999999999985,,,F85_NON_H2_FILL,,,,,,,,,59530.7,0.5303536619326084,0.3196463380673916
reference_validation,2026-07-02,2026-07-02 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.85,61990.0,60113.5,1876.5,2026-07-02 14:00:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-07-03,2026-07-03 13:45:00+00:00,H2_ARRIVAL,False,False,,,0.85,62149.3,61480.7,668.6000000000058,2026-07-03 13:50:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-07-09,2026-07-09 13:55:00+00:00,H2_ARRIVAL,False,False,,,0.85,63083.9,62428.5,655.4000000000015,2026-07-09 14:00:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-07-10,2026-07-10 13:55:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.85,64587.9,63949.1,638.8000000000029,,2026-07-10 14:55:00+00:00,NO_FILL,,,,,,,,,,,
reference_validation,2026-07-15,2026-07-15 15:55:00+00:00,NO_H2_BY_SESSION_END,True,False,2026-07-15 16:00:00+00:00,65397.125,0.85,65550.5,64528.0,1022.5,,,F85_NON_H2_FILL,,,,,,,,,64708.0,0.17603911980440098,0.673960880195599
reference_validation,2026-07-16,2026-07-16 13:40:00+00:00,H2_ARRIVAL,False,False,,,0.85,64340.0,63833.0,507.0,2026-07-16 13:50:00+00:00,,NO_FILL,,,,,,,,,,,
reference_validation,2026-07-22,2026-07-22 14:10:00+00:00,H2_ARRIVAL,True,True,2026-07-22 15:20:00+00:00,66045.175,0.85,66140.5,65505.0,635.5,2026-07-22 16:30:00+00:00,,F85_H2_WINNER,65877.0,0.5853658536585366,0.2646341463414634,65877.0,0.5853658536585366,0.2646341463414634,0.5853658536585366,0.2646341463414634,,,
reference_validation,2026-07-27,2026-07-27 13:40:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,False,False,,,0.85,65412.8,64811.0,601.8000000000029,,,NO_FILL,,,,,,,,,,,
