partition,date_utc,signal_ts,entry_ts,entry_px,H,L,range,window_status,h2_bar_start,terminal_bar_start,session_end,winner,pre_h2_adverse_d,through_h2_adverse_d,non_h2_adverse_d,path_end
external,2020-11-04,2020-11-04 13:45:00+00:00,2020-11-04 14:00:00+00:00,382.38,384.29,376.65,7.640000000000043,H2_ARRIVAL,2020-11-04 16:00:00+00:00,2020-11-04 16:00:00+00:00,2020-11-04 20:00:00+00:00,True,0.48167539267015524,0.48167539267015524,,2020-11-04 16:05:00+00:00
external,2020-11-05,2020-11-05 13:45:00+00:00,2020-11-05 14:00:00+00:00,407.59,411.49,395.89,15.600000000000025,H2_ARRIVAL,2020-11-05 14:10:00+00:00,2020-11-05 14:10:00+00:00,2020-11-05 20:00:00+00:00,True,0.1596153846153813,0.1596153846153813,,2020-11-05 14:15:00+00:00
external,2020-11-20,2020-11-20 14:15:00+00:00,2020-11-20 14:45:00+00:00,506.0625,511.21,490.62,20.58999999999997,H2_ARRIVAL,2020-11-20 17:35:00+00:00,2020-11-20 17:35:00+00:00,2020-11-20 20:00:00+00:00,True,0.22158814958717854,0.22158814958717854,,2020-11-20 17:40:00+00:00
external,2020-12-30,2020-12-30 16:05:00+00:00,2020-12-30 16:25:00+00:00,733.225,738.46,717.52,20.94000000000005,H2_ARRIVAL,2020-12-30 17:35:00+00:00,2020-12-30 17:35:00+00:00,2020-12-30 20:00:00+00:00,True,0.0904966571155672,0.0904966571155672,,2020-12-30 17:40:00+00:00
external,2021-01-18,2021-01-18 14:15:00+00:00,2021-01-18 14:30:00+00:00,1246.0625,1257.76,1210.97,46.78999999999997,NO_H2_BY_SESSION_END,,,2021-01-18 20:00:00+00:00,False,,,0.6995618721949154,2021-01-18 20:00:00+00:00
external,2021-01-29,2021-01-29 14:05:00+00:00,2021-01-29 14:30:00+00:00,1401.7075,1436.97,1295.92,141.04999999999995,NO_H2_BY_SESSION_END,,,2021-01-29 20:00:00+00:00,False,,,0.6200460829493089,2021-01-29 20:00:00+00:00
external,2021-02-03,2021-02-03 13:35:00+00:00,2021-02-03 13:45:00+00:00,1556.06,1569.58,1515.5,54.07999999999993,H2_ARRIVAL,2021-02-03 15:15:00+00:00,2021-02-03 15:15:00+00:00,2021-02-03 20:00:00+00:00,True,0.28938609467455406,0.28938609467455406,,2021-02-03 15:20:00+00:00
external,2021-03-05,2021-03-05 13:35:00+00:00,2021-03-05 13:40:00+00:00,1483.7424999999998,1497.8,1441.57,56.23000000000002,H2_ARRIVAL,2021-03-05 14:00:00+00:00,2021-03-05 14:00:00+00:00,2021-03-05 20:00:00+00:00,True,0.13289169482482396,0.13289169482482396,,2021-03-05 14:05:00+00:00
external,2021-03-09,2021-03-09 13:50:00+00:00,2021-03-09 14:10:00+00:00,1832.95,1843.6,1801.0,42.59999999999991,H2_ARRIVAL,2021-03-09 16:00:00+00:00,2021-03-09 16:00:00+00:00,2021-03-09 20:00:00+00:00,True,0.4178403755868543,0.4178403755868543,,2021-03-09 16:05:00+00:00
external,2021-03-19,2021-03-19 16:05:00+00:00,2021-03-19 16:10:00+00:00,1819.065,1830.0,1786.26,43.74000000000001,H2_ARRIVAL,2021-03-19 16:15:00+00:00,2021-03-19 16:15:00+00:00,2021-03-19 20:00:00+00:00,True,0.06481481481481563,0.06481481481481563,,2021-03-19 16:20:00+00:00
external,2021-04-08,2021-04-08 13:40:00+00:00,2021-04-08 13:45:00+00:00,2025.735,2039.1,1985.64,53.45999999999981,H2_ARRIVAL,2021-04-08 14:10:00+00:00,2021-04-08 14:10:00+00:00,2021-04-08 20:00:00+00:00,True,0.029274223718665036,0.029274223718665036,,2021-04-08 14:15:00+00:00
external,2021-04-26,2021-04-26 16:05:00+00:00,2021-04-26 17:00:00+00:00,2501.3725,2527.36,2423.41,103.95000000000029,H2_ARRIVAL,2021-04-26 17:20:00+00:00,2021-04-26 17:20:00+00:00,2021-04-26 20:00:00+00:00,True,0.1701058201058186,0.1701058201058186,,2021-04-26 17:25:00+00:00
external,2021-05-04,2021-05-04 13:35:00+00:00,2021-05-04 13:50:00+00:00,3460.7925,3521.39,3279.0,242.38999999999987,OPPOSITE_BREAK_BEFORE_H2,,2021-05-04 15:20:00+00:00,2021-05-04 20:00:00+00:00,False,,,0.9012851190230629,2021-05-04 15:25:00+00:00
external,2021-05-24,2021-05-24 14:30:00+00:00,2021-05-24 14:35:00+00:00,2406.6400000000003,2468.09,2222.29,245.80000000000015,H2_ARRIVAL,2021-05-24 15:20:00+00:00,2021-05-24 15:20:00+00:00,2021-05-24 20:00:00+00:00,True,0.07949552481692598,0.07949552481692598,,2021-05-24 15:25:00+00:00
external,2021-05-27,2021-05-27 14:30:00+00:00,2021-05-27 15:15:00+00:00,2821.5275,2867.37,2684.0,183.3699999999999,NO_H2_BY_SESSION_END,,,2021-05-27 20:00:00+00:00,False,,,0.47089218519932574,2021-05-27 20:00:00+00:00
external,2021-06-02,2021-06-02 13:35:00+00:00,2021-06-02 14:00:00+00:00,2727.33,2749.44,2661.0,88.44000000000005,H2_ARRIVAL,2021-06-02 14:30:00+00:00,2021-06-02 14:30:00+00:00,2021-06-02 20:00:00+00:00,True,0.07643600180913342,0.07643600180913342,,2021-06-02 14:35:00+00:00
external,2021-07-16,2021-07-16 13:35:00+00:00,2021-07-16 13:45:00+00:00,1896.715,1913.62,1846.0,67.61999999999989,H2_ARRIVAL,2021-07-16 14:40:00+00:00,2021-07-16 14:40:00+00:00,2021-07-16 20:00:00+00:00,True,0.06677018633540195,0.06677018633540195,,2021-07-16 14:45:00+00:00
external,2021-07-20,2021-07-20 14:10:00+00:00,2021-07-20 14:15:00+00:00,1751.2725,1763.03,1716.0,47.02999999999997,H2_ARRIVAL,2021-07-20 14:25:00+00:00,2021-07-20 14:25:00+00:00,2021-07-20 20:00:00+00:00,True,0.324739527960877,0.324739527960877,,2021-07-20 14:30:00+00:00
external,2021-07-27,2021-07-27 13:40:00+00:00,2021-07-27 14:00:00+00:00,2286.02,2317.36,2192.0,125.36000000000011,NO_H2_BY_SESSION_END,,,2021-07-27 20:00:00+00:00,False,,,0.6858647096362471,2021-07-27 20:00:00+00:00
external,2021-07-29,2021-07-29 15:15:00+00:00,2021-07-29 15:30:00+00:00,2316.135,2328.0,2280.54,47.46000000000004,H2_ARRIVAL,2021-07-29 16:00:00+00:00,2021-07-29 16:00:00+00:00,2021-07-29 20:00:00+00:00,True,0.06605562579014361,0.06605562579014361,,2021-07-29 16:05:00+00:00
external,2021-09-01,2021-09-01 14:35:00+00:00,2021-09-01 15:15:00+00:00,3551.5025,3564.0,3514.01,49.98999999999978,H2_ARRIVAL,2021-09-01 15:40:00+00:00,2021-09-01 15:40:00+00:00,2021-09-01 20:00:00+00:00,True,0.19308861772354846,0.19308861772354846,,2021-09-01 15:45:00+00:00
external,2021-09-02,2021-09-02 13:50:00+00:00,2021-09-02 14:00:00+00:00,3782.5075,3800.0,3730.03,69.9699999999998,H2_ARRIVAL,2021-09-02 14:05:00+00:00,2021-09-02 14:05:00+00:00,2021-09-02 20:00:00+00:00,True,0.20719594111762166,0.20719594111762166,,2021-09-02 14:10:00+00:00
external,2021-09-15,2021-09-15 14:15:00+00:00,2021-09-15 14:20:00+00:00,3428.6125,3445.0,3379.45,65.55000000000018,H2_ARRIVAL,2021-09-15 15:00:00+00:00,2021-09-15 15:00:00+00:00,2021-09-15 20:00:00+00:00,True,0.16693363844393713,0.16693363844393713,,2021-09-15 15:05:00+00:00
external,2021-10-25,2021-10-25 14:05:00+00:00,2021-10-25 14:10:00+00:00,4152.1425,4166.19,4110.0,56.1899999999996,H2_ARRIVAL,2021-10-25 15:40:00+00:00,2021-10-25 15:40:00+00:00,2021-10-25 20:00:00+00:00,True,0.26503826303612804,0.26503826303612804,,2021-10-25 15:45:00+00:00
external,2021-10-28,2021-10-28 13:35:00+00:00,2021-10-28 15:50:00+00:00,4152.3875,4199.32,4011.59,187.7299999999996,H2_ARRIVAL,2021-10-28 17:00:00+00:00,2021-10-28 17:00:00+00:00,2021-10-28 20:00:00+00:00,True,0.0073909337878859055,0.0073909337878859055,,2021-10-28 17:05:00+00:00
external,2021-11-16,2021-11-16 14:50:00+00:00,2021-11-16 15:55:00+00:00,4278.0,4345.0,4077.0,268.0,NO_H2_BY_SESSION_END,,,2021-11-16 20:00:00+00:00,False,,,0.17488805970149213,2021-11-16 20:00:00+00:00
external,2021-12-16,2021-12-16 13:55:00+00:00,2021-12-16 14:00:00+00:00,4064.4525,4083.9,4006.11,77.78999999999996,H2_ARRIVAL,2021-12-16 14:35:00+00:00,2021-12-16 14:35:00+00:00,2021-12-16 20:00:00+00:00,True,0.2276963620002584,0.2276963620002584,,2021-12-16 14:40:00+00:00
external,2021-12-23,2021-12-23 16:10:00+00:00,2021-12-23 16:30:00+00:00,3945.57,3964.47,3888.87,75.59999999999991,H2_ARRIVAL,2021-12-23 16:40:00+00:00,2021-12-23 16:40:00+00:00,2021-12-23 20:00:00+00:00,True,0.020767195767197957,0.020767195767197957,,2021-12-23 16:45:00+00:00
reference_validation,2025-01-01,2025-01-01 14:05:00+00:00,2025-01-01 14:15:00+00:00,3342.74,3352.78,3312.62,40.16000000000031,H2_ARRIVAL,2025-01-01 15:45:00+00:00,2025-01-01 15:45:00+00:00,2025-01-01 20:00:00+00:00,True,0.3919322709163262,0.3919322709163262,,2025-01-01 15:50:00+00:00
reference_validation,2025-02-04,2025-02-04 13:35:00+00:00,2025-02-04 13:55:00+00:00,2793.345,2832.7,2675.28,157.41999999999962,H2_ARRIVAL,2025-02-04 14:30:00+00:00,2025-02-04 14:30:00+00:00,2025-02-04 20:00:00+00:00,True,0.12326896201244945,0.12326896201244945,,2025-02-04 14:35:00+00:00
reference_validation,2025-02-20,2025-02-20 13:35:00+00:00,2025-02-20 13:45:00+00:00,2740.43,2746.0,2723.72,22.2800000000002,H2_ARRIVAL,2025-02-20 14:00:00+00:00,2025-02-20 14:00:00+00:00,2025-02-20 20:00:00+00:00,True,0.0942549371633703,0.0942549371633703,,2025-02-20 14:05:00+00:00
reference_validation,2025-02-21,2025-02-21 13:45:00+00:00,2025-02-21 14:10:00+00:00,2819.45,2843.75,2746.55,97.19999999999982,OPPOSITE_BREAK_BEFORE_H2,,2025-02-21 15:35:00+00:00,2025-02-21 20:00:00+00:00,False,,,0.9921810699588455,2025-02-21 15:40:00+00:00
reference_validation,2025-03-03,2025-03-03 13:45:00+00:00,2025-03-03 13:50:00+00:00,2370.4925,2386.99,2321.0,65.98999999999978,OPPOSITE_BREAK_BEFORE_H2,,2025-03-03 14:50:00+00:00,2025-03-03 20:00:00+00:00,False,,,1.0680784967419283,2025-03-03 14:55:00+00:00
reference_validation,2025-04-24,2025-04-24 13:35:00+00:00,2025-04-24 13:40:00+00:00,1750.215,1759.88,1721.22,38.66000000000008,H2_ARRIVAL,2025-04-24 14:00:00+00:00,2025-04-24 14:00:00+00:00,2025-04-24 20:00:00+00:00,True,0.18352302121055386,0.18352302121055386,,2025-04-24 14:05:00+00:00
reference_validation,2025-05-08,2025-05-08 13:40:00+00:00,2025-05-08 13:45:00+00:00,1963.67,1976.56,1925.0,51.559999999999945,H2_ARRIVAL,2025-05-08 13:55:00+00:00,2025-05-08 13:55:00+00:00,2025-05-08 20:00:00+00:00,True,0.035880527540731934,0.035880527540731934,,2025-05-08 14:00:00+00:00
reference_validation,2025-05-21,2025-05-21 14:25:00+00:00,2025-05-21 14:30:00+00:00,2549.4125,2561.48,2513.21,48.26999999999998,H2_ARRIVAL,2025-05-21 14:50:00+00:00,2025-05-21 14:50:00+00:00,2025-05-21 20:00:00+00:00,True,0.3918065050756146,0.3918065050756146,,2025-05-21 14:55:00+00:00
reference_validation,2025-07-18,2025-07-18 13:50:00+00:00,2025-07-18 14:00:00+00:00,3637.2425,3654.99,3584.0,70.98999999999978,H2_ARRIVAL,2025-07-18 14:05:00+00:00,2025-07-18 14:05:00+00:00,2025-07-18 20:00:00+00:00,True,0.032715875475415844,0.06736864347090879,,2025-07-18 14:10:00+00:00
reference_validation,2025-07-30,2025-07-30 14:55:00+00:00,2025-07-30 15:05:00+00:00,3803.695,3824.26,3742.0,82.26000000000022,OPPOSITE_BREAK_BEFORE_H2,,2025-07-30 18:55:00+00:00,2025-07-30 20:00:00+00:00,False,,,0.8417821541453946,2025-07-30 19:00:00+00:00
reference_validation,2025-08-12,2025-08-12 13:35:00+00:00,2025-08-12 13:40:00+00:00,4385.182500000001,4428.39,4255.56,172.82999999999993,H2_ARRIVAL,2025-08-12 15:00:00+00:00,2025-08-12 15:00:00+00:00,2025-08-12 20:00:00+00:00,True,0.2006162124631175,0.2006162124631175,,2025-08-12 15:05:00+00:00
reference_validation,2025-08-18,2025-08-18 13:40:00+00:00,2025-08-18 13:45:00+00:00,4331.2075,4366.91,4224.1,142.8099999999995,H2_ARRIVAL,2025-08-18 17:30:00+00:00,2025-08-18 17:30:00+00:00,2025-08-18 20:00:00+00:00,True,0.4183705622855585,0.4183705622855585,,2025-08-18 17:35:00+00:00
reference_validation,2025-08-19,2025-08-19 13:35:00+00:00,2025-08-19 13:40:00+00:00,4290.860000000001,4315.71,4216.31,99.39999999999964,OPPOSITE_BREAK_BEFORE_H2,,2025-08-19 14:25:00+00:00,2025-08-19 20:00:00+00:00,False,,,0.858148893360166,2025-08-19 14:30:00+00:00
reference_validation,2025-09-22,2025-09-22 14:25:00+00:00,2025-09-22 14:40:00+00:00,4195.1875,4215.25,4135.0,80.25,OPPOSITE_BREAK_BEFORE_H2,,2025-09-22 19:55:00+00:00,2025-09-22 20:00:00+00:00,False,,,0.9473831775700953,2025-09-22 20:00:00+00:00
reference_validation,2025-10-02,2025-10-02 14:05:00+00:00,2025-10-02 14:15:00+00:00,4404.305,4416.96,4366.34,50.61999999999989,H2_ARRIVAL,2025-10-02 14:25:00+00:00,2025-10-02 14:25:00+00:00,2025-10-02 20:00:00+00:00,True,0.223725800079035,0.223725800079035,,2025-10-02 14:30:00+00:00
reference_validation,2025-10-03,2025-10-03 13:35:00+00:00,2025-10-03 13:40:00+00:00,4476.31,4493.08,4426.0,67.07999999999993,H2_ARRIVAL,2025-10-03 15:20:00+00:00,2025-10-03 15:20:00+00:00,2025-10-03 20:00:00+00:00,True,0.6361061419200972,0.6361061419200972,,2025-10-03 15:25:00+00:00
reference_validation,2025-10-14,2025-10-14 14:20:00+00:00,2025-10-14 14:25:00+00:00,3981.3375,4013.42,3885.09,128.32999999999993,H2_ARRIVAL,2025-10-14 15:40:00+00:00,2025-10-14 15:40:00+00:00,2025-10-14 20:00:00+00:00,True,0.2582989168549837,0.2582989168549837,,2025-10-14 15:45:00+00:00
reference_validation,2025-11-03,2025-11-03 14:10:00+00:00,2025-11-03 14:25:00+00:00,3717.5175,3739.98,3650.13,89.84999999999991,OPPOSITE_BREAK_BEFORE_H2,,2025-11-03 15:25:00+00:00,2025-11-03 20:00:00+00:00,False,,,1.0559543683917658,2025-11-03 15:30:00+00:00
reference_validation,2025-11-14,2025-11-14 14:50:00+00:00,2025-11-14 15:00:00+00:00,3180.3500000000004,3217.8,3068.0,149.80000000000018,H2_ARRIVAL,2025-11-14 15:45:00+00:00,2025-11-14 15:45:00+00:00,2025-11-14 20:00:00+00:00,True,0.14546061415220554,0.14546061415220554,,2025-11-14 15:50:00+00:00
reference_validation,2025-11-21,2025-11-21 13:50:00+00:00,2025-11-21 14:15:00+00:00,2725.6525,2760.87,2620.0,140.8699999999999,H2_ARRIVAL,2025-11-21 14:30:00+00:00,2025-11-21 14:30:00+00:00,2025-11-21 20:00:00+00:00,True,0.0608539788457459,0.0608539788457459,,2025-11-21 14:35:00+00:00
reference_validation,2025-11-24,2025-11-24 14:40:00+00:00,2025-11-24 14:55:00+00:00,2827.9425,2841.92,2786.01,55.909999999999854,H2_ARRIVAL,2025-11-24 15:30:00+00:00,2025-11-24 15:30:00+00:00,2025-11-24 20:00:00+00:00,True,0.4082006796637503,0.4082006796637503,,2025-11-24 15:35:00+00:00
reference_validation,2025-12-30,2025-12-30 14:55:00+00:00,2025-12-30 15:50:00+00:00,2989.4525,3003.0,2948.81,54.190000000000055,NO_H2_BY_SESSION_END,,,2025-12-30 20:00:00+00:00,False,,,0.8891400627422005,2025-12-30 20:00:00+00:00
reference_validation,2026-02-02,2026-02-02 13:55:00+00:00,2026-02-02 14:10:00+00:00,2302.89,2328.0,2227.56,100.44000000000004,H2_ARRIVAL,2026-02-02 14:30:00+00:00,2026-02-02 14:30:00+00:00,2026-02-02 20:00:00+00:00,True,0.06879729191557,0.06879729191557,,2026-02-02 14:35:00+00:00
reference_validation,2026-02-11,2026-02-11 13:35:00+00:00,2026-02-11 13:40:00+00:00,1957.645,1966.73,1930.39,36.33999999999992,H2_ARRIVAL,2026-02-11 14:00:00+00:00,2026-02-11 14:00:00+00:00,2026-02-11 20:00:00+00:00,True,0.33503026967528843,0.33503026967528843,,2026-02-11 14:05:00+00:00
reference_validation,2026-03-12,2026-03-12 13:40:00+00:00,2026-03-12 13:45:00+00:00,2065.925,2075.65,2036.75,38.90000000000009,H2_ARRIVAL,2026-03-12 14:00:00+00:00,2026-03-12 14:00:00+00:00,2026-03-12 20:00:00+00:00,True,0.3003856041131201,0.3003856041131201,,2026-03-12 14:05:00+00:00
reference_validation,2026-03-13,2026-03-13 14:30:00+00:00,2026-03-13 14:40:00+00:00,2176.7075,2205.58,2090.09,115.48999999999978,NO_H2_BY_SESSION_END,,,2026-03-13 20:00:00+00:00,False,,,0.7642869512511914,2026-03-13 20:00:00+00:00
reference_validation,2026-03-16,2026-03-16 13:45:00+00:00,2026-03-16 13:50:00+00:00,2285.4925,2302.99,2233.0,69.98999999999978,H2_ARRIVAL,2026-03-16 14:10:00+00:00,2026-03-16 14:10:00+00:00,2026-03-16 20:00:00+00:00,True,0.14019859979997187,0.14019859979997187,,2026-03-16 14:15:00+00:00
reference_validation,2026-04-22,2026-04-22 13:35:00+00:00,2026-04-22 13:40:00+00:00,2406.78,2414.99,2382.15,32.83999999999969,H2_ARRIVAL,2026-04-22 13:45:00+00:00,2026-04-22 13:45:00+00:00,2026-04-22 20:00:00+00:00,True,0.00730816077954442,0.00730816077954442,,2026-04-22 13:50:00+00:00
reference_validation,2026-05-01,2026-05-01 13:35:00+00:00,2026-05-01 13:45:00+00:00,2304.93,2314.68,2275.68,39.0,H2_ARRIVAL,2026-05-01 13:50:00+00:00,2026-05-01 13:50:00+00:00,2026-05-01 20:00:00+00:00,True,0.007948717948716549,0.007948717948716549,,2026-05-01 13:55:00+00:00
reference_validation,2026-07-03,2026-07-03 13:45:00+00:00,2026-07-03 14:00:00+00:00,1740.2275,1748.67,1714.9,33.76999999999998,H2_ARRIVAL,2026-07-03 19:30:00+00:00,2026-07-03 19:30:00+00:00,2026-07-03 20:00:00+00:00,True,0.39613562333432223,0.39613562333432223,,2026-07-03 19:35:00+00:00
reference_validation,2026-07-10,2026-07-10 13:55:00+00:00,2026-07-10 14:00:00+00:00,1798.03,1806.82,1771.66,35.159999999999854,NO_H2_BY_SESSION_END,,,2026-07-10 20:00:00+00:00,False,,,0.6598407281001177,2026-07-10 20:00:00+00:00
