hour_wib,window_wib,verdict,old_passers,final_passers,rescued_passers,dropped_old_passers,role,character_rule,lookback_min,hold_min,trades,win_rate,net_pnl,expectancy,pf,max_dd,dd_net_ratio,max_loss_streak,supportive_anchors,evaluable_anchors,min_year_exp,fail_reasons
0,00:00-01:00,PASS,0,2,2,0,SELECTED_FINAL_PASSER,EFF_LOW__RANGE_HIGH,30,720,214,0.602803738317757,1090.716014502041,5.096803806084304,1.962939698453636,137.00416140201014,0.1256093791421578,7,3,4,4.062358948399927,PASS
1,01:00-02:00,PASS,0,1,1,0,SELECTED_FINAL_PASSER,RV_HIGH__RANGE_MID,120,720,231,0.6363636363636364,1320.3681523310142,5.715879447320408,2.266996131131177,153.8974862974312,0.11655649678139868,6,4,4,5.309932635543584,PASS
2,02:00-03:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,DRIVE_UP__STR_B80_100,360,960,314,0.6050955414012739,1900.5503293731545,6.052708055328517,2.366958172004046,313.81163341225044,0.16511619216932436,10,4,4,4.063641289615759,DD/net>15%;LS>8
3,03:00-04:00,PASS,0,1,1,0,SELECTED_FINAL_PASSER,DRIVE_UP__STR_B80_100,360,960,308,0.6428571428571429,1917.7205099228756,6.226365291957388,2.4343568168148595,196.88114279550743,0.10266414828270536,8,4,4,1.6716195345086873,PASS
4,04:00-05:00,PASS,0,1,1,0,SELECTED_FINAL_PASSER,DRIVE_UP__RV_HIGH,360,960,454,0.6057268722466961,2708.485330048637,5.965826718168803,2.163568776103216,280.1757540359797,0.10344370372903165,8,3,4,1.7580495798551572,PASS
5,05:00-06:00,PASS,2,2,0,0,SELECTED_FINAL_PASSER,EFF_LOW__EXT_MID,240,360,285,0.5929824561403508,717.1841905539292,2.516435756329576,1.940084710942953,93.84709976308136,0.13085494772353667,5,4,4,1.7824287421982117,PASS
6,06:00-07:00,PASS,3,1,0,2,SELECTED_FINAL_PASSER,DRIVE_DOWN__STR_B80_100,15,120,306,0.6013071895424836,640.6655429314783,2.093678244874112,1.911371372496968,90.20861902310725,0.14080454305430848,6,4,4,0.7943071019140074,PASS
7,07:00-08:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,RV_MID__RANGE_LOW,240,720,219,0.6666666666666666,834.3004077643075,3.8095909030333672,1.900596414010269,145.99219294134537,0.17498756033520796,7,4,4,2.0368423113426237,DD/net>15%
8,08:00-09:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,RV_MID__RANGE_LOW,240,720,209,0.6076555023923444,877.5577085324649,4.19884071068165,1.921460091519672,245.05736936854845,0.2792492926514845,12,3,4,1.1032301592720717,DD/net>15%;LS>8
9,09:00-10:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,EFF_LOW__RANGE_HIGH,30,720,220,0.5590909090909091,1225.232849561013,5.569240225277332,1.845234751616776,251.95154672610056,0.20563564453595246,6,3,4,3.5987700848412096,era_gate;DD/net>15%
10,10:00-11:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,EFF_LOW__EXT_HIGH,120,720,183,0.4808743169398907,507.64745269481386,2.774029796146524,1.4866291448458022,106.12953680799576,0.20906149778672964,7,1,4,2.4202629815961005,anchor_gate;era_gate;WR<=55%;DD/net>15%
11,11:00-12:00,FAIL,2,0,0,2,BEST_FINAL_NEAR_MISS,EFF_LOW__RANGE_HIGH,360,240,201,0.6218905472636815,580.7516170739055,2.8893115277308734,1.8611712322349705,118.36611857949214,0.2038153921565905,7,4,4,1.7086068382177972,DD/net>15%
12,12:00-13:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,EFF_MID__RV_HIGH,360,360,310,0.5709677419354838,561.0973825784602,1.8099915567047105,1.438074509264139,183.84366506961496,0.3276501918878716,13,3,4,1.5727264832063217,DD/net>15%;LS>8
13,13:00-14:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,EFF_LOW__RANGE_HIGH,30,960,222,0.5765765765765766,1092.1796324364768,4.919728074038184,1.642169846238671,231.0909744567336,0.21158696572761282,5,3,4,4.06080622183656,DD/net>15%
14,14:00-15:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,RV_HIGH__RANGE_MID,360,960,180,0.5888888888888889,643.4131881800859,3.574517712111588,1.5274699489271868,250.23482711405683,0.3889177774267478,9,3,4,3.354895655982376,DD/net>15%;LS>8
15,15:00-16:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,RV_LOW__RANGE_HIGH,240,960,25,0.56,144.25675386989116,5.770270154795647,2.8759265861442933,33.24767873723302,0.2304757167017632,5,0,0,3.776517737215918,anchor_gate;era_gate;trades<160;DD/net>15%
16,16:00-17:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,RV_LOW__RANGE_HIGH,240,960,24,0.7083333333333334,315.2772641734406,13.136552673893355,7.83320151155778,25.163013734906883,0.07981233217332216,3,0,0,6.422312070514585,anchor_gate;era_gate;trades<160
17,17:00-18:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,EFF_HIGH__EXT_LOW,30,960,80,0.525,338.207163337537,4.227589541719213,1.7063448805081325,87.33039565088941,0.25821568883723517,7,0,0,3.673032261835596,anchor_gate;era_gate;trades<160;WR<=55%;DD/net>15%
18,18:00-19:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,RV_HIGH__RANGE_LOW,240,960,15,0.5333333333333333,139.1876859865283,9.27917906576855,2.851146647029075,34.29168192669631,0.24637008427609997,3,0,0,6.775143155570112,anchor_gate;era_gate;trades<160;WR<=55%;DD/net>15%
19,19:00-20:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,EFF_LOW__RANGE_HIGH,360,960,156,0.5512820512820513,1123.6044058781135,7.202592345372523,1.9597736219264743,255.23522303187468,0.22715754913083006,9,1,2,3.678787250400752,anchor_gate;era_gate;trades<160;DD/net>15%;LS>8
20,20:00-21:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,EFF_MID__RV_HIGH,120,720,322,0.515527950310559,871.6172519754349,2.706885875700108,1.3535515063255843,345.1367539406116,0.39597283458810967,13,2,4,2.5208433770804928,anchor_gate;era_gate;WR<=55%;DD/net>15%;LS>8
21,21:00-22:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,DRIVE_UP__RV_HIGH,240,960,510,0.5333333333333333,2346.0077024691527,4.600015102880692,1.590983700010888,388.56880264021606,0.1656298068549608,11,1,4,2.972064598348248,anchor_gate;era_gate;WR<=55%;DD/net>15%;LS>8
22,22:00-23:00,PASS,1,1,0,0,SELECTED_FINAL_PASSER,EFF_HIGH__RANGE_LOW,240,960,171,0.6081871345029239,1002.9349212869736,5.865116498754231,2.402657365857495,119.05058021829312,0.11870219860878563,7,3,3,4.1370941838131206,PASS
23,23:00-00:00,FAIL,0,0,0,0,BEST_FINAL_NEAR_MISS,DRIVE_UP__STR_B60_80,30,960,252,0.5873015873015873,903.664942934196,3.5859719957706195,1.60597485284812,177.8047975527179,0.19675964962786596,6,4,4,2.326043816996258,DD/net>15%
