qualified,reason,symbol,clock,side,partition,reference_start,execution_start,H,L,R,k1_start,k1_signal,leave,leave_start,leave_ts,terminal,terminal_start,minutes_leave_to_h2
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,external,2021-12-30 23:30:00+00:00,2021-12-31 05:00:00+00:00,47448.99,46803.81,645.1800000000003,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,external,2021-12-30 20:00:00+00:00,2021-12-31 01:30:00+00:00,47650.0,46700.0,950.0,,,,,,,,
False,NO_K1,BTCUSDT,ALT_0330,LONG,external,2021-12-31 03:30:00+00:00,2021-12-31 09:00:00+00:00,48575.0,46828.7,1746.300000000003,,,,,,,,
False,NO_K1,BTCUSDT,RAW_0530,LONG,external,2021-12-31 05:30:00+00:00,2021-12-31 11:00:00+00:00,48575.0,46828.7,1746.300000000003,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,external,2021-12-31 08:00:00+00:00,2021-12-31 13:30:00+00:00,48575.0,47051.42,1523.5800000000017,,,,,,,,
False,NO_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-02 23:30:00+00:00,2022-01-03 05:00:00+00:00,47469.46,46717.26,752.1999999999971,,,,,,,,
True,,BTCUSDT,SHORT_2000,SHORT,development,2022-01-02 20:00:00+00:00,2022-01-03 01:30:00+00:00,47469.46,46815.75,653.7099999999991,2022-01-03 03:35:00+00:00,2022-01-03 03:40:00+00:00,False,,,BREAK_DURING_K1,,
True,,BTCUSDT,ALT_0330,LONG,development,2022-01-03 03:30:00+00:00,2022-01-03 09:00:00+00:00,47217.37,46717.26,500.1100000000006,2022-01-03 10:10:00+00:00,2022-01-03 10:15:00+00:00,True,2022-01-03 10:15:00+00:00,2022-01-03 10:20:00+00:00,H2_ARRIVAL,2022-01-03 10:45:00+00:00,30.0
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-03 05:30:00+00:00,2022-01-03 11:00:00+00:00,47249.78,46777.0,472.77999999999884,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-03 08:00:00+00:00,2022-01-03 13:30:00+00:00,47575.22,46777.0,798.2200000000012,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-03 23:30:00+00:00,2022-01-04 05:00:00+00:00,46579.28,45931.61,647.6699999999983,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-03 20:00:00+00:00,2022-01-04 01:30:00+00:00,46579.28,45665.4,913.8799999999974,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-04 03:30:00+00:00,2022-01-04 09:00:00+00:00,46690.0,46020.5,669.5,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-04 05:30:00+00:00,2022-01-04 11:00:00+00:00,46750.0,46022.1,727.9000000000015,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-04 08:00:00+00:00,2022-01-04 13:30:00+00:00,46907.46,46270.54,636.9199999999983,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-04 23:30:00+00:00,2022-01-05 05:00:00+00:00,46580.0,45710.23,869.7699999999968,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-04 20:00:00+00:00,2022-01-05 01:30:00+00:00,46430.38,45710.23,720.1499999999942,,,,,,,,
True,,BTCUSDT,ALT_0330,LONG,development,2022-01-05 03:30:00+00:00,2022-01-05 09:00:00+00:00,46677.0,46243.1,433.90000000000146,2022-01-05 09:00:00+00:00,2022-01-05 09:05:00+00:00,True,2022-01-05 09:05:00+00:00,2022-01-05 09:10:00+00:00,H2_ARRIVAL,2022-01-05 09:15:00+00:00,10.0
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-05 05:30:00+00:00,2022-01-05 11:00:00+00:00,47075.29,46243.1,832.1900000000023,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-05 08:00:00+00:00,2022-01-05 13:30:00+00:00,47075.29,45900.0,1175.2900000000009,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-05 23:30:00+00:00,2022-01-06 05:00:00+00:00,43766.0,42566.73,1199.2699999999968,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-05 20:00:00+00:00,2022-01-06 01:30:00+00:00,44835.0,42270.0,2565.0,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-06 03:30:00+00:00,2022-01-06 09:00:00+00:00,43258.82,42566.73,692.0899999999965,,,,,,,,
False,NO_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-06 05:30:00+00:00,2022-01-06 11:00:00+00:00,43258.82,42385.83,872.989999999998,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-06 08:00:00+00:00,2022-01-06 13:30:00+00:00,43253.23,42385.83,867.4000000000015,,,,,,,,
False,NO_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-06 23:30:00+00:00,2022-01-07 05:00:00+00:00,43222.3,40900.0,2322.300000000003,,,,,,,,
True,,BTCUSDT,SHORT_2000,SHORT,development,2022-01-06 20:00:00+00:00,2022-01-07 01:30:00+00:00,43564.78,42712.41,852.3699999999953,2022-01-07 03:05:00+00:00,2022-01-07 03:10:00+00:00,True,2022-01-07 03:10:00+00:00,2022-01-07 03:15:00+00:00,H2_ARRIVAL,2022-01-07 03:20:00+00:00,10.0
False,NO_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-07 03:30:00+00:00,2022-01-07 09:00:00+00:00,42960.0,40900.0,2060.0,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-07 05:30:00+00:00,2022-01-07 11:00:00+00:00,42960.0,41216.26,1743.739999999998,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-07 08:00:00+00:00,2022-01-07 13:30:00+00:00,42960.0,41601.96,1358.0400000000009,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-09 23:30:00+00:00,2022-01-10 05:00:00+00:00,42219.84,41572.0,647.8399999999965,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-09 20:00:00+00:00,2022-01-10 01:30:00+00:00,42773.85,41572.0,1201.8499999999985,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-10 03:30:00+00:00,2022-01-10 09:00:00+00:00,42219.84,41700.42,519.4199999999983,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-10 05:30:00+00:00,2022-01-10 11:00:00+00:00,42134.75,41700.0,434.75,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-10 08:00:00+00:00,2022-01-10 13:30:00+00:00,42098.52,40726.16,1372.3599999999933,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-10 23:30:00+00:00,2022-01-11 05:00:00+00:00,42369.99,41537.0,832.989999999998,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-10 20:00:00+00:00,2022-01-11 01:30:00+00:00,41990.0,41144.14,845.8600000000006,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-11 03:30:00+00:00,2022-01-11 09:00:00+00:00,42698.34,41890.24,808.0999999999985,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-11 05:30:00+00:00,2022-01-11 11:00:00+00:00,42698.34,41561.25,1137.0899999999965,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-11 08:00:00+00:00,2022-01-11 13:30:00+00:00,42698.34,41561.25,1137.0899999999965,,,,,,,,
True,,BTCUSDT,RAW_2330,LONG,development,2022-01-11 23:30:00+00:00,2022-01-12 05:00:00+00:00,42949.97,42415.0,534.9700000000012,2022-01-12 10:05:00+00:00,2022-01-12 10:10:00+00:00,False,,,BREAK_DURING_K1,,
True,,BTCUSDT,SHORT_2000,SHORT,development,2022-01-11 20:00:00+00:00,2022-01-12 01:30:00+00:00,43080.52,42532.45,548.0699999999997,2022-01-12 02:40:00+00:00,2022-01-12 02:45:00+00:00,False,,,BREAK_DURING_K1,,
True,,BTCUSDT,ALT_0330,LONG,development,2022-01-12 03:30:00+00:00,2022-01-12 09:00:00+00:00,42864.0,42450.0,414.0,2022-01-12 09:25:00+00:00,2022-01-12 09:30:00+00:00,True,2022-01-12 09:30:00+00:00,2022-01-12 09:35:00+00:00,H2_ARRIVAL,2022-01-12 10:05:00+00:00,35.0
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-12 05:30:00+00:00,2022-01-12 11:00:00+00:00,42979.89,42450.0,529.8899999999994,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-12 08:00:00+00:00,2022-01-12 13:30:00+00:00,43444.0,42487.74,956.260000000002,,,,,,,,
False,NO_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-12 23:30:00+00:00,2022-01-13 05:00:00+00:00,44034.98,43419.11,615.8700000000026,,,,,,,,
True,,BTCUSDT,SHORT_2000,SHORT,development,2022-01-12 20:00:00+00:00,2022-01-13 01:30:00+00:00,44300.0,43550.39,749.6100000000006,2022-01-13 01:30:00+00:00,2022-01-13 01:35:00+00:00,False,,,BREAK_DURING_K1,,
True,,BTCUSDT,ALT_0330,LONG,development,2022-01-13 03:30:00+00:00,2022-01-13 09:00:00+00:00,43880.0,43419.11,460.8899999999994,2022-01-13 09:25:00+00:00,2022-01-13 09:30:00+00:00,False,,,BREAK_DURING_K1,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-13 05:30:00+00:00,2022-01-13 11:00:00+00:00,43998.0,43519.0,479.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-13 08:00:00+00:00,2022-01-13 13:30:00+00:00,43998.0,43466.76,531.239999999998,,,,,,,,
True,,BTCUSDT,RAW_2330,LONG,development,2022-01-13 23:30:00+00:00,2022-01-14 05:00:00+00:00,42825.52,42350.0,475.5199999999968,2022-01-14 05:50:00+00:00,2022-01-14 05:55:00+00:00,False,,,BREAK_DURING_K1,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-13 20:00:00+00:00,2022-01-14 01:30:00+00:00,42862.05,42301.16,560.8899999999994,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-14 03:30:00+00:00,2022-01-14 09:00:00+00:00,42950.7,42340.0,610.6999999999971,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-14 05:30:00+00:00,2022-01-14 11:00:00+00:00,42950.7,41860.0,1090.699999999997,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-14 08:00:00+00:00,2022-01-14 13:30:00+00:00,42687.35,41666.0,1021.3499999999985,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-16 23:30:00+00:00,2022-01-17 05:00:00+00:00,43209.33,42587.1,622.2300000000032,,,,,,,,
True,,BTCUSDT,SHORT_2000,SHORT,development,2022-01-16 20:00:00+00:00,2022-01-17 01:30:00+00:00,43250.0,42731.07,518.9300000000003,2022-01-17 03:30:00+00:00,2022-01-17 03:35:00+00:00,False,,,BREAK_DURING_K1,,
False,NO_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-17 03:30:00+00:00,2022-01-17 09:00:00+00:00,42951.92,42222.0,729.9199999999983,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-17 05:30:00+00:00,2022-01-17 11:00:00+00:00,42951.92,42470.08,481.8399999999965,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-17 08:00:00+00:00,2022-01-17 13:30:00+00:00,42887.63,42420.0,467.6299999999974,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-17 23:30:00+00:00,2022-01-18 05:00:00+00:00,42413.0,41855.0,558.0,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-17 20:00:00+00:00,2022-01-18 01:30:00+00:00,42413.0,41523.68,889.3199999999997,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-18 03:30:00+00:00,2022-01-18 09:00:00+00:00,42321.4,41618.92,702.4800000000032,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-18 05:30:00+00:00,2022-01-18 11:00:00+00:00,42321.4,41379.39,942.010000000002,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-18 08:00:00+00:00,2022-01-18 13:30:00+00:00,42040.0,41379.39,660.6100000000006,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-18 23:30:00+00:00,2022-01-19 05:00:00+00:00,42498.87,41550.0,948.8700000000026,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-18 20:00:00+00:00,2022-01-19 01:30:00+00:00,42680.0,41486.0,1194.0,,,,,,,,
True,,BTCUSDT,ALT_0330,LONG,development,2022-01-19 03:30:00+00:00,2022-01-19 09:00:00+00:00,42292.82,41115.64,1177.1800000000003,2022-01-19 13:05:00+00:00,2022-01-19 13:10:00+00:00,True,2022-01-19 13:10:00+00:00,2022-01-19 13:15:00+00:00,H2_ARRIVAL,2022-01-19 14:30:00+00:00,80.0
True,,BTCUSDT,RAW_0530,LONG,development,2022-01-19 05:30:00+00:00,2022-01-19 11:00:00+00:00,41835.97,41115.64,720.3300000000017,2022-01-19 11:05:00+00:00,2022-01-19 11:10:00+00:00,False,,,BREAK_DURING_K1,,
True,,BTCUSDT,LONDON,LONG,development,2022-01-19 08:00:00+00:00,2022-01-19 13:30:00+00:00,42338.38,41115.64,1222.739999999998,2022-01-19 14:30:00+00:00,2022-01-19 14:35:00+00:00,False,,,BREAK_DURING_K1,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-19 23:30:00+00:00,2022-01-20 05:00:00+00:00,42068.12,41625.2,442.92000000000553,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-19 20:00:00+00:00,2022-01-20 01:30:00+00:00,41986.76,41557.0,429.76000000000204,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-20 03:30:00+00:00,2022-01-20 09:00:00+00:00,42145.71,41756.64,389.0699999999997,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-20 05:30:00+00:00,2022-01-20 11:00:00+00:00,42145.71,41776.97,368.73999999999796,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-20 08:00:00+00:00,2022-01-20 13:30:00+00:00,42217.91,41803.0,414.9100000000035,,,,,,,,
False,NO_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-20 23:30:00+00:00,2022-01-21 05:00:00+00:00,41095.76,38200.0,2895.760000000002,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-20 20:00:00+00:00,2022-01-21 01:30:00+00:00,42975.3,40255.0,2720.300000000003,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-21 03:30:00+00:00,2022-01-21 09:00:00+00:00,39272.13,38200.0,1072.1299999999974,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-21 05:30:00+00:00,2022-01-21 11:00:00+00:00,39272.13,38516.24,755.8899999999994,,,,,,,,
False,NO_K1,BTCUSDT,LONDON,LONG,development,2022-01-21 08:00:00+00:00,2022-01-21 13:30:00+00:00,39272.13,37648.16,1623.969999999994,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-23 23:30:00+00:00,2022-01-24 05:00:00+00:00,36321.69,35040.0,1281.6900000000023,,,,,,,,
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-23 20:00:00+00:00,2022-01-24 01:30:00+00:00,36496.92,34687.13,1809.7900000000009,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-24 03:30:00+00:00,2022-01-24 09:00:00+00:00,35580.0,34752.47,827.5299999999988,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-24 05:30:00+00:00,2022-01-24 11:00:00+00:00,35580.0,33210.0,2370.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-24 08:00:00+00:00,2022-01-24 13:30:00+00:00,35580.0,32853.83,2726.1699999999983,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-24 23:30:00+00:00,2022-01-25 05:00:00+00:00,36763.2,35875.96,887.239999999998,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-24 20:00:00+00:00,2022-01-25 01:30:00+00:00,37528.0,35936.65,1591.3499999999985,,,,,,,,
True,,BTCUSDT,ALT_0330,LONG,development,2022-01-25 03:30:00+00:00,2022-01-25 09:00:00+00:00,36550.0,35693.0,857.0,2022-01-25 10:10:00+00:00,2022-01-25 10:15:00+00:00,True,2022-01-25 10:25:00+00:00,2022-01-25 10:30:00+00:00,H2_ARRIVAL,2022-01-25 11:05:00+00:00,40.0
True,,BTCUSDT,RAW_0530,LONG,development,2022-01-25 05:30:00+00:00,2022-01-25 11:00:00+00:00,36793.85,35693.0,1100.8499999999985,2022-01-25 14:20:00+00:00,2022-01-25 14:25:00+00:00,True,2022-01-25 14:25:00+00:00,2022-01-25 14:30:00+00:00,H2_ARRIVAL,2022-01-25 14:35:00+00:00,10.0
True,,BTCUSDT,LONDON,LONG,development,2022-01-25 08:00:00+00:00,2022-01-25 13:30:00+00:00,36793.85,35993.84,800.010000000002,2022-01-25 14:20:00+00:00,2022-01-25 14:25:00+00:00,True,2022-01-25 14:25:00+00:00,2022-01-25 14:30:00+00:00,H2_ARRIVAL,2022-01-25 14:35:00+00:00,10.0
True,,BTCUSDT,RAW_2330,LONG,development,2022-01-25 23:30:00+00:00,2022-01-26 05:00:00+00:00,37870.57,36536.0,1334.5699999999997,2022-01-26 05:00:00+00:00,2022-01-26 05:05:00+00:00,True,2022-01-26 05:05:00+00:00,2022-01-26 05:10:00+00:00,H2_ARRIVAL,2022-01-26 05:45:00+00:00,40.0
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-25 20:00:00+00:00,2022-01-26 01:30:00+00:00,37081.53,36404.17,677.3600000000006,,,,,,,,
True,,BTCUSDT,ALT_0330,LONG,development,2022-01-26 03:30:00+00:00,2022-01-26 09:00:00+00:00,37973.78,37125.0,848.7799999999988,2022-01-26 10:55:00+00:00,2022-01-26 11:00:00+00:00,True,2022-01-26 11:05:00+00:00,2022-01-26 11:10:00+00:00,H2_ARRIVAL,2022-01-26 11:30:00+00:00,25.0
True,,BTCUSDT,RAW_0530,LONG,development,2022-01-26 05:30:00+00:00,2022-01-26 11:00:00+00:00,38200.0,37125.0,1075.0,2022-01-26 11:00:00+00:00,2022-01-26 11:05:00+00:00,True,2022-01-26 11:05:00+00:00,2022-01-26 11:10:00+00:00,H2_ARRIVAL,2022-01-26 13:50:00+00:00,165.0
True,,BTCUSDT,LONDON,LONG,development,2022-01-26 08:00:00+00:00,2022-01-26 13:30:00+00:00,38239.99,37311.81,928.1800000000003,2022-01-26 13:50:00+00:00,2022-01-26 13:55:00+00:00,True,2022-01-26 13:55:00+00:00,2022-01-26 14:00:00+00:00,H2_ARRIVAL,2022-01-26 14:00:00+00:00,5.0
False,NO_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-26 23:30:00+00:00,2022-01-27 05:00:00+00:00,37067.62,35471.53,1596.0900000000038,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-26 20:00:00+00:00,2022-01-27 01:30:00+00:00,37548.79,36232.42,1316.3700000000026,,,,,,,,
True,,BTCUSDT,ALT_0330,LONG,development,2022-01-27 03:30:00+00:00,2022-01-27 09:00:00+00:00,36474.8,35471.53,1003.2700000000041,2022-01-27 09:10:00+00:00,2022-01-27 09:15:00+00:00,False,,,BREAK_DURING_K1,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-27 05:30:00+00:00,2022-01-27 11:00:00+00:00,36642.52,35788.02,854.5,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-27 08:00:00+00:00,2022-01-27 13:30:00+00:00,36800.0,35788.02,1011.9800000000032,,,,,,,,
True,,BTCUSDT,RAW_2330,LONG,development,2022-01-27 23:30:00+00:00,2022-01-28 05:00:00+00:00,37451.0,36601.16,849.8399999999965,2022-01-28 06:35:00+00:00,2022-01-28 06:40:00+00:00,True,2022-01-28 06:40:00+00:00,2022-01-28 06:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2022-01-28 08:20:00+00:00,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-27 20:00:00+00:00,2022-01-28 01:30:00+00:00,37451.0,35513.13,1937.8700000000026,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-28 03:30:00+00:00,2022-01-28 09:00:00+00:00,37488.99,36408.18,1080.8099999999977,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-01-28 05:30:00+00:00,2022-01-28 11:00:00+00:00,37488.99,36309.0,1179.989999999998,,,,,,,,
True,,BTCUSDT,LONDON,LONG,development,2022-01-28 08:00:00+00:00,2022-01-28 13:30:00+00:00,36884.88,36149.02,735.8600000000006,2022-01-28 13:35:00+00:00,2022-01-28 13:40:00+00:00,True,2022-01-28 13:45:00+00:00,2022-01-28 13:50:00+00:00,H2_ARRIVAL,2022-01-28 13:55:00+00:00,10.0
False,NO_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-30 23:30:00+00:00,2022-01-31 05:00:00+00:00,38063.26,36620.0,1443.260000000002,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-30 20:00:00+00:00,2022-01-31 01:30:00+00:00,38240.0,36734.62,1505.3799999999974,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-01-31 03:30:00+00:00,2022-01-31 09:00:00+00:00,37196.9,36794.81,402.0900000000038,,,,,,,,
True,,BTCUSDT,RAW_0530,LONG,development,2022-01-31 05:30:00+00:00,2022-01-31 11:00:00+00:00,37338.33,36852.0,486.33000000000175,2022-01-31 12:00:00+00:00,2022-01-31 12:05:00+00:00,True,2022-01-31 12:05:00+00:00,2022-01-31 12:10:00+00:00,H2_ARRIVAL,2022-01-31 14:10:00+00:00,125.0
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-01-31 08:00:00+00:00,2022-01-31 13:30:00+00:00,37400.0,36800.0,600.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-01-31 23:30:00+00:00,2022-02-01 05:00:00+00:00,38630.0,38145.0,485.0,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-01-31 20:00:00+00:00,2022-02-01 01:30:00+00:00,38725.6,38220.0,505.59999999999854,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-02-01 03:30:00+00:00,2022-02-01 09:00:00+00:00,38630.0,38220.08,409.91999999999825,,,,,,,,
True,,BTCUSDT,RAW_0530,LONG,development,2022-02-01 05:30:00+00:00,2022-02-01 11:00:00+00:00,39100.0,37969.0,1131.0,2022-02-01 16:55:00+00:00,2022-02-01 17:00:00+00:00,True,2022-02-01 17:05:00+00:00,2022-02-01 17:10:00+00:00,NO_H2_BY_END,,
True,,BTCUSDT,LONDON,LONG,development,2022-02-01 08:00:00+00:00,2022-02-01 13:30:00+00:00,39100.0,37969.0,1131.0,2022-02-01 16:55:00+00:00,2022-02-01 17:00:00+00:00,True,2022-02-01 17:05:00+00:00,2022-02-01 17:10:00+00:00,NO_H2_BY_END,,
False,BREAK_BEFORE_K1,BTCUSDT,RAW_2330,LONG,development,2022-02-01 23:30:00+00:00,2022-02-02 05:00:00+00:00,38884.6,38350.0,534.5999999999985,,,,,,,,
True,,BTCUSDT,SHORT_2000,SHORT,development,2022-02-01 20:00:00+00:00,2022-02-02 01:30:00+00:00,38884.6,38345.0,539.5999999999985,2022-02-02 05:20:00+00:00,2022-02-02 05:25:00+00:00,False,,,BREAK_DURING_K1,,
True,,BTCUSDT,ALT_0330,LONG,development,2022-02-02 03:30:00+00:00,2022-02-02 09:00:00+00:00,38660.0,38173.3,486.6999999999971,2022-02-02 12:15:00+00:00,2022-02-02 12:20:00+00:00,True,2022-02-02 12:20:00+00:00,2022-02-02 12:25:00+00:00,H2_ARRIVAL,2022-02-02 12:40:00+00:00,20.0
False,BREAK_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-02-02 05:30:00+00:00,2022-02-02 11:00:00+00:00,38580.0,38173.3,406.6999999999971,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,LONDON,LONG,development,2022-02-02 08:00:00+00:00,2022-02-02 13:30:00+00:00,38725.5,38205.38,520.1200000000026,,,,,,,,
True,,BTCUSDT,RAW_2330,LONG,development,2022-02-02 23:30:00+00:00,2022-02-03 05:00:00+00:00,37040.0,36700.0,340.0,2022-02-03 05:30:00+00:00,2022-02-03 05:35:00+00:00,True,2022-02-03 05:35:00+00:00,2022-02-03 05:40:00+00:00,H2_ARRIVAL,2022-02-03 07:45:00+00:00,130.0
False,NO_K1,BTCUSDT,SHORT_2000,SHORT,development,2022-02-02 20:00:00+00:00,2022-02-03 01:30:00+00:00,37630.0,36529.81,1100.1900000000023,,,,,,,,
False,BREAK_BEFORE_K1,BTCUSDT,ALT_0330,LONG,development,2022-02-03 03:30:00+00:00,2022-02-03 09:00:00+00:00,37084.63,36758.13,326.5,,,,,,,,
False,OPPOSITE_VISIT_BEFORE_K1,BTCUSDT,RAW_0530,LONG,development,2022-02-03 05:30:00+00:00,2022-02-03 11:00:00+00:00,37084.63,36255.76,828.8699999999953,,,,,,,,
