partition,date_utc,signal_ts,window_status,entry_name,entry_fraction,planned_entry_px,H,L,eligible_start,h2_bar_start,opposite_break_bar_start,filled,entry_ts,entry_px,target_hit,terminal,minutes_to_h2,reward_range_frac,min_post_entry_frac,adverse_excursion_range_frac
august,2026-08-03,2026-08-03 13:50:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F95,0.95,62943.935,62979.5,62268.2,,,,False,,,False,NO_CLEAN_WINDOW,,0.050000000000000044,,
august,2026-08-03,2026-08-03 13:50:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F90,0.9,62908.37,62979.5,62268.2,,,,False,,,False,NO_CLEAN_WINDOW,,0.09999999999999998,,
august,2026-08-03,2026-08-03 13:50:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F85,0.85,62872.805,62979.5,62268.2,,,,False,,,False,NO_CLEAN_WINDOW,,0.15000000000000002,,
august,2026-08-03,2026-08-03 13:50:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F80,0.8,62837.24,62979.5,62268.2,,,,False,,,False,NO_CLEAN_WINDOW,,0.19999999999999996,,
august,2026-08-03,2026-08-03 13:50:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F75,0.75,62801.675,62979.5,62268.2,,,,False,,,False,NO_CLEAN_WINDOW,,0.25,,
august,2026-08-04,2026-08-04 13:40:00+00:00,H2_ARRIVAL,F95,0.95,64004.025,64034.3,63428.8,2026-08-04 13:50:00+00:00,2026-08-04 14:40:00+00:00,,True,2026-08-04 14:35:00+00:00,64004.025,True,H2_ARRIVAL,5.0,0.050000000000000044,0.740710156895128,0.20928984310487198
august,2026-08-04,2026-08-04 13:40:00+00:00,H2_ARRIVAL,F90,0.9,63973.75,64034.3,63428.8,2026-08-04 13:50:00+00:00,2026-08-04 14:40:00+00:00,,True,2026-08-04 14:30:00+00:00,63973.75,True,H2_ARRIVAL,10.0,0.09999999999999998,0.6614368290668868,0.2385631709331132
august,2026-08-04,2026-08-04 13:40:00+00:00,H2_ARRIVAL,F85,0.85,63943.475000000006,64034.3,63428.8,2026-08-04 13:50:00+00:00,2026-08-04 14:40:00+00:00,,True,2026-08-04 14:30:00+00:00,63943.475000000006,True,H2_ARRIVAL,10.0,0.15000000000000002,0.6614368290668868,0.18856317093311314
august,2026-08-04,2026-08-04 13:40:00+00:00,H2_ARRIVAL,F80,0.8,63913.200000000004,64034.3,63428.8,2026-08-04 13:50:00+00:00,2026-08-04 14:40:00+00:00,,True,2026-08-04 14:30:00+00:00,63913.200000000004,True,H2_ARRIVAL,10.0,0.19999999999999996,0.6614368290668868,0.1385631709331132
august,2026-08-04,2026-08-04 13:40:00+00:00,H2_ARRIVAL,F75,0.75,63882.925,64034.3,63428.8,2026-08-04 13:50:00+00:00,2026-08-04 14:40:00+00:00,,True,2026-08-04 13:50:00+00:00,63882.925,True,H2_ARRIVAL,50.0,0.25,0.25317919075143785,0.49682080924856215
august,2026-08-17,2026-08-17 13:45:00+00:00,H2_ARRIVAL,F95,0.95,63728.1,63753.0,63255.0,2026-08-17 13:50:00+00:00,2026-08-17 14:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,
august,2026-08-17,2026-08-17 13:45:00+00:00,H2_ARRIVAL,F90,0.9,63703.2,63753.0,63255.0,2026-08-17 13:50:00+00:00,2026-08-17 14:50:00+00:00,,True,2026-08-17 13:50:00+00:00,63703.2,True,H2_ARRIVAL,60.0,0.09999999999999998,0.6150602409638612,0.2849397590361388
august,2026-08-17,2026-08-17 13:45:00+00:00,H2_ARRIVAL,F85,0.85,63678.3,63753.0,63255.0,2026-08-17 13:50:00+00:00,2026-08-17 14:50:00+00:00,,True,2026-08-17 13:50:00+00:00,63678.3,True,H2_ARRIVAL,60.0,0.15000000000000002,0.6150602409638612,0.23493975903613873
august,2026-08-17,2026-08-17 13:45:00+00:00,H2_ARRIVAL,F80,0.8,63653.4,63753.0,63255.0,2026-08-17 13:50:00+00:00,2026-08-17 14:50:00+00:00,,True,2026-08-17 13:50:00+00:00,63653.4,True,H2_ARRIVAL,60.0,0.19999999999999996,0.6150602409638612,0.1849397590361388
august,2026-08-17,2026-08-17 13:45:00+00:00,H2_ARRIVAL,F75,0.75,63628.5,63753.0,63255.0,2026-08-17 13:50:00+00:00,2026-08-17 14:50:00+00:00,,True,2026-08-17 13:50:00+00:00,63628.5,True,H2_ARRIVAL,60.0,0.25,0.6150602409638612,0.13493975903613875
august,2026-08-20,2026-08-20 15:05:00+00:00,H2_ARRIVAL,F95,0.95,72351.715,72487.5,69771.8,2026-08-20 15:10:00+00:00,2026-08-20 15:30:00+00:00,,True,2026-08-20 15:25:00+00:00,72351.715,True,H2_ARRIVAL,5.0,0.050000000000000044,0.8357697831130093,0.11423021688699064
august,2026-08-20,2026-08-20 15:05:00+00:00,H2_ARRIVAL,F90,0.9,72215.93,72487.5,69771.8,2026-08-20 15:10:00+00:00,2026-08-20 15:30:00+00:00,,True,2026-08-20 15:10:00+00:00,72215.93,True,H2_ARRIVAL,20.0,0.09999999999999998,0.7975475936222692,0.10245240637773079
august,2026-08-20,2026-08-20 15:05:00+00:00,H2_ARRIVAL,F85,0.85,72080.145,72487.5,69771.8,2026-08-20 15:10:00+00:00,2026-08-20 15:30:00+00:00,,True,2026-08-20 15:15:00+00:00,72080.145,True,H2_ARRIVAL,15.0,0.15000000000000002,0.7975475936222692,0.05245240637773074
august,2026-08-20,2026-08-20 15:05:00+00:00,H2_ARRIVAL,F80,0.8,71944.36,72487.5,69771.8,2026-08-20 15:10:00+00:00,2026-08-20 15:30:00+00:00,,True,2026-08-20 15:20:00+00:00,71944.36,True,H2_ARRIVAL,10.0,0.19999999999999996,0.7975475936222692,0.002452406377730809
august,2026-08-20,2026-08-20 15:05:00+00:00,H2_ARRIVAL,F75,0.75,71808.575,72487.5,69771.8,2026-08-20 15:10:00+00:00,2026-08-20 15:30:00+00:00,,False,,,False,H2_ARRIVAL,,0.25,,
development,2022-01-19,2022-01-19 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F95,0.95,42277.242999999995,42338.38,41115.64,,,,False,,,False,NO_CLEAN_WINDOW,,0.050000000000000044,,
development,2022-01-19,2022-01-19 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F90,0.9,42216.106,42338.38,41115.64,,,,False,,,False,NO_CLEAN_WINDOW,,0.09999999999999998,,
development,2022-01-19,2022-01-19 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F85,0.85,42154.969,42338.38,41115.64,,,,False,,,False,NO_CLEAN_WINDOW,,0.15000000000000002,,
development,2022-01-19,2022-01-19 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F80,0.8,42093.831999999995,42338.38,41115.64,,,,False,,,False,NO_CLEAN_WINDOW,,0.19999999999999996,,
development,2022-01-19,2022-01-19 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F75,0.75,42032.695,42338.38,41115.64,,,,False,,,False,NO_CLEAN_WINDOW,,0.25,,
development,2022-01-25,2022-01-25 14:25:00+00:00,H2_ARRIVAL,F95,0.95,36753.8495,36793.85,35993.84,2022-01-25 14:30:00+00:00,2022-01-25 14:35:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,
development,2022-01-25,2022-01-25 14:25:00+00:00,H2_ARRIVAL,F90,0.9,36713.849,36793.85,35993.84,2022-01-25 14:30:00+00:00,2022-01-25 14:35:00+00:00,,False,,,False,H2_ARRIVAL,,0.09999999999999998,,
development,2022-01-25,2022-01-25 14:25:00+00:00,H2_ARRIVAL,F85,0.85,36673.8485,36793.85,35993.84,2022-01-25 14:30:00+00:00,2022-01-25 14:35:00+00:00,,False,,,False,H2_ARRIVAL,,0.15000000000000002,,
development,2022-01-25,2022-01-25 14:25:00+00:00,H2_ARRIVAL,F80,0.8,36633.848,36793.85,35993.84,2022-01-25 14:30:00+00:00,2022-01-25 14:35:00+00:00,,True,2022-01-25 14:30:00+00:00,36633.848,True,H2_ARRIVAL,5.0,0.19999999999999996,0.547480656491799,0.25251934350820104
development,2022-01-25,2022-01-25 14:25:00+00:00,H2_ARRIVAL,F75,0.75,36593.847499999996,36793.85,35993.84,2022-01-25 14:30:00+00:00,2022-01-25 14:35:00+00:00,,True,2022-01-25 14:30:00+00:00,36593.847499999996,True,H2_ARRIVAL,5.0,0.25,0.547480656491799,0.202519343508201
development,2022-01-26,2022-01-26 13:55:00+00:00,H2_ARRIVAL,F95,0.95,38193.581,38239.99,37311.81,2022-01-26 14:00:00+00:00,2022-01-26 14:00:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,
development,2022-01-26,2022-01-26 13:55:00+00:00,H2_ARRIVAL,F90,0.9,38147.172,38239.99,37311.81,2022-01-26 14:00:00+00:00,2022-01-26 14:00:00+00:00,,False,,,False,H2_ARRIVAL,,0.09999999999999998,,
development,2022-01-26,2022-01-26 13:55:00+00:00,H2_ARRIVAL,F85,0.85,38100.763,38239.99,37311.81,2022-01-26 14:00:00+00:00,2022-01-26 14:00:00+00:00,,False,,,False,H2_ARRIVAL,,0.15000000000000002,,
development,2022-01-26,2022-01-26 13:55:00+00:00,H2_ARRIVAL,F80,0.8,38054.354,38239.99,37311.81,2022-01-26 14:00:00+00:00,2022-01-26 14:00:00+00:00,,False,,,False,H2_ARRIVAL,,0.19999999999999996,,
development,2022-01-26,2022-01-26 13:55:00+00:00,H2_ARRIVAL,F75,0.75,38007.945,38239.99,37311.81,2022-01-26 14:00:00+00:00,2022-01-26 14:00:00+00:00,,False,,,False,H2_ARRIVAL,,0.25,,
development,2022-01-28,2022-01-28 13:40:00+00:00,H2_ARRIVAL,F95,0.95,36848.087,36884.88,36149.02,2022-01-28 13:50:00+00:00,2022-01-28 13:55:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,
development,2022-01-28,2022-01-28 13:40:00+00:00,H2_ARRIVAL,F90,0.9,36811.293999999994,36884.88,36149.02,2022-01-28 13:50:00+00:00,2022-01-28 13:55:00+00:00,,False,,,False,H2_ARRIVAL,,0.09999999999999998,,
development,2022-01-28,2022-01-28 13:40:00+00:00,H2_ARRIVAL,F85,0.85,36774.501,36884.88,36149.02,2022-01-28 13:50:00+00:00,2022-01-28 13:55:00+00:00,,True,2022-01-28 13:50:00+00:00,36774.501,True,H2_ARRIVAL,5.0,0.15000000000000002,0.7615171364118204,0.08848286358817958
development,2022-01-28,2022-01-28 13:40:00+00:00,H2_ARRIVAL,F80,0.8,36737.708,36884.88,36149.02,2022-01-28 13:50:00+00:00,2022-01-28 13:55:00+00:00,,True,2022-01-28 13:50:00+00:00,36737.708,True,H2_ARRIVAL,5.0,0.19999999999999996,0.7615171364118204,0.03848286358817965
development,2022-01-28,2022-01-28 13:40:00+00:00,H2_ARRIVAL,F75,0.75,36700.91499999999,36884.88,36149.02,2022-01-28 13:50:00+00:00,2022-01-28 13:55:00+00:00,,False,,,False,H2_ARRIVAL,,0.25,,
development,2022-02-01,2022-02-01 17:00:00+00:00,NO_H2_BY_SESSION_END,F95,0.95,39043.45,39100.0,37969.0,2022-02-01 17:10:00+00:00,,,False,,,False,NO_H2_BY_SESSION_END,,0.050000000000000044,,
development,2022-02-01,2022-02-01 17:00:00+00:00,NO_H2_BY_SESSION_END,F90,0.9,38986.9,39100.0,37969.0,2022-02-01 17:10:00+00:00,,,True,2022-02-01 17:10:00+00:00,38986.9,False,NO_H2_BY_SESSION_END,,0.09999999999999998,0.3121131741821397,0.5878868258178603
development,2022-02-01,2022-02-01 17:00:00+00:00,NO_H2_BY_SESSION_END,F85,0.85,38930.35,39100.0,37969.0,2022-02-01 17:10:00+00:00,,,True,2022-02-01 17:10:00+00:00,38930.35,False,NO_H2_BY_SESSION_END,,0.15000000000000002,0.3121131741821397,0.5378868258178603
development,2022-02-01,2022-02-01 17:00:00+00:00,NO_H2_BY_SESSION_END,F80,0.8,38873.8,39100.0,37969.0,2022-02-01 17:10:00+00:00,,,True,2022-02-01 17:10:00+00:00,38873.8,False,NO_H2_BY_SESSION_END,,0.19999999999999996,0.3121131741821397,0.48788682581786036
development,2022-02-01,2022-02-01 17:00:00+00:00,NO_H2_BY_SESSION_END,F75,0.75,38817.25,39100.0,37969.0,2022-02-01 17:10:00+00:00,,,True,2022-02-01 17:25:00+00:00,38817.25,False,NO_H2_BY_SESSION_END,,0.25,0.3121131741821397,0.4378868258178603
development,2022-02-03,2022-02-03 16:15:00+00:00,NO_H2_BY_SESSION_END,F95,0.95,37040.6135,37084.63,36204.3,2022-02-03 16:20:00+00:00,,,False,,,False,NO_H2_BY_SESSION_END,,0.050000000000000044,,
development,2022-02-03,2022-02-03 16:15:00+00:00,NO_H2_BY_SESSION_END,F90,0.9,36996.596999999994,37084.63,36204.3,2022-02-03 16:20:00+00:00,,,True,2022-02-03 16:20:00+00:00,36996.596999999994,False,NO_H2_BY_SESSION_END,,0.09999999999999998,0.2584144582145325,0.6415855417854675
development,2022-02-03,2022-02-03 16:15:00+00:00,NO_H2_BY_SESSION_END,F85,0.85,36952.5805,37084.63,36204.3,2022-02-03 16:20:00+00:00,,,True,2022-02-03 16:20:00+00:00,36952.5805,False,NO_H2_BY_SESSION_END,,0.15000000000000002,0.2584144582145325,0.5915855417854674
development,2022-02-03,2022-02-03 16:15:00+00:00,NO_H2_BY_SESSION_END,F80,0.8,36908.564,37084.63,36204.3,2022-02-03 16:20:00+00:00,,,True,2022-02-03 16:20:00+00:00,36908.564,False,NO_H2_BY_SESSION_END,,0.19999999999999996,0.2584144582145325,0.5415855417854676
development,2022-02-03,2022-02-03 16:15:00+00:00,NO_H2_BY_SESSION_END,F75,0.75,36864.5475,37084.63,36204.3,2022-02-03 16:20:00+00:00,,,True,2022-02-03 16:20:00+00:00,36864.5475,False,NO_H2_BY_SESSION_END,,0.25,0.2584144582145325,0.4915855417854675
development,2022-02-07,2022-02-07 14:25:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F95,0.95,42877.519499999995,42913.09,42201.68,,,,False,,,False,NO_CLEAN_WINDOW,,0.050000000000000044,,
development,2022-02-07,2022-02-07 14:25:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F90,0.9,42841.94899999999,42913.09,42201.68,,,,False,,,False,NO_CLEAN_WINDOW,,0.09999999999999998,,
development,2022-02-07,2022-02-07 14:25:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F85,0.85,42806.3785,42913.09,42201.68,,,,False,,,False,NO_CLEAN_WINDOW,,0.15000000000000002,,
development,2022-02-07,2022-02-07 14:25:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F80,0.8,42770.808,42913.09,42201.68,,,,False,,,False,NO_CLEAN_WINDOW,,0.19999999999999996,,
development,2022-02-07,2022-02-07 14:25:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F75,0.75,42735.237499999996,42913.09,42201.68,,,,False,,,False,NO_CLEAN_WINDOW,,0.25,,
development,2022-02-09,2022-02-09 19:10:00+00:00,H2_ARRIVAL,F95,0.95,44372.857500000006,44436.44,43164.79,2022-02-09 19:15:00+00:00,2022-02-09 19:20:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,
development,2022-02-09,2022-02-09 19:10:00+00:00,H2_ARRIVAL,F90,0.9,44309.275,44436.44,43164.79,2022-02-09 19:15:00+00:00,2022-02-09 19:20:00+00:00,,True,2022-02-09 19:15:00+00:00,44309.275,True,H2_ARRIVAL,5.0,0.09999999999999998,0.854173711319937,0.045826288680063
development,2022-02-09,2022-02-09 19:10:00+00:00,H2_ARRIVAL,F85,0.85,44245.692500000005,44436.44,43164.79,2022-02-09 19:15:00+00:00,2022-02-09 19:20:00+00:00,,False,,,False,H2_ARRIVAL,,0.15000000000000002,,
development,2022-02-09,2022-02-09 19:10:00+00:00,H2_ARRIVAL,F80,0.8,44182.11,44436.44,43164.79,2022-02-09 19:15:00+00:00,2022-02-09 19:20:00+00:00,,False,,,False,H2_ARRIVAL,,0.19999999999999996,,
development,2022-02-09,2022-02-09 19:10:00+00:00,H2_ARRIVAL,F75,0.75,44118.527500000004,44436.44,43164.79,2022-02-09 19:15:00+00:00,2022-02-09 19:20:00+00:00,,False,,,False,H2_ARRIVAL,,0.25,,
development,2022-02-11,2022-02-11 13:45:00+00:00,H2_ARRIVAL,F95,0.95,43701.294499999996,43748.13,42811.42,2022-02-11 13:50:00+00:00,2022-02-11 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,
development,2022-02-11,2022-02-11 13:45:00+00:00,H2_ARRIVAL,F90,0.9,43654.458999999995,43748.13,42811.42,2022-02-11 13:50:00+00:00,2022-02-11 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.09999999999999998,,
development,2022-02-11,2022-02-11 13:45:00+00:00,H2_ARRIVAL,F85,0.85,43607.623499999994,43748.13,42811.42,2022-02-11 13:50:00+00:00,2022-02-11 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.15000000000000002,,
development,2022-02-11,2022-02-11 13:45:00+00:00,H2_ARRIVAL,F80,0.8,43560.788,43748.13,42811.42,2022-02-11 13:50:00+00:00,2022-02-11 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.19999999999999996,,
development,2022-02-11,2022-02-11 13:45:00+00:00,H2_ARRIVAL,F75,0.75,43513.9525,43748.13,42811.42,2022-02-11 13:50:00+00:00,2022-02-11 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.25,,
development,2022-02-15,2022-02-15 14:40:00+00:00,NO_H2_BY_SESSION_END,F95,0.95,44399.155000000006,44442.3,43579.4,2022-02-15 14:50:00+00:00,,,False,,,False,NO_H2_BY_SESSION_END,,0.050000000000000044,,
development,2022-02-15,2022-02-15 14:40:00+00:00,NO_H2_BY_SESSION_END,F90,0.9,44356.01,44442.3,43579.4,2022-02-15 14:50:00+00:00,,,False,,,False,NO_H2_BY_SESSION_END,,0.09999999999999998,,
development,2022-02-15,2022-02-15 14:40:00+00:00,NO_H2_BY_SESSION_END,F85,0.85,44312.865000000005,44442.3,43579.4,2022-02-15 14:50:00+00:00,,,False,,,False,NO_H2_BY_SESSION_END,,0.15000000000000002,,
development,2022-02-15,2022-02-15 14:40:00+00:00,NO_H2_BY_SESSION_END,F80,0.8,44269.72,44442.3,43579.4,2022-02-15 14:50:00+00:00,,,True,2022-02-15 14:50:00+00:00,44269.72,False,NO_H2_BY_SESSION_END,,0.19999999999999996,0.3135936956773648,0.48640630432263526
development,2022-02-15,2022-02-15 14:40:00+00:00,NO_H2_BY_SESSION_END,F75,0.75,44226.575000000004,44442.3,43579.4,2022-02-15 14:50:00+00:00,,,True,2022-02-15 14:50:00+00:00,44226.575000000004,False,NO_H2_BY_SESSION_END,,0.25,0.3135936956773648,0.4364063043226352
development,2022-02-22,2022-02-22 14:00:00+00:00,H2_ARRIVAL,F95,0.95,37810.955,37868.0,36727.1,2022-02-22 14:10:00+00:00,2022-02-22 14:45:00+00:00,,True,2022-02-22 14:35:00+00:00,37810.955,True,H2_ARRIVAL,10.0,0.050000000000000044,0.6058374967131243,0.3441625032868757
development,2022-02-22,2022-02-22 14:00:00+00:00,H2_ARRIVAL,F90,0.9,37753.91,37868.0,36727.1,2022-02-22 14:10:00+00:00,2022-02-22 14:45:00+00:00,,True,2022-02-22 14:35:00+00:00,37753.91,True,H2_ARRIVAL,10.0,0.09999999999999998,0.6058374967131243,0.29416250328687576
development,2022-02-22,2022-02-22 14:00:00+00:00,H2_ARRIVAL,F85,0.85,37696.865,37868.0,36727.1,2022-02-22 14:10:00+00:00,2022-02-22 14:45:00+00:00,,True,2022-02-22 14:10:00+00:00,37696.865,True,H2_ARRIVAL,35.0,0.15000000000000002,0.5762117626435276,0.2737882373564724
development,2022-02-22,2022-02-22 14:00:00+00:00,H2_ARRIVAL,F80,0.8,37639.82,37868.0,36727.1,2022-02-22 14:10:00+00:00,2022-02-22 14:45:00+00:00,,True,2022-02-22 14:10:00+00:00,37639.82,True,H2_ARRIVAL,35.0,0.19999999999999996,0.5762117626435276,0.22378823735647246
development,2022-02-22,2022-02-22 14:00:00+00:00,H2_ARRIVAL,F75,0.75,37582.775,37868.0,36727.1,2022-02-22 14:10:00+00:00,2022-02-22 14:45:00+00:00,,True,2022-02-22 14:10:00+00:00,37582.775,True,H2_ARRIVAL,35.0,0.25,0.5762117626435276,0.17378823735647242
development,2022-02-24,2022-02-24 14:35:00+00:00,H2_ARRIVAL,F95,0.95,35814.66,35870.0,34763.2,2022-02-24 14:40:00+00:00,2022-02-24 15:20:00+00:00,,True,2022-02-24 15:15:00+00:00,35814.66,True,H2_ARRIVAL,5.0,0.050000000000000044,0.8012287676183597,0.14877123238164025
development,2022-02-24,2022-02-24 14:35:00+00:00,H2_ARRIVAL,F90,0.9,35759.32,35870.0,34763.2,2022-02-24 14:40:00+00:00,2022-02-24 15:20:00+00:00,,True,2022-02-24 15:10:00+00:00,35759.32,True,H2_ARRIVAL,10.0,0.09999999999999998,0.7511745572822545,0.14882544271774556
development,2022-02-24,2022-02-24 14:35:00+00:00,H2_ARRIVAL,F85,0.85,35703.979999999996,35870.0,34763.2,2022-02-24 14:40:00+00:00,2022-02-24 15:20:00+00:00,,True,2022-02-24 14:50:00+00:00,35703.979999999996,True,H2_ARRIVAL,30.0,0.15000000000000002,0.5434586194434391,0.3065413805565609
development,2022-02-24,2022-02-24 14:35:00+00:00,H2_ARRIVAL,F80,0.8,35648.64,35870.0,34763.2,2022-02-24 14:40:00+00:00,2022-02-24 15:20:00+00:00,,True,2022-02-24 14:40:00+00:00,35648.64,True,H2_ARRIVAL,40.0,0.19999999999999996,0.3274304300686669,0.47256956993133314
development,2022-02-24,2022-02-24 14:35:00+00:00,H2_ARRIVAL,F75,0.75,35593.3,35870.0,34763.2,2022-02-24 14:40:00+00:00,2022-02-24 15:20:00+00:00,,True,2022-02-24 14:40:00+00:00,35593.3,True,H2_ARRIVAL,40.0,0.25,0.3274304300686669,0.4225695699313331
development,2022-03-03,2022-03-03 13:40:00+00:00,H2_ARRIVAL,F95,0.95,43755.590000000004,43792.4,43056.2,2022-03-03 13:50:00+00:00,2022-03-03 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,
development,2022-03-03,2022-03-03 13:40:00+00:00,H2_ARRIVAL,F90,0.9,43718.78,43792.4,43056.2,2022-03-03 13:50:00+00:00,2022-03-03 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.09999999999999998,,
development,2022-03-03,2022-03-03 13:40:00+00:00,H2_ARRIVAL,F85,0.85,43681.97,43792.4,43056.2,2022-03-03 13:50:00+00:00,2022-03-03 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.15000000000000002,,
development,2022-03-03,2022-03-03 13:40:00+00:00,H2_ARRIVAL,F80,0.8,43645.16,43792.4,43056.2,2022-03-03 13:50:00+00:00,2022-03-03 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.19999999999999996,,
development,2022-03-03,2022-03-03 13:40:00+00:00,H2_ARRIVAL,F75,0.75,43608.35,43792.4,43056.2,2022-03-03 13:50:00+00:00,2022-03-03 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.25,,
development,2022-03-16,2022-03-16 14:05:00+00:00,H2_ARRIVAL,F95,0.95,40698.9,40760.0,39538.0,2022-03-16 14:10:00+00:00,2022-03-16 14:15:00+00:00,,True,2022-03-16 14:10:00+00:00,40698.9,True,H2_ARRIVAL,5.0,0.050000000000000044,0.7485270049099813,0.2014729950900187
development,2022-03-16,2022-03-16 14:05:00+00:00,H2_ARRIVAL,F90,0.9,40637.8,40760.0,39538.0,2022-03-16 14:10:00+00:00,2022-03-16 14:15:00+00:00,,True,2022-03-16 14:10:00+00:00,40637.8,True,H2_ARRIVAL,5.0,0.09999999999999998,0.7485270049099813,0.15147299509001877
development,2022-03-16,2022-03-16 14:05:00+00:00,H2_ARRIVAL,F85,0.85,40576.7,40760.0,39538.0,2022-03-16 14:10:00+00:00,2022-03-16 14:15:00+00:00,,True,2022-03-16 14:10:00+00:00,40576.7,True,H2_ARRIVAL,5.0,0.15000000000000002,0.7485270049099813,0.10147299509001872
development,2022-03-16,2022-03-16 14:05:00+00:00,H2_ARRIVAL,F80,0.8,40515.6,40760.0,39538.0,2022-03-16 14:10:00+00:00,2022-03-16 14:15:00+00:00,,True,2022-03-16 14:10:00+00:00,40515.6,True,H2_ARRIVAL,5.0,0.19999999999999996,0.7485270049099813,0.05147299509001879
development,2022-03-16,2022-03-16 14:05:00+00:00,H2_ARRIVAL,F75,0.75,40454.5,40760.0,39538.0,2022-03-16 14:10:00+00:00,2022-03-16 14:15:00+00:00,,True,2022-03-16 14:10:00+00:00,40454.5,True,H2_ARRIVAL,5.0,0.25,0.7485270049099813,0.0014729950900187472
development,2022-03-18,2022-03-18 14:15:00+00:00,H2_ARRIVAL,F95,0.95,40716.71,40750.0,40084.2,2022-03-18 14:20:00+00:00,2022-03-18 14:25:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,
development,2022-03-18,2022-03-18 14:15:00+00:00,H2_ARRIVAL,F90,0.9,40683.42,40750.0,40084.2,2022-03-18 14:20:00+00:00,2022-03-18 14:25:00+00:00,,False,,,False,H2_ARRIVAL,,0.09999999999999998,,
development,2022-03-18,2022-03-18 14:15:00+00:00,H2_ARRIVAL,F85,0.85,40650.13,40750.0,40084.2,2022-03-18 14:20:00+00:00,2022-03-18 14:25:00+00:00,,True,2022-03-18 14:20:00+00:00,40650.13,True,H2_ARRIVAL,5.0,0.15000000000000002,0.7063682787623924,0.1436317212376076
development,2022-03-18,2022-03-18 14:15:00+00:00,H2_ARRIVAL,F80,0.8,40616.84,40750.0,40084.2,2022-03-18 14:20:00+00:00,2022-03-18 14:25:00+00:00,,True,2022-03-18 14:20:00+00:00,40616.84,True,H2_ARRIVAL,5.0,0.19999999999999996,0.7063682787623924,0.09363172123760766
development,2022-03-18,2022-03-18 14:15:00+00:00,H2_ARRIVAL,F75,0.75,40583.55,40750.0,40084.2,2022-03-18 14:20:00+00:00,2022-03-18 14:25:00+00:00,,True,2022-03-18 14:20:00+00:00,40583.55,True,H2_ARRIVAL,5.0,0.25,0.7063682787623924,0.04363172123760761
development,2022-03-21,2022-03-21 13:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F95,0.95,41451.59,41481.1,40890.9,2022-03-21 13:50:00+00:00,,2022-03-21 14:20:00+00:00,False,,,False,OPPOSITE_BREAK_BEFORE_H2,,0.050000000000000044,,
development,2022-03-21,2022-03-21 13:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F90,0.9,41422.08,41481.1,40890.9,2022-03-21 13:50:00+00:00,,2022-03-21 14:20:00+00:00,False,,,False,OPPOSITE_BREAK_BEFORE_H2,,0.09999999999999998,,
development,2022-03-21,2022-03-21 13:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F85,0.85,41392.57,41481.1,40890.9,2022-03-21 13:50:00+00:00,,2022-03-21 14:20:00+00:00,False,,,False,OPPOSITE_BREAK_BEFORE_H2,,0.15000000000000002,,
development,2022-03-21,2022-03-21 13:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F80,0.8,41363.06,41481.1,40890.9,2022-03-21 13:50:00+00:00,,2022-03-21 14:20:00+00:00,False,,,False,OPPOSITE_BREAK_BEFORE_H2,,0.19999999999999996,,
