rule,partition,date_utc,signal_ts,entry_start,entry_px,H,L,range,F35,E20,session_end,baseline_net_pnl_usd,baseline_exit_reason,baseline_exit_px,h2_seen,breakout_accepted,acceptance_bar_start,acceptance_ts,acceptance_close,last_confirmed_pivot,trail_at_exit,trail_updates,ever_e20,exit_bar_start,exit_ts,exit_px,runner_exit_reason,gross_return,runner_net_pnl_usd,hold_minutes,session_peak_high_after_accept,session_peak_extension_r,realized_exit_extension_r,giveback_from_peak_r,capture_ratio,exit_above_e20
BLIND_F85,development,2022-05-19,2022-05-19 13:40:00+00:00,2022-05-19 13:55:00+00:00,29602.44,29737.2,28838.8,898.4000000000015,29153.24,29916.88,2022-05-19 20:00:00+00:00,4.911048683824704,TP_E20,29916.88,True,True,2022-05-19 14:15:00+00:00,2022-05-19 14:20:00+00:00,29784.9,30272.9,30272.9,3,True,2022-05-19 16:10:00+00:00,2022-05-19 16:15:00+00:00,30270.2,RUNNER_STRUCTURE_CLOSE_BREAK,0.02255759998162321,10.878799990811606,140.0,30550.0,0.9047195013357057,0.5932769367764906,0.31144256455921504,0.6557578740157486,True
BLIND_F85,development,2022-05-25,2022-05-25 18:05:00+00:00,2022-05-25 18:10:00+00:00,29856.32,29949.2,29330.0,619.2000000000007,29546.72,30073.04,2022-05-25 20:00:00+00:00,-4.960508461860014,TIME_EXIT_SESSION_END,29584.0,True,True,2022-05-25 18:30:00+00:00,2022-05-25 18:35:00+00:00,29972.0,29770.8,29770.8,0,False,2022-05-25 18:45:00+00:00,2022-05-25 18:50:00+00:00,29762.9,RUNNER_STRUCTURE_CLOSE_BREAK,-0.0031289857557795786,-1.9644928778897892,40.0,30046.0,0.15633074935400382,-0.3008720930232543,0.4572028423772581,0.0,False
BLIND_F85,development,2022-06-01,2022-06-01 13:35:00+00:00,2022-06-01 14:00:00+00:00,31802.35,31868.5,31427.5,441.0,31581.85,31956.7,2022-06-01 20:00:00+00:00,-4.0593207734648695,CLOSE_INVALIDATION,31569.6,False,False,,,,,31581.85,0,False,2022-06-01 14:05:00+00:00,2022-06-01 14:10:00+00:00,31569.6,PREBREAK_CLOSE_INVALIDATION_F35,-0.007318641546929738,-4.0593207734648695,10.0,,,,,,False
BLIND_F85,development,2022-07-06,2022-07-06 13:35:00+00:00,2022-07-06 14:05:00+00:00,20243.25,20295.0,19950.0,345.0,20070.75,20364.0,2022-07-06 20:00:00+00:00,2.5824756400281816,TP_E20,20364.0,True,True,2022-07-06 17:00:00+00:00,2022-07-06 17:05:00+00:00,20327.0,20256.5,20256.5,1,True,2022-07-06 17:30:00+00:00,2022-07-06 17:35:00+00:00,20245.5,RUNNER_STRUCTURE_CLOSE_BREAK,0.0001111481604978426,-0.3444259197510787,210.0,20477.0,0.527536231884058,-0.14347826086956522,0.6710144927536232,0.0,False
BLIND_F85,development,2022-07-08,2022-07-08 14:50:00+00:00,2022-07-08 14:55:00+00:00,21718.265,21814.1,21175.2,638.8999999999978,21398.815,21941.88,2022-07-08 20:00:00+00:00,4.74808618460083,TP_E20,21941.88,True,True,2022-07-08 15:10:00+00:00,2022-07-08 15:15:00+00:00,21927.0,21837.7,21837.7,2,True,2022-07-08 16:05:00+00:00,2022-07-08 16:10:00+00:00,21750.9,RUNNER_STRUCTURE_CLOSE_BREAK,0.0015026522606664816,0.3513261303332408,75.0,22127.7,0.4908436375019616,-0.09892001878227782,0.5897636562842394,0.0,False
BLIND_F85,development,2022-07-12,2022-07-12 13:35:00+00:00,2022-07-12 14:45:00+00:00,19898.35,19959.4,19552.4,407.0,19694.85,20040.800000000003,2022-07-12 20:00:00+00:00,-6.602775607022648,CLOSE_INVALIDATION,19651.5,True,True,2022-07-12 16:35:00+00:00,2022-07-12 16:40:00+00:00,19966.6,19906.4,19906.4,0,False,2022-07-12 16:50:00+00:00,2022-07-12 16:55:00+00:00,19889.5,RUNNER_STRUCTURE_CLOSE_BREAK,-0.0004447604952169115,-0.6223802476084558,130.0,19993.0,0.08255528255527898,-0.17174447174447532,0.2542997542997543,0.0,False
BLIND_F85,development,2022-07-19,2022-07-19 13:35:00+00:00,2022-07-19 13:40:00+00:00,22277.39,22381.7,21686.3,695.4000000000015,21929.69,22520.78,2022-07-19 20:00:00+00:00,5.062713540500097,TP_E20,22520.78,True,True,2022-07-19 14:45:00+00:00,2022-07-19 14:50:00+00:00,22440.0,23158.2,23158.2,4,True,2022-07-19 17:05:00+00:00,2022-07-19 17:10:00+00:00,23113.7,RUNNER_STRUCTURE_CLOSE_BREAK,0.037540753203135546,18.370376601567774,210.0,23739.0,1.9518262870290428,1.0526315789473661,0.8991947080816767,0.5393059750976206,True
BLIND_F85,development,2022-07-20,2022-07-20 13:40:00+00:00,2022-07-20 13:55:00+00:00,23874.12,23975.7,23298.5,677.2000000000007,23535.52,24111.14,2022-07-20 20:00:00+00:00,4.563952598043386,TP_E20,24111.14,True,True,2022-07-20 14:25:00+00:00,2022-07-20 14:30:00+00:00,23979.0,24084.6,24084.6,4,True,2022-07-20 16:10:00+00:00,2022-07-20 16:15:00+00:00,24045.0,RUNNER_STRUCTURE_CLOSE_BREAK,0.007157541304140258,3.178770652070129,140.0,24277.0,0.4449202598936783,0.10233313644418074,0.34258712344949754,0.23000331895120957,False
BLIND_F85,development,2022-07-22,2022-07-22 13:55:00+00:00,2022-07-22 14:45:00+00:00,23595.5,23690.0,23060.0,630.0,23280.5,23816.0,2022-07-22 20:00:00+00:00,-7.623835053294103,CLOSE_INVALIDATION,23254.6,False,False,,,,23217.0,23280.5,0,False,2022-07-22 15:40:00+00:00,2022-07-22 15:45:00+00:00,23254.6,PREBREAK_CLOSE_INVALIDATION_F35,-0.014447670106588206,-7.623835053294103,60.0,,,,,,False
BLIND_F85,development,2022-07-28,2022-07-28 13:35:00+00:00,2022-07-28 14:55:00+00:00,23116.135,23210.2,22583.1,627.1000000000022,22802.585,23335.620000000003,2022-07-28 20:00:00+00:00,4.3474415597591465,TP_E20,23335.620000000003,True,True,2022-07-28 15:10:00+00:00,2022-07-28 15:15:00+00:00,23227.8,23899.9,23899.9,7,True,2022-07-28 18:05:00+00:00,2022-07-28 18:10:00+00:00,23818.8,RUNNER_STRUCTURE_CLOSE_BREAK,0.030397166308295143,14.79858315414757,195.0,24094.5,1.4101419231382495,0.9704991229468927,0.4396428001913568,0.6882279769309048,True
BLIND_F85,development,2022-08-23,2022-08-23 13:40:00+00:00,2022-08-23 13:50:00+00:00,21506.375,21546.5,21279.0,267.5,21372.625,21600.0,2022-08-23 20:00:00+00:00,1.7766801704146131,TP_E20,21600.0,True,True,2022-08-23 14:00:00+00:00,2022-08-23 14:05:00+00:00,21549.4,21580.0,21580.0,1,True,2022-08-23 14:25:00+00:00,2022-08-23 14:30:00+00:00,21555.8,RUNNER_STRUCTURE_CLOSE_BREAK,0.0022981557793908536,0.7490778896954268,40.0,21667.2,0.4512149532710308,0.034766355140184196,0.41644859813084656,0.07705053852526277,False
BLIND_F85,development,2022-09-02,2022-09-02 14:40:00+00:00,2022-09-02 14:55:00+00:00,20333.3,20396.0,19978.0,418.0,20124.3,20479.6,2022-09-02 20:00:00+00:00,-5.6229593819005945,CLOSE_INVALIDATION,20120.9,False,False,,,,20081.5,20124.3,0,False,2022-09-02 16:55:00+00:00,2022-09-02 17:00:00+00:00,20120.9,PREBREAK_CLOSE_INVALIDATION_F35,-0.010445918763801187,-5.6229593819005945,125.0,,,,,,False
