partition,tf,variant,week,week_start,signal_ts,side,route,vote_count,long_votes,short_votes,votes_json,entry_ts,exit_ts,entry,sl,tp,risk_frac,net_ret,reason
august,H1,CONF2_FORCED,2026-W32,2026-08-03 00:00:00+00:00,2026-08-05 13:00:00+00:00,LONG,CONFLUENCE,2,"SR,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": null, ""SR"": ""LONG""}",2026-08-05 14:00:00+00:00,2026-08-05 19:00:00+00:00,64386.9,64108.29285714286,64858.66784285715,0.00432707806800985,0.005827078068009918,TP
august,H1,CONF2_FORCED,2026-W33,2026-08-10 00:00:00+00:00,2026-08-13 09:00:00+00:00,LONG,CONFLUENCE,3,"ORB,FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2026-08-13 10:00:00+00:00,2026-08-13 10:00:00+00:00,63757.1,63554.95714285714,64150.514157142854,0.0031705152389750655,-0.004670515238975046,SL
development,H1,CONF2_FORCED,2022-W01,2022-01-03 00:00:00+00:00,2022-01-07 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2022-01-07 13:00:00+00:00,2022-01-07 13:00:00+00:00,42393.02,42928.239285714284,41730.621654285715,0.012625174750802968,0.01412517475080294,TP
development,H1,CONF2_FORCED,2022-W02,2022-01-10 00:00:00+00:00,2022-01-14 12:00:00+00:00,LONG,FALLBACK,1,SR,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": ""LONG""}",2022-01-14 13:00:00+00:00,2022-01-14 14:00:00+00:00,42029.37,41712.14214285715,42472.68596714286,0.007547766172627766,0.00904776617262787,TP
development,H1,CONF2_FORCED,2022-W03,2022-01-17 00:00:00+00:00,2022-01-17 07:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-01-17 08:00:00+00:00,2022-01-17 16:00:00+00:00,42638.1,42904.115,42244.170699999995,0.00623890370349523,0.0077389037034953385,TP
development,H1,CONF2_FORCED,2022-W04,2022-01-24 00:00:00+00:00,2022-01-26 07:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-01-26 08:00:00+00:00,2022-01-26 09:00:00+00:00,37321.96,36871.84785714286,37884.03802285714,0.012060249323913919,0.01356024932391381,TP
development,H1,CONF2_FORCED,2022-W05,2022-01-31 00:00:00+00:00,2022-01-31 12:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-01-31 13:00:00+00:00,2022-01-31 14:00:00+00:00,37063.91,37399.42142857143,36617.206841428575,0.009052240537261943,-0.010552240537261946,SL
development,H1,CONF2_FORCED,2022-W06,2022-02-07 00:00:00+00:00,2022-02-09 14:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-02-09 15:00:00+00:00,2022-02-09 20:00:00+00:00,44074.75,43576.02357142857,44705.700678571426,0.011315468121122137,0.012815468121122166,TP
development,H1,CONF2_FORCED,2022-W07,2022-02-14 00:00:00+00:00,2022-02-18 12:00:00+00:00,LONG,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2022-02-18 13:00:00+00:00,2022-02-18 14:00:00+00:00,40418.0,40097.71428571428,40859.53971428571,0.007924333571322537,-0.009424333571322606,SL
development,H1,CONF2_FORCED,2022-W08,2022-02-21 00:00:00+00:00,2022-02-22 12:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2022-02-22 13:00:00+00:00,2022-02-22 14:00:00+00:00,37621.7,37105.66428571428,38250.60081428571,0.013716437967601566,0.015216437967601472,TP
development,H1,CONF2_FORCED,2022-W09,2022-02-28 00:00:00+00:00,2022-03-01 22:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2022-03-01 23:00:00+00:00,2022-03-02 10:00:00+00:00,44128.2,43477.2,44911.584599999995,0.014752471208886848,-0.0013255084050560182,TIME
development,H1,CONF2_FORCED,2022-W10,2022-03-07 00:00:00+00:00,2022-03-10 15:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-03-10 16:00:00+00:00,2022-03-11 02:00:00+00:00,39154.3,39782.985714285714,38408.15138571429,0.01605661994431553,0.0175566199443154,TP
development,H1,CONF2_FORCED,2022-W11,2022-03-14 00:00:00+00:00,2022-03-16 17:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-03-16 18:00:00+00:00,2022-03-16 18:00:00+00:00,40417.8,39891.20714285714,41065.64625714286,0.013028736278146196,-0.014528736278146269,SL
development,H1,CONF2_FORCED,2022-W12,2022-03-21 00:00:00+00:00,2022-03-21 06:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-03-21 07:00:00+00:00,2022-03-21 08:00:00+00:00,40832.8,41173.93285714286,40369.168742857146,0.00835438317095223,-0.009854383170952273,SL
development,H1,CONF2_FORCED,2022-W13,2022-03-28 00:00:00+00:00,2022-03-29 14:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2022-03-29 15:00:00+00:00,2022-03-29 15:00:00+00:00,47777.0,47513.0,48184.331000000006,0.005525671348138215,-0.007025671348138194,SL
development,H1,CONF2_FORCED,2022-W14,2022-04-04 00:00:00+00:00,2022-04-07 13:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-04-07 14:00:00+00:00,2022-04-07 15:00:00+00:00,43630.0,43297.34285714286,44093.54714285714,0.007624504764087616,-0.009124504764087603,SL
development,H1,CONF2_FORCED,2022-W15,2022-04-11 00:00:00+00:00,2022-04-15 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2022-04-15 13:00:00+00:00,2022-04-15 14:00:00+00:00,40139.7,40391.97857142857,39767.00232857143,0.006285013874756701,-0.007785013874756773,SL
development,H1,CONF2_FORCED,2022-W16,2022-04-18 00:00:00+00:00,2022-04-18 13:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2022-04-18 14:00:00+00:00,2022-04-18 17:00:00+00:00,39312.3,39634.58571428571,38872.07738571429,0.00819808849356852,-0.0096980884935684,SL
development,H1,CONF2_FORCED,2022-W17,2022-04-25 00:00:00+00:00,2022-04-25 04:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-04-25 05:00:00+00:00,2022-04-25 06:00:00+00:00,39123.0,39460.05714285714,38668.57385714286,0.008615319450378117,0.010115319450378081,TP
development,H1,CONF2_FORCED,2022-W18,2022-05-02 00:00:00+00:00,2022-05-02 08:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2022-05-02 09:00:00+00:00,2022-05-02 11:00:00+00:00,38911.2,38586.52857142857,39352.60502857142,0.008343906858987326,-0.009843906858987337,SL
development,H1,CONF2_FORCED,2022-W19,2022-05-09 00:00:00+00:00,2022-05-12 09:00:00+00:00,SHORT,CONFLUENCE,3,,"ORB,FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2022-05-12 10:00:00+00:00,2022-05-12 11:00:00+00:00,28043.3,29125.02142857143,26877.44867142857,0.038573257375966064,-0.040073257375966065,SL
development,H1,CONF2_FORCED,2022-W20,2022-05-16 00:00:00+00:00,2022-05-20 12:00:00+00:00,SHORT,FALLBACK,1,,FIB,"{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": null, ""SR"": null}",2022-05-20 13:00:00+00:00,2022-05-20 14:00:00+00:00,30247.0,30550.52142857143,29852.73757142857,0.010034761416716668,0.011534761416716667,TP
development,H1,CONF2_FORCED,2022-W21,2022-05-23 00:00:00+00:00,2022-05-24 17:00:00+00:00,LONG,CONFLUENCE,3,"ORB,FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2022-05-24 18:00:00+00:00,2022-05-24 23:00:00+00:00,29334.7,29057.564285714285,29699.83981428572,0.009447368280081768,0.010947368280081861,TP
development,H1,CONF2_FORCED,2022-W22,2022-05-30 00:00:00+00:00,2022-05-30 01:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-05-30 02:00:00+00:00,2022-05-30 02:00:00+00:00,29761.5,29575.42142857143,30036.86307142857,0.006252325031620427,0.0077523250316203236,TP
development,H1,CONF2_FORCED,2022-W23,2022-06-06 00:00:00+00:00,2022-06-06 15:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2022-06-06 16:00:00+00:00,2022-06-06 16:00:00+00:00,31529.7,31267.52142857143,31886.467671428567,0.008315289121957113,-0.009815289121957114,SL
development,H1,CONF2_FORCED,2022-W24,2022-06-13 00:00:00+00:00,2022-06-15 07:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2022-06-15 08:00:00+00:00,2022-06-15 09:00:00+00:00,20707.5,21214.12142857143,20138.756071428572,0.024465600800262156,0.025965600800262167,TP
development,H1,CONF2_FORCED,2022-W25,2022-06-20 00:00:00+00:00,2022-06-20 21:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-06-20 22:00:00+00:00,2022-06-21 05:00:00+00:00,20412.6,20866.814285714285,19897.147914285713,0.022251662488575,-0.02375166248857491,SL
development,H1,CONF2_FORCED,2022-W26,2022-06-27 00:00:00+00:00,2022-06-27 21:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2022-06-27 22:00:00+00:00,2022-06-28 02:00:00+00:00,20789.1,20996.064285714285,20519.76841428571,0.009955423068544874,0.011455423068544914,TP
development,H1,CONF2_FORCED,2022-W27,2022-07-04 00:00:00+00:00,2022-07-07 13:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-07-07 14:00:00+00:00,2022-07-07 14:00:00+00:00,20532.6,20394.707142857143,20732.090657142857,0.006715801074528147,0.008215801074528186,TP
development,H1,CONF2_FORCED,2022-W28,2022-07-11 00:00:00+00:00,2022-07-11 13:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-07-11 14:00:00+00:00,2022-07-11 17:00:00+00:00,20367.0,20558.128571428573,20114.770428571428,0.009384227987851506,-0.010884227987851545,SL
development,H1,CONF2_FORCED,2022-W29,2022-07-18 00:00:00+00:00,2022-07-22 12:00:00+00:00,SHORT,FALLBACK,1,,SR,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": ""SHORT""}",2022-07-22 13:00:00+00:00,2022-07-22 15:00:00+00:00,23577.8,23795.35,23289.5166,0.009226899880395968,0.010726899880395937,TP
development,H1,CONF2_FORCED,2022-W30,2022-07-25 00:00:00+00:00,2022-07-29 12:00:00+00:00,LONG,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2022-07-29 13:00:00+00:00,2022-07-29 14:00:00+00:00,23513.9,23257.128571428573,23841.21312857143,0.010919984714208542,0.012419984714208633,TP
development,H1,CONF2_FORCED,2022-W31,2022-08-01 00:00:00+00:00,2022-08-01 12:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2022-08-01 13:00:00+00:00,2022-08-01 13:00:00+00:00,23129.1,23298.97142857143,22889.84127142857,0.007344489347680158,-0.008844489347680172,SL
development,H1,CONF2_FORCED,2022-W32,2022-08-08 00:00:00+00:00,2022-08-10 05:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-08-10 06:00:00+00:00,2022-08-10 08:00:00+00:00,22893.9,23046.407142857144,22672.711157142858,0.006661475015490731,-0.008161475015490747,SL
development,H1,CONF2_FORCED,2022-W33,2022-08-15 00:00:00+00:00,2022-08-19 12:00:00+00:00,LONG,FALLBACK,1,SR,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": ""LONG""}",2022-08-19 13:00:00+00:00,2022-08-19 19:00:00+00:00,21517.0,21200.32857142857,21898.22242857143,0.014717266745895278,-0.016217266745895353,SL
development,H1,CONF2_FORCED,2022-W34,2022-08-22 00:00:00+00:00,2022-08-22 14:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2022-08-22 15:00:00+00:00,2022-08-22 15:00:00+00:00,21192.4,21379.050000000003,20942.1728,0.00880740265378155,-0.01030740265378166,SL
development,H1,CONF2_FORCED,2022-W35,2022-08-29 00:00:00+00:00,2022-08-31 16:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-08-31 17:00:00+00:00,2022-08-31 19:00:00+00:00,20029.6,20216.064285714285,19783.046914285715,0.009309436319960758,-0.01080943631996084,SL
development,H1,CONF2_FORCED,2022-W36,2022-09-05 00:00:00+00:00,2022-09-05 02:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-09-05 03:00:00+00:00,2022-09-05 05:00:00+00:00,19842.1,19715.242857142857,20028.48344285714,0.006393332502968077,-0.00789333250296803,SL
development,H1,CONF2_FORCED,2022-W37,2022-09-12 00:00:00+00:00,2022-09-12 16:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-09-12 17:00:00+00:00,2022-09-13 04:00:00+00:00,22209.9,21978.014285714286,22508.415414285715,0.010440646481331044,0.0015526927181122598,TIME
development,H1,CONF2_FORCED,2022-W38,2022-09-19 00:00:00+00:00,2022-09-22 16:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2022-09-22 17:00:00+00:00,2022-09-22 19:00:00+00:00,19030.1,18809.971428571425,19307.31887142857,0.011567389106130374,0.013067389106130424,TP
development,H1,CONF2_FORCED,2022-W39,2022-09-26 00:00:00+00:00,2022-09-26 06:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-09-26 07:00:00+00:00,2022-09-26 07:00:00+00:00,18690.2,18839.985714285714,18484.343685714288,0.00801413116423123,-0.00951413116423122,SL
development,H1,CONF2_FORCED,2022-W40,2022-10-03 00:00:00+00:00,2022-10-04 09:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-10-04 10:00:00+00:00,2022-10-04 13:00:00+00:00,19932.8,19790.5,20134.8984,0.007138986996307595,0.008638986996307553,TP
development,H1,CONF2_FORCED,2022-W41,2022-10-10 00:00:00+00:00,2022-10-10 10:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-10-10 11:00:00+00:00,2022-10-10 11:00:00+00:00,19267.6,19360.492857142857,19116.904342857142,0.004821195018728702,-0.006321195018728685,SL
development,H1,CONF2_FORCED,2022-W42,2022-10-17 00:00:00+00:00,2022-10-18 07:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2022-10-18 08:00:00+00:00,2022-10-18 08:00:00+00:00,19655.8,19563.02142857143,19807.54597142857,0.004720162569245289,-0.006220162569245234,SL
development,H1,CONF2_FORCED,2022-W43,2022-10-24 00:00:00+00:00,2022-10-26 13:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-10-26 14:00:00+00:00,2022-10-26 14:00:00+00:00,20542.9,20366.4,20781.028700000003,0.008591776234124686,0.010091776234124663,TP
development,H1,CONF2_FORCED,2022-W44,2022-10-31 00:00:00+00:00,2022-10-31 00:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-10-31 01:00:00+00:00,2022-10-31 09:00:00+00:00,20532.7,20641.942857142858,20361.859042857144,0.0053204331209659225,-0.006820433120965972,SL
development,H1,CONF2_FORCED,2022-W45,2022-11-07 00:00:00+00:00,2022-11-07 02:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-11-07 03:00:00+00:00,2022-11-07 06:00:00+00:00,20977.4,21080.928571428572,20810.93922857143,0.00493524323455582,0.006435243234555745,TP
development,H1,CONF2_FORCED,2022-W46,2022-11-14 00:00:00+00:00,2022-11-15 15:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2022-11-15 16:00:00+00:00,2022-11-15 18:00:00+00:00,16977.7,16798.514285714286,17207.818814285714,0.010554180736243098,-0.012054180736243146,SL
development,H1,CONF2_FORCED,2022-W47,2022-11-21 00:00:00+00:00,2022-11-23 19:00:00+00:00,SHORT,CONFLUENCE,2,,"SR,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": null, ""SR"": ""SHORT""}",2022-11-23 20:00:00+00:00,2022-11-23 20:00:00+00:00,16466.8,16610.442857142858,16273.756742857142,0.00872317980074191,-0.010223179800742109,SL
development,H1,CONF2_FORCED,2022-W48,2022-11-28 00:00:00+00:00,2022-11-30 21:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2022-11-30 22:00:00+00:00,2022-12-01 09:00:00+00:00,17095.7,16988.607142857145,17254.079957142858,0.006264315421003957,-0.0008916598910839167,TIME
development,H1,CONF2_FORCED,2022-W49,2022-12-05 00:00:00+00:00,2022-12-05 18:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2022-12-05 19:00:00+00:00,2022-12-05 19:00:00+00:00,17040.1,17126.921428571426,16902.15827142857,0.005095124357922097,0.006595124357922146,TP
development,H1,CONF2_FORCED,2022-W50,2022-12-12 00:00:00+00:00,2022-12-13 07:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2022-12-13 08:00:00+00:00,2022-12-13 09:00:00+00:00,17156.9,17097.935714285715,17267.334985714286,0.00343676804750781,0.004936768047507702,TP
development,H1,CONF2_FORCED,2022-W51,2022-12-19 00:00:00+00:00,2022-12-23 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2022-12-23 13:00:00+00:00,2022-12-23 13:00:00+00:00,16864.7,16909.47142857143,16769.33447142857,0.0026547420690215965,-0.004154742069021498,SL
development,H1,CONF2_FORCED,2022-W52,2022-12-26 00:00:00+00:00,2022-12-26 17:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2022-12-26 18:00:00+00:00,2022-12-26 23:00:00+00:00,16827.0,16856.964285714286,16746.554714285714,0.0017807265534133378,-0.0032807265534133255,SL
development,H1,CONF2_FORCED,2023-W01,2023-01-02 00:00:00+00:00,2023-01-02 05:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2023-01-02 06:00:00+00:00,2023-01-02 07:00:00+00:00,16640.1,16601.478571428568,16728.641728571427,0.0023209853649574755,0.003820985364957398,TP
development,H1,CONF2_FORCED,2023-W02,2023-01-09 00:00:00+00:00,2023-01-10 10:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2023-01-10 11:00:00+00:00,2023-01-10 12:00:00+00:00,17264.6,17216.52857142857,17364.465228571426,0.0027843928368701458,-0.004284392836870153,SL
development,H1,CONF2_FORCED,2023-W03,2023-01-16 00:00:00+00:00,2023-01-16 04:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2023-01-16 05:00:00+00:00,2023-01-16 08:00:00+00:00,21160.2,20964.042857142857,21419.837742857148,0.009270098716323234,-0.010770098716323338,SL
development,H1,CONF2_FORCED,2023-W04,2023-01-23 00:00:00+00:00,2023-01-23 12:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2023-01-23 13:00:00+00:00,2023-01-23 13:00:00+00:00,22909.9,22785.878571428573,23102.65112857143,0.0054134425978039635,-0.006913442597803963,SL
development,H1,CONF2_FORCED,2023-W05,2023-01-30 00:00:00+00:00,2023-01-31 05:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2023-01-31 06:00:00+00:00,2023-01-31 07:00:00+00:00,22748.2,22915.8,22512.3554,0.0073676158992799475,-0.008867615899279922,SL
development,H1,CONF2_FORCED,2023-W06,2023-02-06 00:00:00+00:00,2023-02-07 03:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2023-02-07 04:00:00+00:00,2023-02-07 09:00:00+00:00,22870.9,23004.45,22668.7373,0.005839297972532783,-0.007339297972532797,SL
development,H1,CONF2_FORCED,2023-W07,2023-02-13 00:00:00+00:00,2023-02-13 13:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2023-02-13 14:00:00+00:00,2023-02-13 16:00:00+00:00,21564.6,21694.921428571426,21369.58477142857,0.006043303774307352,0.007543303774307399,TP
development,H1,CONF2_FORCED,2023-W08,2023-02-20 00:00:00+00:00,2023-02-20 18:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2023-02-20 19:00:00+00:00,2023-02-21 02:00:00+00:00,24822.0,24598.735714285714,25119.730285714286,0.008994613073655849,0.010494613073655902,TP
development,H1,CONF2_FORCED,2023-W09,2023-02-27 00:00:00+00:00,2023-02-27 08:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2023-02-27 09:00:00+00:00,2023-02-27 13:00:00+00:00,23348.4,23485.428571428572,23141.32622857143,0.0058688634522524675,-0.007368863452252348,SL
development,H1,CONF2_FORCED,2023-W10,2023-03-06 00:00:00+00:00,2023-03-08 12:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2023-03-08 13:00:00+00:00,2023-03-08 15:00:00+00:00,22007.1,22121.064285714285,21827.114414285712,0.00517852355441136,-0.006678523554411285,SL
development,H1,CONF2_FORCED,2023-W11,2023-03-13 00:00:00+00:00,2023-03-14 12:00:00+00:00,LONG,CONFLUENCE,3,"ORB,FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2023-03-14 13:00:00+00:00,2023-03-14 13:00:00+00:00,25870.0,25493.5,26324.109999999997,0.014553536915345961,0.01605353691534589,TP
development,H1,CONF2_FORCED,2023-W12,2023-03-20 00:00:00+00:00,2023-03-21 11:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2023-03-21 12:00:00+00:00,2023-03-21 14:00:00+00:00,28026.1,27765.964285714283,28370.314014285712,0.009281909159166444,-0.01078190915916649,SL
development,H1,CONF2_FORCED,2023-W13,2023-03-27 00:00:00+00:00,2023-03-27 13:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2023-03-27 14:00:00+00:00,2023-03-27 14:00:00+00:00,27677.0,27829.214285714286,27441.75471428571,0.005499667077872836,0.006999667077872975,TP
development,H1,CONF2_FORCED,2023-W14,2023-04-03 00:00:00+00:00,2023-04-03 18:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2023-04-03 19:00:00+00:00,2023-04-03 20:00:00+00:00,28141.1,27915.25714285714,28451.366157142857,0.008025374173108297,-0.009525374173108335,SL
