partition,regime,clock_block,obs_start,obs_end,H,L,range,ext15_px,k1_ts,k1_start,direct_break,break_ts,break_complete_ts,retest_ts,retest_complete_ts,retest_class,accepted_retest,terminal_ts,terminal_type,ext15_success,minutes_break_to_retest,minutes_accept_to_ext15
external,SIDEWAYS,20-00,2020-01-01 20:00:00+00:00,2020-01-02 00:00:00+00:00,7248.0,7210.81,37.1899999999996,7205.231500000001,2020-01-01 22:15:00+00:00,2020-01-01 22:10:00+00:00,True,2020-01-01 22:30:00+00:00,2020-01-01 22:35:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2020-01-02 00:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,SIDEWAYS,04-08,2020-01-02 04:00:00+00:00,2020-01-02 08:00:00+00:00,7209.59,7121.0,88.59000000000015,7107.7115,2020-01-02 04:05:00+00:00,2020-01-02 04:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-02 08:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,12-16,2020-01-02 12:00:00+00:00,2020-01-02 16:00:00+00:00,7175.0,7106.75,68.25,7096.5125,2020-01-02 13:55:00+00:00,2020-01-02 13:50:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-02 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,20-00,2020-01-03 20:00:00+00:00,2020-01-04 00:00:00+00:00,7407.28,7276.35,130.92999999999938,7256.7105,2020-01-03 21:55:00+00:00,2020-01-03 21:50:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-04 00:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,08-12,2020-01-04 08:00:00+00:00,2020-01-04 12:00:00+00:00,7368.47,7310.0,58.470000000000255,7301.2295,2020-01-04 11:00:00+00:00,2020-01-04 10:55:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-04 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,12-16,2020-01-07 12:00:00+00:00,2020-01-07 16:00:00+00:00,7969.0,7860.0,109.0,7843.65,2020-01-07 12:30:00+00:00,2020-01-07 12:25:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-07 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,16-20,2020-01-07 16:00:00+00:00,2020-01-07 20:00:00+00:00,7918.19,7746.0,172.1899999999996,7720.1715,2020-01-07 16:05:00+00:00,2020-01-07 16:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-07 20:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,08-12,2020-01-08 08:00:00+00:00,2020-01-08 12:00:00+00:00,8381.87,8280.0,101.8700000000008,8264.7195,2020-01-08 08:05:00+00:00,2020-01-08 08:00:00+00:00,True,2020-01-08 08:10:00+00:00,2020-01-08 08:15:00+00:00,2020-01-08 08:15:00+00:00,2020-01-08 08:20:00+00:00,RETEST_RECLAIMED,False,2020-01-08 08:20:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BULL,16-20,2020-01-08 16:00:00+00:00,2020-01-08 20:00:00+00:00,8427.97,8201.1,226.86999999999898,8167.0695000000005,2020-01-08 16:35:00+00:00,2020-01-08 16:30:00+00:00,True,2020-01-08 16:35:00+00:00,2020-01-08 16:40:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2020-01-08 20:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,BULL,04-08,2020-01-09 04:00:00+00:00,2020-01-09 08:00:00+00:00,8060.0,7932.0,128.0,7912.8,2020-01-09 04:15:00+00:00,2020-01-09 04:10:00+00:00,True,2020-01-09 06:10:00+00:00,2020-01-09 06:15:00+00:00,2020-01-09 06:15:00+00:00,2020-01-09 06:20:00+00:00,RETEST_RECLAIMED,False,2020-01-09 06:20:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BULL,08-12,2020-01-09 08:00:00+00:00,2020-01-09 12:00:00+00:00,7980.73,7898.0,82.72999999999956,7885.5905,2020-01-09 09:05:00+00:00,2020-01-09 09:00:00+00:00,True,2020-01-09 09:05:00+00:00,2020-01-09 09:10:00+00:00,2020-01-09 09:10:00+00:00,2020-01-09 09:15:00+00:00,RETEST_RECLAIMED,False,2020-01-09 09:15:00+00:00,RETEST_RECLAIMED,False,0.0,
external,SIDEWAYS,16-20,2020-01-09 16:00:00+00:00,2020-01-09 20:00:00+00:00,7948.11,7874.23,73.88000000000011,7863.147999999999,2020-01-09 16:10:00+00:00,2020-01-09 16:05:00+00:00,True,2020-01-09 16:10:00+00:00,2020-01-09 16:15:00+00:00,2020-01-09 19:30:00+00:00,2020-01-09 19:35:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-01-09 19:40:00+00:00,AMBIGUOUS_EXTENSION_RECLAIM,False,195.0,
external,BULL,04-08,2020-01-11 04:00:00+00:00,2020-01-11 08:00:00+00:00,8261.33,8131.93,129.39999999999964,8112.52,2020-01-11 04:25:00+00:00,2020-01-11 04:20:00+00:00,True,2020-01-11 04:25:00+00:00,2020-01-11 04:30:00+00:00,2020-01-11 04:30:00+00:00,2020-01-11 04:35:00+00:00,RETEST_RECLAIMED,False,2020-01-11 04:35:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BULL,16-20,2020-01-12 16:00:00+00:00,2020-01-12 20:00:00+00:00,8186.0,8117.2,68.80000000000018,8106.88,2020-01-12 16:45:00+00:00,2020-01-12 16:40:00+00:00,True,2020-01-12 16:50:00+00:00,2020-01-12 16:55:00+00:00,2020-01-12 17:00:00+00:00,2020-01-12 17:05:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-01-12 17:05:00+00:00,EXT15,True,5.0,0.0
external,BULL,12-16,2020-01-13 12:00:00+00:00,2020-01-13 16:00:00+00:00,8135.93,8063.92,72.01000000000022,8053.1185000000005,2020-01-13 12:20:00+00:00,2020-01-13 12:15:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-13 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,16-20,2020-01-15 16:00:00+00:00,2020-01-15 20:00:00+00:00,8921.2,8727.0,194.20000000000073,8697.869999999999,2020-01-15 16:10:00+00:00,2020-01-15 16:05:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-15 20:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,00-04,2020-01-18 00:00:00+00:00,2020-01-18 04:00:00+00:00,8968.0,8869.68,98.31999999999971,8854.932,2020-01-18 00:05:00+00:00,2020-01-18 00:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-18 04:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,00-04,2020-01-19 00:00:00+00:00,2020-01-19 04:00:00+00:00,8968.0,8901.0,67.0,8890.95,2020-01-19 00:15:00+00:00,2020-01-19 00:10:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-19 04:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,08-12,2020-01-19 08:00:00+00:00,2020-01-19 12:00:00+00:00,9173.17,9047.95,125.21999999999935,9029.167000000001,2020-01-19 11:00:00+00:00,2020-01-19 10:55:00+00:00,True,2020-01-19 11:00:00+00:00,2020-01-19 11:05:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2020-01-19 12:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,SIDEWAYS,08-12,2020-01-20 08:00:00+00:00,2020-01-20 12:00:00+00:00,8699.55,8636.22,63.32999999999993,8626.7205,2020-01-20 08:50:00+00:00,2020-01-20 08:45:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-20 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,12-16,2020-01-20 12:00:00+00:00,2020-01-20 16:00:00+00:00,8686.0,8601.0,85.0,8588.25,2020-01-20 12:25:00+00:00,2020-01-20 12:20:00+00:00,True,2020-01-20 12:25:00+00:00,2020-01-20 12:30:00+00:00,2020-01-20 12:40:00+00:00,2020-01-20 12:45:00+00:00,RETEST_RECLAIMED,False,2020-01-20 12:45:00+00:00,RETEST_RECLAIMED,False,10.0,
external,SIDEWAYS,16-20,2020-01-22 16:00:00+00:00,2020-01-22 20:00:00+00:00,8679.98,8639.4,40.57999999999993,8633.313,2020-01-22 16:40:00+00:00,2020-01-22 16:35:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-22 20:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,12-16,2020-01-23 12:00:00+00:00,2020-01-23 16:00:00+00:00,8625.0,8404.68,220.3199999999997,8371.632,2020-01-23 12:05:00+00:00,2020-01-23 12:00:00+00:00,True,2020-01-23 13:10:00+00:00,2020-01-23 13:15:00+00:00,2020-01-23 13:15:00+00:00,2020-01-23 13:20:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-01-23 13:30:00+00:00,RECLAIM_ABOVE_L,False,0.0,
external,SIDEWAYS,16-20,2020-01-23 16:00:00+00:00,2020-01-23 20:00:00+00:00,8508.0,8334.72,173.28000000000065,8308.728,2020-01-23 16:45:00+00:00,2020-01-23 16:40:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-23 20:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,08-12,2020-01-24 08:00:00+00:00,2020-01-24 12:00:00+00:00,8361.96,8305.61,56.349999999998545,8297.157500000001,2020-01-24 09:30:00+00:00,2020-01-24 09:25:00+00:00,True,2020-01-24 09:35:00+00:00,2020-01-24 09:40:00+00:00,2020-01-24 09:40:00+00:00,2020-01-24 09:45:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-01-24 09:45:00+00:00,EXT15,True,0.0,0.0
external,BEAR,20-00,2020-01-24 20:00:00+00:00,2020-01-25 00:00:00+00:00,8528.0,8450.0,78.0,8438.3,2020-01-24 22:15:00+00:00,2020-01-24 22:10:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-01-25 00:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,12-16,2020-01-25 12:00:00+00:00,2020-01-25 16:00:00+00:00,8390.0,8310.0,80.0,8298.0,2020-01-25 12:50:00+00:00,2020-01-25 12:45:00+00:00,True,2020-01-25 12:50:00+00:00,2020-01-25 12:55:00+00:00,2020-01-25 13:00:00+00:00,2020-01-25 13:05:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-01-25 13:15:00+00:00,RECLAIM_ABOVE_L,False,5.0,
external,BULL,08-12,2020-01-28 08:00:00+00:00,2020-01-28 12:00:00+00:00,9149.09,8977.61,171.47999999999956,8951.888,2020-01-28 08:30:00+00:00,2020-01-28 08:25:00+00:00,True,2020-01-28 10:00:00+00:00,2020-01-28 10:05:00+00:00,2020-01-28 10:05:00+00:00,2020-01-28 10:10:00+00:00,RETEST_RECLAIMED,False,2020-01-28 10:10:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BULL,00-04,2020-01-30 00:00:00+00:00,2020-01-30 04:00:00+00:00,9460.52,9295.62,164.89999999999964,9270.885,2020-01-30 00:05:00+00:00,2020-01-30 00:00:00+00:00,True,2020-01-30 00:10:00+00:00,2020-01-30 00:15:00+00:00,2020-01-30 00:15:00+00:00,2020-01-30 00:20:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-01-30 00:20:00+00:00,EXT15,True,0.0,0.0
external,BULL,00-04,2020-01-31 00:00:00+00:00,2020-01-31 04:00:00+00:00,9599.0,9481.58,117.42000000000007,9463.967,2020-01-31 01:05:00+00:00,2020-01-31 01:00:00+00:00,True,2020-01-31 01:35:00+00:00,2020-01-31 01:40:00+00:00,2020-01-31 01:40:00+00:00,2020-01-31 01:45:00+00:00,RETEST_RECLAIMED,False,2020-01-31 01:45:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BULL,04-08,2020-01-31 04:00:00+00:00,2020-01-31 08:00:00+00:00,9550.72,9410.19,140.52999999999884,9389.1105,2020-01-31 05:30:00+00:00,2020-01-31 05:25:00+00:00,True,2020-01-31 05:35:00+00:00,2020-01-31 05:40:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2020-01-31 08:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,BULL,08-12,2020-01-31 08:00:00+00:00,2020-01-31 12:00:00+00:00,9459.67,9328.22,131.45000000000073,9308.502499999999,2020-01-31 10:50:00+00:00,2020-01-31 10:45:00+00:00,True,2020-01-31 11:00:00+00:00,2020-01-31 11:05:00+00:00,2020-01-31 11:05:00+00:00,2020-01-31 11:10:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-01-31 11:15:00+00:00,RECLAIM_ABOVE_L,False,0.0,
external,BULL,00-04,2020-02-02 00:00:00+00:00,2020-02-02 04:00:00+00:00,9421.4,9354.52,66.8799999999992,9344.488000000001,2020-02-02 00:35:00+00:00,2020-02-02 00:30:00+00:00,True,2020-02-02 00:35:00+00:00,2020-02-02 00:40:00+00:00,2020-02-02 00:40:00+00:00,2020-02-02 00:45:00+00:00,RETEST_RECLAIMED,False,2020-02-02 00:45:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BULL,08-12,2020-02-03 08:00:00+00:00,2020-02-03 12:00:00+00:00,9432.61,9353.49,79.1200000000008,9341.622,2020-02-03 09:55:00+00:00,2020-02-03 09:50:00+00:00,True,2020-02-03 09:55:00+00:00,2020-02-03 10:00:00+00:00,2020-02-03 10:30:00+00:00,2020-02-03 10:35:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-03 10:35:00+00:00,EXT15,True,30.0,0.0
external,SIDEWAYS,12-16,2020-02-03 12:00:00+00:00,2020-02-03 16:00:00+00:00,9407.0,9304.0,103.0,9288.55,2020-02-03 15:30:00+00:00,2020-02-03 15:25:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-03 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,16-20,2020-02-03 16:00:00+00:00,2020-02-03 20:00:00+00:00,9378.82,9280.0,98.81999999999971,9265.177,2020-02-03 16:05:00+00:00,2020-02-03 16:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-03 20:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,04-08,2020-02-04 04:00:00+00:00,2020-02-04 08:00:00+00:00,9368.0,9271.18,96.81999999999971,9256.657000000001,2020-02-04 04:55:00+00:00,2020-02-04 04:50:00+00:00,True,2020-02-04 05:00:00+00:00,2020-02-04 05:05:00+00:00,2020-02-04 05:10:00+00:00,2020-02-04 05:15:00+00:00,RETEST_RECLAIMED,False,2020-02-04 05:15:00+00:00,RETEST_RECLAIMED,False,5.0,
external,SIDEWAYS,08-12,2020-02-04 08:00:00+00:00,2020-02-04 12:00:00+00:00,9327.82,9226.4,101.42000000000007,9211.187,2020-02-04 09:20:00+00:00,2020-02-04 09:15:00+00:00,True,2020-02-04 09:20:00+00:00,2020-02-04 09:25:00+00:00,2020-02-04 09:30:00+00:00,2020-02-04 09:35:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-04 09:45:00+00:00,EXT15,True,5.0,10.0
external,SIDEWAYS,12-16,2020-02-04 12:00:00+00:00,2020-02-04 16:00:00+00:00,9305.0,9114.0,191.0,9085.35,2020-02-04 12:45:00+00:00,2020-02-04 12:40:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-04 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,00-04,2020-02-06 00:00:00+00:00,2020-02-06 04:00:00+00:00,9738.0,9600.96,137.04000000000087,9580.403999999999,2020-02-06 00:15:00+00:00,2020-02-06 00:10:00+00:00,True,2020-02-06 00:15:00+00:00,2020-02-06 00:20:00+00:00,2020-02-06 00:20:00+00:00,2020-02-06 00:25:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-06 00:25:00+00:00,EXT15,True,0.0,0.0
external,BULL,08-12,2020-02-06 08:00:00+00:00,2020-02-06 12:00:00+00:00,9705.0,9617.07,87.93000000000029,9603.8805,2020-02-06 08:05:00+00:00,2020-02-06 08:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-06 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,20-00,2020-02-06 20:00:00+00:00,2020-02-07 00:00:00+00:00,9849.0,9723.5,125.5,9704.675,2020-02-06 22:40:00+00:00,2020-02-06 22:35:00+00:00,True,2020-02-06 22:45:00+00:00,2020-02-06 22:50:00+00:00,2020-02-06 22:50:00+00:00,2020-02-06 22:55:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-06 22:55:00+00:00,EXT15,True,0.0,0.0
external,BULL,04-08,2020-02-07 04:00:00+00:00,2020-02-07 08:00:00+00:00,9867.3,9762.0,105.29999999999927,9746.205,2020-02-07 04:20:00+00:00,2020-02-07 04:15:00+00:00,True,2020-02-07 04:20:00+00:00,2020-02-07 04:25:00+00:00,2020-02-07 04:25:00+00:00,2020-02-07 04:30:00+00:00,RETEST_RECLAIMED,False,2020-02-07 04:30:00+00:00,RETEST_RECLAIMED,False,0.0,
external,BULL,12-16,2020-02-07 12:00:00+00:00,2020-02-07 16:00:00+00:00,9900.0,9772.08,127.92000000000007,9752.892,2020-02-07 12:15:00+00:00,2020-02-07 12:10:00+00:00,True,2020-02-07 12:40:00+00:00,2020-02-07 12:45:00+00:00,2020-02-07 12:50:00+00:00,2020-02-07 12:55:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-07 13:05:00+00:00,RECLAIM_ABOVE_L,False,5.0,
external,BULL,20-00,2020-02-09 20:00:00+00:00,2020-02-10 00:00:00+00:00,10138.43,10071.01,67.42000000000007,10060.897,2020-02-09 20:45:00+00:00,2020-02-09 20:40:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-10 00:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,00-04,2020-02-11 00:00:00+00:00,2020-02-11 04:00:00+00:00,9908.0,9825.88,82.1200000000008,9813.562,2020-02-11 00:25:00+00:00,2020-02-11 00:20:00+00:00,True,2020-02-11 00:25:00+00:00,2020-02-11 00:30:00+00:00,2020-02-11 00:35:00+00:00,2020-02-11 00:40:00+00:00,RETEST_RECLAIMED,False,2020-02-11 00:40:00+00:00,RETEST_RECLAIMED,False,5.0,
external,SIDEWAYS,04-08,2020-02-11 04:00:00+00:00,2020-02-11 08:00:00+00:00,9874.77,9733.0,141.77000000000044,9711.7345,2020-02-11 04:10:00+00:00,2020-02-11 04:05:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-11 08:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,20-00,2020-02-11 20:00:00+00:00,2020-02-12 00:00:00+00:00,10409.96,10204.38,205.57999999999993,10173.543,2020-02-11 21:50:00+00:00,2020-02-11 21:45:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-12 00:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,00-04,2020-02-14 00:00:00+00:00,2020-02-14 04:00:00+00:00,10275.0,10200.0,75.0,10188.75,2020-02-14 00:20:00+00:00,2020-02-14 00:15:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-14 04:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,04-08,2020-02-14 04:00:00+00:00,2020-02-14 08:00:00+00:00,10299.0,10192.55,106.45000000000073,10176.582499999999,2020-02-14 05:30:00+00:00,2020-02-14 05:25:00+00:00,True,2020-02-14 05:55:00+00:00,2020-02-14 06:00:00+00:00,2020-02-14 06:05:00+00:00,2020-02-14 06:10:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-14 06:10:00+00:00,EXT15,True,5.0,0.0
external,BULL,12-16,2020-02-15 12:00:00+00:00,2020-02-15 16:00:00+00:00,10288.14,10230.0,58.13999999999942,10221.279,2020-02-15 12:05:00+00:00,2020-02-15 12:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-15 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,08-12,2020-02-16 08:00:00+00:00,2020-02-16 12:00:00+00:00,10042.06,9942.0,100.05999999999949,9926.991,2020-02-16 11:00:00+00:00,2020-02-16 10:55:00+00:00,True,2020-02-16 11:05:00+00:00,2020-02-16 11:10:00+00:00,2020-02-16 11:10:00+00:00,2020-02-16 11:15:00+00:00,RETEST_RECLAIMED,False,2020-02-16 11:15:00+00:00,RETEST_RECLAIMED,False,0.0,
