partition,trigger,onset_ts,entry_ts,side,onset_market_state,onset_regime,entry_price,exit_ts,exit_price,exit_reason,samebar_sl,hold_min,gross_return,net_return,net_pnl_usd
development,T0_ONSET,2023-02-04 23:30:00+00:00,2023-02-04 23:30:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,24.556,2023-02-04 23:40:00+00:00,24.31044,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2023-02-05 02:45:00+00:00,2023-02-05 02:45:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,24.255,2023-02-05 06:45:00+00:00,24.431,TIME,False,240.0,-0.007256235827664437,-0.008756235827664436,-4.378117913832218
development,T0_ONSET,2023-02-05 10:30:00+00:00,2023-02-05 10:30:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,24.253,2023-02-05 12:45:00+00:00,24.01047,TP,False,135.0,0.009999999999999898,0.008499999999999898,4.249999999999949
development,T0_ONSET,2023-02-05 12:45:00+00:00,2023-02-05 12:45:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,24.023,2023-02-05 12:55:00+00:00,23.78277,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2023-02-07 11:45:00+00:00,2023-02-07 11:45:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,23.375,2023-02-07 14:40:00+00:00,23.14125,TP,False,175.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2023-02-07 15:15:00+00:00,2023-02-07 15:15:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,23.084,2023-02-07 17:25:00+00:00,22.85316,TP,False,130.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2023-02-07 17:30:00+00:00,2023-02-07 17:30:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,22.794,2023-02-07 17:45:00+00:00,23.02194,SL,False,15.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2023-02-08 11:30:00+00:00,2023-02-08 11:30:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,23.74,2023-02-08 14:35:00+00:00,23.502599999999997,SL,False,185.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2023-02-08 15:45:00+00:00,2023-02-08 15:45:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,23.395,2023-02-08 16:10:00+00:00,23.16105,TP,False,25.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2023-02-11 15:00:00+00:00,2023-02-11 15:00:00+00:00,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,20.566,2023-02-11 16:40:00+00:00,20.360339999999997,SL,False,100.0,-0.01000000000000012,-0.01150000000000012,-5.7500000000000595
development,T0_ONSET,2023-02-11 17:45:00+00:00,2023-02-11 17:45:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,20.319,2023-02-11 21:45:00+00:00,20.488,TIME,False,240.0,-0.008317338451695466,-0.009817338451695466,-4.908669225847733
development,T0_ONSET,2023-02-12 01:00:00+00:00,2023-02-12 01:00:00+00:00,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,20.693,2023-02-12 05:00:00+00:00,20.7,TIME,False,240.0,0.00033827864495239446,-0.0011617213550476056,-0.5808606775238028
development,T0_ONSET,2023-02-12 05:00:00+00:00,2023-02-12 05:00:00+00:00,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,20.7,2023-02-12 07:00:00+00:00,20.907,TP,False,120.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2023-02-12 08:30:00+00:00,2023-02-12 08:30:00+00:00,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,20.867,2023-02-12 12:05:00+00:00,21.075670000000002,TP,False,215.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2023-02-12 12:15:00+00:00,2023-02-12 12:15:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,21.002,2023-02-12 13:30:00+00:00,20.79198,TP,False,75.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2023-02-12 15:30:00+00:00,2023-02-12 15:30:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,21.251,2023-02-12 15:50:00+00:00,21.463510000000003,SL,False,20.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2023-02-12 21:15:00+00:00,2023-02-12 21:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,22.028,2023-02-12 21:30:00+00:00,21.80772,SL,False,15.0,-0.009999999999999898,-0.011499999999999897,-5.7499999999999485
