partition,exec_min,execution_utc,execution_start,entry_bar_start,entry_px,exit_ts,exit_px_0,exit_reason,pnl_0,pnl_5,H,L,candidate_id,baseline_exit_ts,baseline_exit_reason,baseline_pnl_0,baseline_pnl_5,leave_bar,leave_close,eligible_start,h_revisited_before_exit,exit_earlier_than_baseline
external,300,05:00,2020-03-09 05:00:00+00:00,2020-03-09 06:35:00+00:00,204.595,2020-03-09 06:45:00+00:00,204.85,EARLY_STRUCTURAL_FAILURE,0.22318238471126273,-0.2771906111754149,207.4,196.18,external|05:00|2020-03-09T05:00:00+00:00|2020-03-09T06:35:00+00:00,2020-03-09 11:00:00+00:00,TIME_EXIT,-2.856071751509081,-3.3533670321171822,2020-03-09 06:20:00+00:00,205.98,2020-03-09 06:25:00+00:00,False,True
external,300,05:00,2020-03-24 05:00:00+00:00,2020-03-24 07:25:00+00:00,135.9425,2020-03-24 07:35:00+00:00,135.94,EARLY_STRUCTURAL_FAILURE,-0.4091950640895844,-0.9089359985582798,137.12,132.41,external|05:00|2020-03-24T05:00:00+00:00|2020-03-24T07:25:00+00:00,2020-03-24 08:20:00+00:00,TARGET,8.261750372400135,8.007546599100591,2020-03-24 07:15:00+00:00,136.35,2020-03-24 07:20:00+00:00,False,True
external,300,05:00,2020-04-24 05:00:00+00:00,2020-04-24 08:15:00+00:00,188.33749999999998,2020-04-24 08:40:00+00:00,187.83,EARLY_STRUCTURAL_FAILURE,-1.7473153248820812,-2.2457188078156993,189.45,185.0,external|05:00|2020-04-24T05:00:00+00:00|2020-04-24T08:15:00+00:00,2020-04-24 11:00:00+00:00,TIME_EXIT,-0.7384880865466844,-1.237899892557059,2020-04-24 08:00:00+00:00,188.03,2020-04-24 08:05:00+00:00,False,True
external,300,05:00,2020-05-06 05:00:00+00:00,2020-05-06 08:40:00+00:00,207.2875,2020-05-06 08:50:00+00:00,207.43,EARLY_STRUCTURAL_FAILURE,-0.0562744979797799,-0.5563681766424408,209.07,201.94,external|05:00|2020-05-06T05:00:00+00:00|2020-05-06T08:40:00+00:00,2020-05-06 11:00:00+00:00,TIME_EXIT,3.9237049990955124,3.4196333299310715,2020-05-06 08:10:00+00:00,208.29,2020-05-06 08:15:00+00:00,False,True
external,300,05:00,2020-05-12 05:00:00+00:00,2020-05-12 05:45:00+00:00,188.35500000000002,2020-05-12 05:55:00+00:00,188.41,EARLY_STRUCTURAL_FAILURE,-0.25399909744898663,-0.7538951503251342,189.34,185.4,external|05:00|2020-05-12T05:00:00+00:00|2020-05-12T05:45:00+00:00,2020-05-12 09:05:00+00:00,TARGET,4.829486873191469,4.576998374004448,2020-05-12 05:40:00+00:00,188.52,2020-05-12 05:45:00+00:00,False,True
external,300,05:00,2020-05-19 05:00:00+00:00,2020-05-19 10:10:00+00:00,213.57999999999998,2020-05-19 10:20:00+00:00,213.81,EARLY_STRUCTURAL_FAILURE,0.1384399288322905,-0.36184836694856914,215.0,209.32,external|05:00|2020-05-19T05:00:00+00:00|2020-05-19T10:10:00+00:00,2020-05-19 11:00:00+00:00,TIME_EXIT,0.349133814027636,-0.1513650703442334,2020-05-19 08:25:00+00:00,214.32,2020-05-19 08:30:00+00:00,False,True
external,300,05:00,2020-06-10 05:00:00+00:00,2020-06-10 06:00:00+00:00,244.485,2020-06-10 06:10:00+00:00,244.01,EARLY_STRUCTURAL_FAILURE,-1.371429740065921,-1.8702089207354606,244.91,243.21,external|05:00|2020-06-10T05:00:00+00:00|2020-06-10T06:00:00+00:00,2020-06-10 07:25:00+00:00,CLOSE_INVALIDATION,-2.6394011902571175,-3.1369130331453827,2020-06-10 05:50:00+00:00,244.28,2020-06-10 05:55:00+00:00,False,True
external,300,05:00,2020-06-19 05:00:00+00:00,2020-06-19 09:25:00+00:00,230.04749999999999,2020-06-19 09:35:00+00:00,229.91,EARLY_STRUCTURAL_FAILURE,-0.6988513241830027,-1.1983027471472614,231.39,226.02,external|05:00|2020-06-19T05:00:00+00:00|2020-06-19T09:25:00+00:00,2020-06-19 11:00:00+00:00,TIME_EXIT,0.21400362968522246,-0.2863601920334743,2020-06-19 09:20:00+00:00,230.51,2020-06-19 09:25:00+00:00,False,True
external,300,05:00,2020-07-01 05:00:00+00:00,2020-07-01 06:00:00+00:00,225.5025,2020-07-01 06:10:00+00:00,225.26,EARLY_STRUCTURAL_FAILURE,-0.937688052238916,-1.4369007578338029,226.0,224.01,external|05:00|2020-07-01T05:00:00+00:00|2020-07-01T06:00:00+00:00,2020-07-01 08:25:00+00:00,TARGET,1.806183966918296,1.5552063637364726,2020-07-01 05:45:00+00:00,225.88,2020-07-01 05:50:00+00:00,False,True
external,300,05:00,2020-07-03 05:00:00+00:00,2020-07-03 08:20:00+00:00,227.43,2020-07-03 08:30:00+00:00,227.43,EARLY_STRUCTURAL_FAILURE,-0.4,-0.8997501249374703,228.13,225.33,external|05:00|2020-07-03T05:00:00+00:00|2020-07-03T08:20:00+00:00,2020-07-03 09:45:00+00:00,CLOSE_INVALIDATION,-4.159398496240629,-4.655391101441686,2020-07-03 08:10:00+00:00,227.71,2020-07-03 08:15:00+00:00,False,True
external,300,05:00,2020-08-28 05:00:00+00:00,2020-08-28 05:20:00+00:00,386.58500000000004,2020-08-28 05:30:00+00:00,386.91,EARLY_STRUCTURAL_FAILURE,0.020347400959641937,-0.479822861310086,388.8,379.94,external|05:00|2020-08-28T05:00:00+00:00|2020-08-28T05:20:00+00:00,2020-08-28 06:40:00+00:00,TARGET,5.329658419235006,5.076919959255477,2020-08-28 05:05:00+00:00,387.22,2020-08-28 05:10:00+00:00,False,True
external,300,05:00,2020-10-15 05:00:00+00:00,2020-10-15 06:00:00+00:00,378.29999999999995,2020-10-15 06:10:00+00:00,377.4,EARLY_STRUCTURAL_FAILURE,-1.5895321173671646,-2.0880933046560797,379.28,375.36,external|05:00|2020-10-15T05:00:00+00:00|2020-10-15T06:00:00+00:00,2020-10-15 06:40:00+00:00,TARGET,2.1905366111552698,1.9393669276914332,2020-10-15 05:55:00+00:00,378.73,2020-10-15 06:00:00+00:00,False,True
external,300,05:00,2020-12-21 05:00:00+00:00,2020-12-21 08:15:00+00:00,645.04,2020-12-21 08:25:00+00:00,643.55,EARLY_STRUCTURAL_FAILURE,-1.554967133821183,-2.053562868819791,648.76,633.88,external|05:00|2020-12-21T05:00:00+00:00|2020-12-21T08:15:00+00:00,2020-12-21 09:00:00+00:00,CLOSE_INVALIDATION,-7.329802802926933,-7.8226265882312855,2020-12-21 08:05:00+00:00,644.47,2020-12-21 08:10:00+00:00,False,True
external,300,05:00,2020-12-25 05:00:00+00:00,2020-12-25 07:00:00+00:00,613.3425,2020-12-25 07:10:00+00:00,612.17,EARLY_STRUCTURAL_FAILURE,-1.3558281058299477,-1.8546228803368199,616.29,604.5,external|05:00|2020-12-25T05:00:00+00:00|2020-12-25T07:00:00+00:00,2020-12-25 08:10:00+00:00,TARGET,4.405634698394456,4.153358019384723,2020-12-25 06:45:00+00:00,614.47,2020-12-25 06:50:00+00:00,False,True
external,300,05:00,2020-12-31 05:00:00+00:00,2020-12-31 07:35:00+00:00,749.6324999999999,2020-12-31 07:45:00+00:00,750.0,EARLY_STRUCTURAL_FAILURE,-0.1548798911466417,-0.6548750136942002,757.0,727.53,external|05:00|2020-12-31T05:00:00+00:00|2020-12-31T07:35:00+00:00,2020-12-31 11:00:00+00:00,TIME_EXIT,1.5793031918974303,1.0775747529249817,2020-12-31 07:15:00+00:00,751.9,2020-12-31 07:20:00+00:00,False,True
external,300,05:00,2021-02-01 05:00:00+00:00,2021-02-01 07:10:00+00:00,1316.155,2021-02-01 11:00:00+00:00,1327.14,TIME_EXIT,3.7731407015132006,3.2692195214017565,1331.54,1270.0,external|05:00|2021-02-01T05:00:00+00:00|2021-02-01T07:10:00+00:00,2021-02-01 11:00:00+00:00,TIME_EXIT,3.7731407015132006,3.2692195214017565,2021-02-01 06:45:00+00:00,1310.13,2021-02-01 06:50:00+00:00,True,False
external,300,05:00,2021-02-24 05:00:00+00:00,2021-02-24 06:15:00+00:00,1616.365,2021-02-24 06:25:00+00:00,1634.78,EARLY_STRUCTURAL_FAILURE,5.296423765671698,4.7909800637570665,1654.79,1501.09,external|05:00|2021-02-24T05:00:00+00:00|2021-02-24T06:15:00+00:00,2021-02-24 09:20:00+00:00,TARGET,23.372477132330886,23.1107217714452,2021-02-24 05:10:00+00:00,1644.61,2021-02-24 05:15:00+00:00,False,True
