anchor_hour_wib,local_date,weekday,reference_start_utc,reference_end_utc,execution_start_utc,execution_end_utc,H,L,R,qualified,reason,hi_visits,lo_visits,k1_start,k1_signal,leave,leave_start,leave_ts,terminal,terminal_start,minutes_leave_to_h2
18,2022-01-01,Saturday,2022-01-01 11:00:00+00:00,2022-01-01 15:00:00+00:00,2022-01-01 15:00:00+00:00,2022-01-01 19:00:00+00:00,518.3,513.51,4.789999999999964,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-01 15:30:00+00:00,
18,2022-01-02,Sunday,2022-01-02 11:00:00+00:00,2022-01-02 15:00:00+00:00,2022-01-02 15:00:00+00:00,2022-01-02 19:00:00+00:00,524.9,521.6,3.2999999999999545,True,,1,0,2022-01-02 15:10:00+00:00,2022-01-02 15:15:00+00:00,True,2022-01-02 15:30:00+00:00,2022-01-02 15:35:00+00:00,H2_ARRIVAL,2022-01-02 15:40:00+00:00,10.0
18,2022-01-03,Monday,2022-01-03 11:00:00+00:00,2022-01-03 15:00:00+00:00,2022-01-03 15:00:00+00:00,2022-01-03 19:00:00+00:00,533.0,527.68,5.32000000000005,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2022-01-03 15:05:00+00:00,
18,2022-01-04,Tuesday,2022-01-04 11:00:00+00:00,2022-01-04 15:00:00+00:00,2022-01-04 15:00:00+00:00,2022-01-04 19:00:00+00:00,519.85,512.33,7.519999999999982,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-04 18:30:00+00:00,
18,2022-01-05,Wednesday,2022-01-05 11:00:00+00:00,2022-01-05 15:00:00+00:00,2022-01-05 15:00:00+00:00,2022-01-05 19:00:00+00:00,514.88,508.62,6.259999999999991,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-05 17:50:00+00:00,
18,2022-01-06,Thursday,2022-01-06 11:00:00+00:00,2022-01-06 15:00:00+00:00,2022-01-06 15:00:00+00:00,2022-01-06 19:00:00+00:00,471.66,459.06,12.600000000000023,True,,1,0,2022-01-06 15:35:00+00:00,2022-01-06 15:40:00+00:00,True,2022-01-06 15:40:00+00:00,2022-01-06 15:45:00+00:00,H2_ARRIVAL,2022-01-06 15:55:00+00:00,15.0
18,2022-01-07,Friday,2022-01-07 11:00:00+00:00,2022-01-07 15:00:00+00:00,2022-01-07 15:00:00+00:00,2022-01-07 19:00:00+00:00,457.0,440.17,16.829999999999984,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2022-01-07 15:50:00+00:00,
18,2022-01-08,Saturday,2022-01-08 11:00:00+00:00,2022-01-08 15:00:00+00:00,2022-01-08 15:00:00+00:00,2022-01-08 19:00:00+00:00,456.94,450.5,6.439999999999998,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-08 15:00:00+00:00,
18,2022-01-09,Sunday,2022-01-09 11:00:00+00:00,2022-01-09 15:00:00+00:00,2022-01-09 15:00:00+00:00,2022-01-09 19:00:00+00:00,436.84,431.0,5.839999999999975,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-09 15:10:00+00:00,
18,2022-01-10,Monday,2022-01-10 11:00:00+00:00,2022-01-10 15:00:00+00:00,2022-01-10 15:00:00+00:00,2022-01-10 19:00:00+00:00,436.08,406.46,29.620000000000005,False,NO_K1,0,0,,,False,,,NO_K1,,
18,2022-01-11,Tuesday,2022-01-11 11:00:00+00:00,2022-01-11 15:00:00+00:00,2022-01-11 15:00:00+00:00,2022-01-11 19:00:00+00:00,452.34,445.57,6.769999999999982,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-11 15:00:00+00:00,
18,2022-01-12,Wednesday,2022-01-12 11:00:00+00:00,2022-01-12 15:00:00+00:00,2022-01-12 15:00:00+00:00,2022-01-12 19:00:00+00:00,482.8,462.08,20.720000000000027,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-12 15:10:00+00:00,
18,2022-01-13,Thursday,2022-01-13 11:00:00+00:00,2022-01-13 15:00:00+00:00,2022-01-13 15:00:00+00:00,2022-01-13 19:00:00+00:00,487.83,476.28,11.550000000000011,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-13 15:15:00+00:00,
18,2022-01-14,Friday,2022-01-14 11:00:00+00:00,2022-01-14 15:00:00+00:00,2022-01-14 15:00:00+00:00,2022-01-14 19:00:00+00:00,479.73,466.39,13.340000000000032,True,,1,0,2022-01-14 15:05:00+00:00,2022-01-14 15:10:00+00:00,False,,,BREAK_DURING_K1,2022-01-14 15:15:00+00:00,
18,2022-01-15,Saturday,2022-01-15 11:00:00+00:00,2022-01-15 15:00:00+00:00,2022-01-15 15:00:00+00:00,2022-01-15 19:00:00+00:00,497.37,486.52,10.850000000000023,True,,1,0,2022-01-15 15:10:00+00:00,2022-01-15 15:15:00+00:00,False,,,BREAK_DURING_K1,2022-01-15 15:15:00+00:00,
