partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,F05,T10,F25,filled,cancel_reason,fill_ts,entry_px,actual_reward_px,actual_risk_px,actual_rr,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes
external,BULL,20-00,2021-11-10 20:00:00+00:00,2021-11-11 00:00:00+00:00,2021-11-10 20:20:00+00:00,68841.6,66625.0,2216.600000000006,66735.83,66403.34,67179.15,True,,2021-11-10 20:20:00+00:00,66910.49,507.15000000000873,268.65999999998894,1.887701928087656,2021-11-10 20:50:00+00:00,66403.34,TP_T10,0.0075795290095769545,3.3897645047884772,30.0
external,BEAR,00-04,2021-11-12 00:00:00+00:00,2021-11-12 04:00:00+00:00,2021-11-12 00:20:00+00:00,65364.41,64788.0,576.4100000000035,64816.8205,64730.359,64932.1025,True,,2021-11-12 00:20:00+00:00,64816.8205,86.46150000000489,115.28199999999924,0.7500000000000473,2021-11-12 00:30:00+00:00,64932.1025,SL_F25,-0.0017785815334770893,-1.2892907667385447,10.0
external,BEAR,16-20,2021-11-14 16:00:00+00:00,2021-11-14 20:00:00+00:00,2021-11-14 17:55:00+00:00,64832.74,64024.6,808.1399999999994,64065.007,63943.786,64226.634999999995,True,,2021-11-14 17:55:00+00:00,64149.17,205.3839999999982,77.46499999999651,2.651313496417833,2021-11-14 18:00:00+00:00,64226.634999999995,SL_F25,-0.0012075760294325945,-1.0037880147162972,5.0
external,BEAR,04-08,2021-11-18 04:00:00+00:00,2021-11-18 08:00:00+00:00,2021-11-18 04:20:00+00:00,60999.0,59865.61,1133.3899999999994,59922.279500000004,59752.271,60148.957500000004,True,,2021-11-18 04:20:00+00:00,59922.279500000004,170.00850000000355,226.67799999999988,0.7500000000000161,2021-11-18 04:35:00+00:00,59752.271,TP_T10,0.0028371500787116007,1.0185750393558002,15.0
external,BEAR,08-12,2021-11-18 08:00:00+00:00,2021-11-18 12:00:00+00:00,2021-11-18 08:55:00+00:00,60122.57,59533.54,589.0299999999988,59562.991500000004,59474.637,59680.7975,True,,2021-11-18 08:55:00+00:00,59562.991500000004,88.35450000000128,117.80599999999686,0.7500000000000309,2021-11-18 09:00:00+00:00,59680.7975,SL_F25,-0.0019778388733211437,-1.3889194366605717,5.0
external,BEAR,16-20,2021-11-18 16:00:00+00:00,2021-11-18 20:00:00+00:00,2021-11-18 16:40:00+00:00,59995.0,57534.99,2460.010000000002,57657.9905,57288.989,58149.9925,True,,2021-11-18 16:40:00+00:00,57657.9905,369.0014999999985,492.0020000000004,0.7499999999999963,2021-11-18 16:50:00+00:00,57288.989,TP_T10,0.006399832821090053,2.7999164105450265,10.0
external,BEAR,20-00,2021-11-18 20:00:00+00:00,2021-11-19 00:00:00+00:00,2021-11-18 23:25:00+00:00,58500.0,56600.0,1900.0,56695.0,56410.0,57075.0,True,,2021-11-18 23:25:00+00:00,56900.0,490.0,175.0,2.8,2021-11-19 00:00:00+00:00,56921.05,TIME,-0.0003699472759227225,-0.5849736379613613,35.0
external,BEAR,16-20,2021-11-20 16:00:00+00:00,2021-11-20 20:00:00+00:00,2021-11-20 16:25:00+00:00,58851.91,57532.0,1319.9100000000035,57597.9955,57400.009,57861.9775,True,,2021-11-20 16:25:00+00:00,57598.33,198.32100000000355,263.6474999999991,0.7522202941427634,2021-11-20 16:35:00+00:00,57861.9775,SL_F25,-0.004577346252920859,-2.6886731264604293,10.0
external,SIDEWAYS,08-12,2021-11-26 08:00:00+00:00,2021-11-26 12:00:00+00:00,2021-11-26 08:15:00+00:00,58068.0,56680.18,1387.8199999999997,56749.571,56541.398,57027.135,True,,2021-11-26 08:15:00+00:00,56803.26,261.862000000001,223.875,1.1696795086543874,2021-11-26 08:20:00+00:00,56417.65,TP_GAP_OPEN,0.006788518827968686,2.9942594139843433,5.0
external,BEAR,04-08,2021-12-04 04:00:00+00:00,2021-12-04 08:00:00+00:00,2021-12-04 04:50:00+00:00,53889.69,52002.79,1886.9000000000012,52097.135,51814.1,52474.515,True,,2021-12-04 04:50:00+00:00,52160.99,346.8899999999994,313.52500000000146,1.1064189458575802,2021-12-04 04:55:00+00:00,50483.85,TP_GAP_OPEN,0.03215314740000141,15.676573700000704,5.0
external,SIDEWAYS,04-08,2021-12-08 04:00:00+00:00,2021-12-08 08:00:00+00:00,2021-12-08 04:45:00+00:00,50789.38,50105.0,684.3799999999974,50139.219,50036.562,50276.095,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,
external,BEAR,16-20,2021-12-13 16:00:00+00:00,2021-12-13 20:00:00+00:00,2021-12-13 16:30:00+00:00,48990.57,47000.0,1990.57,47099.5285,46800.943,47497.6425,True,,2021-12-13 16:30:00+00:00,47099.5285,298.58550000000105,398.1140000000014,0.75,2021-12-13 16:40:00+00:00,46800.943,TP_T10,0.006339458366340144,2.7697291831700723,10.0
external,BULL,20-00,2021-12-24 20:00:00+00:00,2021-12-25 00:00:00+00:00,2021-12-24 22:25:00+00:00,51805.0,50720.0,1085.0,50774.25,50611.5,50991.25,True,,2021-12-24 22:25:00+00:00,50861.24,249.73999999999796,130.01000000000204,1.920929159295393,2021-12-24 22:50:00+00:00,50611.5,TP_T10,0.004910222401184045,2.0551112005920227,25.0
external,BULL,20-00,2021-12-27 20:00:00+00:00,2021-12-28 00:00:00+00:00,2021-12-27 20:25:00+00:00,52134.0,51200.0,934.0,51246.7,51106.6,51433.5,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
external,BEAR,20-00,2021-12-30 20:00:00+00:00,2021-12-31 00:00:00+00:00,2021-12-30 21:10:00+00:00,47911.68,47058.19,853.489999999998,47100.8645,46972.841,47271.5625,True,,2021-12-30 21:10:00+00:00,47100.8645,128.02350000000297,170.69799999999668,0.750000000000032,2021-12-30 21:20:00+00:00,47271.5625,SL_F25,-0.0036240948401275452,-2.2120474200637728,10.0
development,BEAR,00-04,2022-01-03 00:00:00+00:00,2022-01-03 04:00:00+00:00,2022-01-03 03:55:00+00:00,47469.46,46815.75,653.7099999999991,46848.4355,46750.379,46979.1775,True,,2022-01-03 03:55:00+00:00,46851.48,101.10100000000239,127.69749999999476,0.7917226257366553,2022-01-03 04:00:00+00:00,46802.86,TIME,0.0010377473667854808,0.1188736833927404,5.0
development,BEAR,16-20,2022-01-17 16:00:00+00:00,2022-01-17 20:00:00+00:00,2022-01-17 16:25:00+00:00,42768.95,42345.78,423.1699999999983,42366.9385,42303.462999999996,42451.5725,True,,2022-01-17 16:25:00+00:00,42431.5,128.0370000000039,20.072500000002037,6.378727114210532,2022-01-17 16:35:00+00:00,42303.462999999996,TP_T10,0.003017498792171003,1.1087493960855013,10.0
development,BEAR,12-16,2022-01-18 12:00:00+00:00,2022-01-18 16:00:00+00:00,2022-01-18 14:40:00+00:00,42040.0,41379.39,660.6100000000006,41412.4205,41313.329,41544.542499999996,True,,2022-01-18 14:40:00+00:00,41412.4205,99.09150000000227,132.12199999999575,0.7500000000000413,2022-01-18 14:45:00+00:00,41544.542499999996,SL_F25,-0.0031903954998234348,-1.9951977499117173,5.0
development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,39045.0,37805.0,1240.0,37867.0,37681.0,38115.0,True,,2022-01-21 20:20:00+00:00,37951.9,270.90000000000146,163.09999999999854,1.6609442060086075,2022-01-21 20:45:00+00:00,38115.0,SL_F25,-0.004297545050445393,-2.5487725252226965,25.0
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,37538.666,37666.045,True,,2022-01-29 09:25:00+00:00,37634.29,95.62400000000343,31.75499999999738,3.011305306251341,2022-01-29 09:35:00+00:00,37666.045,SL_F25,-0.0008437783733929186,-0.8218891866964593,10.0
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,41312.888999999996,41452.7525,True,,2022-02-05 08:45:00+00:00,41400.35,87.46100000000297,52.40250000000378,1.6690234244548763,2022-02-05 08:50:00+00:00,41452.7525,SL_F25,-0.0012657501687788578,-1.032875084389429,5.0
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,43909.71799999999,44447.534999999996,True,,2022-02-08 08:40:00+00:00,44140.210999999996,230.4930000000022,307.3240000000005,0.7500000000000059,2022-02-08 08:55:00+00:00,43909.71799999999,TP_T10,0.005221837294796852,2.210918647398426,15.0
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,42706.336,43111.16,True,,2022-02-08 17:40:00+00:00,42879.832,173.49599999999919,231.32800000000134,0.7499999999999921,2022-02-08 18:15:00+00:00,43111.16,SL_F25,-0.005394797255735548,-3.097398627867774,35.0
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,41876.069,42471.2125,True,,2022-02-11 23:15:00+00:00,42157.04,280.97099999999773,314.1725000000006,0.8943207951045913,2022-02-12 00:00:00+00:00,42366.0,TIME,-0.004956704740180978,-2.878352370090489,45.0
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,42098.214,42307.5,True,,2022-02-13 17:20:00+00:00,42187.908,89.69400000000314,119.59199999999691,0.7500000000000456,2022-02-13 18:05:00+00:00,42307.5,SL_F25,-0.0028347459181905133,-1.8173729590952568,45.0
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,43855.42,44148.649999999994,True,,2022-02-16 02:40:00+00:00,43981.09,125.66999999999825,167.55999999999767,0.75,2022-02-16 04:00:00+00:00,43970.9,TIME,0.00023169048334170555,-0.2841547583291473,80.0
development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,40938.0,40073.1,864.9000000000015,40116.345,39986.61,40289.325,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BEAR,00-04,2022-02-20 00:00:00+00:00,2022-02-20 04:00:00+00:00,2022-02-20 03:40:00+00:00,40119.0,39777.0,342.0,39794.1,39742.8,39862.5,True,,2022-02-20 03:40:00+00:00,39828.5,85.69999999999709,34.0,2.520588235294032,2022-02-20 03:50:00+00:00,39742.8,TP_T10,0.0021517255231805637,0.6758627615902818,10.0
development,BULL,16-20,2022-03-01 16:00:00+00:00,2022-03-01 20:00:00+00:00,2022-03-01 17:10:00+00:00,44935.0,43324.8,1610.199999999997,43405.310000000005,43163.780000000006,43727.350000000006,True,,2022-03-01 17:10:00+00:00,43405.310000000005,241.52999999999884,322.0400000000009,0.7499999999999943,2022-03-01 17:50:00+00:00,43727.350000000006,SL_F25,-0.007419368736221463,-4.109684368110732,40.0
development,BULL,00-04,2022-03-03 00:00:00+00:00,2022-03-03 04:00:00+00:00,2022-03-03 02:15:00+00:00,44345.0,43661.8,683.1999999999971,43695.96000000001,43593.48,43832.600000000006,True,,2022-03-03 02:15:00+00:00,43719.0,125.5199999999968,113.60000000000582,1.1049295774647039,2022-03-03 02:35:00+00:00,43593.48,TP_T10,0.002871062924586491,1.0355314622932452,20.0
development,BEAR,08-12,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 08:20:00+00:00,39300.0,39051.6,248.40000000000143,39064.02,39026.759999999995,39113.7,True,,2022-03-13 08:20:00+00:00,39064.02,37.26000000000204,49.68000000000029,0.7500000000000366,2022-03-13 08:30:00+00:00,39026.759999999995,TP_T10,0.0009538188849995992,0.07690944249979953,10.0
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 16:35:00+00:00,41188.0,40232.3,955.6999999999972,40280.08500000001,40136.73,40471.225000000006,True,,2022-03-16 16:35:00+00:00,40280.08500000001,143.3550000000032,191.13999999999942,0.750000000000019,2022-03-16 17:05:00+00:00,40136.73,TP_T10,0.003558954753943622,1.3794773769718112,30.0
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:45:00+00:00,41998.0,41728.8,269.1999999999971,41742.26,41701.880000000005,41796.100000000006,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 12:55:00+00:00,41481.1,41055.8,425.2999999999956,41077.065,41013.270000000004,41162.125,True,,2022-03-21 12:55:00+00:00,41119.5,106.22999999999593,42.625,2.4921994134896406,2022-03-21 13:00:00+00:00,41162.125,SL_F25,-0.001036612799280147,-0.9183063996400735,5.0
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 04:35:00+00:00,42518.0,41842.4,675.5999999999985,41876.18,41774.840000000004,42011.3,True,,2022-03-23 04:35:00+00:00,41876.18,101.33999999999651,135.12000000000262,0.7499999999999596,2022-03-23 05:15:00+00:00,41774.840000000004,TP_T10,0.0024199915082989067,0.8099957541494532,40.0
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 10:55:00+00:00,45485.8,45100.3,385.5,45119.575000000004,45061.75,45196.675,True,,2022-04-06 10:55:00+00:00,45158.7,96.94999999999709,37.97500000000582,2.5529953917046013,2022-04-06 11:05:00+00:00,45061.75,TP_T10,0.002146873138509237,0.6734365692546186,10.0
development,BEAR,00-04,2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,2022-04-07 01:10:00+00:00,44040.7,43110.0,930.6999999999972,43156.535,43016.93,43342.675,True,,2022-04-07 01:10:00+00:00,43156.535,139.6050000000032,186.13999999999942,0.7500000000000195,2022-04-07 01:20:00+00:00,43016.93,TP_T10,0.003234851917560184,1.2174259587800922,10.0
development,BEAR,20-00,2022-04-08 20:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-08 22:35:00+00:00,43707.2,42298.2,1409.0,42368.649999999994,42157.299999999996,42650.45,True,,2022-04-08 22:35:00+00:00,42368.649999999994,211.34999999999854,281.8000000000029,0.7499999999999871,2022-04-08 23:05:00+00:00,42157.299999999996,TP_T10,0.004988358137443571,2.0941790687217856,30.0
development,BEAR,16-20,2022-04-11 16:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-11 16:35:00+00:00,41245.9,40536.0,709.9000000000015,40571.495,40465.01,40713.475,True,,2022-04-11 16:35:00+00:00,40591.6,126.58999999999651,121.875,1.0386871794871508,2022-04-11 16:50:00+00:00,40713.475,SL_F25,-0.003002468491017846,-1.901234245508923,15.0
development,BEAR,12-16,2022-04-15 12:00:00+00:00,2022-04-15 16:00:00+00:00,2022-04-15 14:35:00+00:00,40400.0,40005.6,394.4000000000015,40025.32,39966.159999999996,40104.2,True,,2022-04-15 14:35:00+00:00,40036.4,70.24000000000524,67.79999999999563,1.0359882005901144,2022-04-15 14:45:00+00:00,40104.2,SL_F25,-0.0016934589523532493,-1.2467294761766246,10.0
development,BEAR,08-12,2022-04-16 08:00:00+00:00,2022-04-16 12:00:00+00:00,2022-04-16 08:40:00+00:00,40544.1,40350.0,194.09999999999852,40359.705,40330.59,40398.525,True,,2022-04-16 08:40:00+00:00,40359.705,29.11500000000524,38.81999999999971,0.7500000000001406,2022-04-16 09:00:00+00:00,40330.59,TP_T10,0.0007213878297674683,-0.039306085116265876,20.0
development,SIDEWAYS,16-20,2022-04-17 16:00:00+00:00,2022-04-17 20:00:00+00:00,2022-04-17 17:15:00+00:00,40574.1,40164.0,410.09999999999854,40184.505,40122.99,40266.525,True,,2022-04-17 17:15:00+00:00,40220.2,97.20999999999913,46.325000000004366,2.098434970318186,2022-04-17 18:00:00+00:00,40122.99,TP_T10,0.002416944719320121,0.8084723596600606,45.0
development,BULL,16-20,2022-04-20 16:00:00+00:00,2022-04-20 20:00:00+00:00,2022-04-20 18:50:00+00:00,42160.0,41037.3,1122.699999999997,41093.435000000005,40925.030000000006,41317.975000000006,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BEAR,08-12,2022-04-22 08:00:00+00:00,2022-04-22 12:00:00+00:00,2022-04-22 10:15:00+00:00,40786.1,40264.6,521.5,40290.674999999996,40212.45,40394.975,True,,2022-04-22 10:15:00+00:00,40290.674999999996,78.22499999999854,104.30000000000291,0.7499999999999651,2022-04-22 10:20:00+00:00,40394.975,SL_F25,-0.002588688325524527,-1.6943441627622637,5.0
development,BEAR,12-16,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-24 13:20:00+00:00,39777.0,39524.1,252.90000000000143,39536.744999999995,39498.81,39587.325,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,SIDEWAYS,12-16,2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 13:25:00+00:00,39878.0,39340.0,538.0,39366.9,39286.2,39474.5,True,,2022-04-28 13:25:00+00:00,39374.1,87.90000000000146,100.40000000000146,0.8754980079681293,2022-04-28 13:30:00+00:00,39474.5,SL_F25,-0.0025498995532596672,-1.6749497766298336,5.0
development,BEAR,12-16,2022-04-30 12:00:00+00:00,2022-04-30 16:00:00+00:00,2022-04-30 13:10:00+00:00,38678.8,38514.0,164.8000000000029,38522.24,38497.52,38555.2,True,,2022-04-30 13:10:00+00:00,38547.0,49.4800000000032,8.19999999999709,6.034146341465947,2022-04-30 13:15:00+00:00,38555.2,SL_F25,-0.00021272731989511738,-0.5063636599475587,5.0
development,BEAR,16-20,2022-05-01 16:00:00+00:00,2022-05-01 20:00:00+00:00,2022-05-01 19:15:00+00:00,38680.6,37812.0,868.5999999999985,37855.43,37725.14,38029.15,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,SIDEWAYS,08-12,2022-05-02 08:00:00+00:00,2022-05-02 12:00:00+00:00,2022-05-02 11:50:00+00:00,39155.0,38572.8,582.1999999999971,38601.91,38514.58,38718.350000000006,True,,2022-05-02 11:50:00+00:00,38601.91,87.33000000000175,116.44000000000233,0.75,2022-05-02 12:00:00+00:00,38514.58,TP_T10,0.0022623232891844404,0.7311616445922201,10.0
development,SIDEWAYS,16-20,2022-05-02 16:00:00+00:00,2022-05-02 20:00:00+00:00,2022-05-02 18:25:00+00:00,39222.0,38218.0,1004.0,38268.2,38117.6,38469.0,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,SIDEWAYS,12-16,2022-05-03 12:00:00+00:00,2022-05-03 16:00:00+00:00,2022-05-03 13:55:00+00:00,38659.7,38250.0,409.6999999999971,38270.485,38209.03,38352.425,True,,2022-05-03 13:55:00+00:00,38319.9,110.87000000000262,32.525000000001455,3.408762490391934,2022-05-03 14:00:00+00:00,38352.425,SL_F25,-0.0008487757013980062,-0.8243878506990031,5.0
development,BULL,08-12,2022-05-05 08:00:00+00:00,2022-05-05 12:00:00+00:00,2022-05-05 08:50:00+00:00,39845.0,39515.8,329.1999999999971,39532.26,39482.880000000005,39598.100000000006,True,,2022-05-05 08:50:00+00:00,39532.26,49.37999999999738,65.84000000000378,0.7499999999999171,2022-05-05 09:00:00+00:00,39482.880000000005,TP_T10,0.0012491064259922751,0.2245532129961375,10.0
development,BEAR,08-12,2022-05-06 08:00:00+00:00,2022-05-06 12:00:00+00:00,2022-05-06 11:20:00+00:00,36535.9,35800.0,735.9000000000015,35836.795,35726.41,35983.975,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BEAR,12-16,2022-05-09 12:00:00+00:00,2022-05-09 16:00:00+00:00,2022-05-09 14:45:00+00:00,33789.2,32620.0,1169.199999999997,32678.46,32503.08,32912.3,True,,2022-05-09 14:45:00+00:00,32705.4,202.3199999999997,206.90000000000146,0.9778637022716206,2022-05-09 15:00:00+00:00,32503.08,TP_T10,0.006186134399823873,2.6930671999119364,15.0
development,BEAR,00-04,2022-05-10 00:00:00+00:00,2022-05-10 04:00:00+00:00,2022-05-10 00:15:00+00:00,31888.5,30003.6,1884.9000000000012,30097.844999999998,29815.109999999997,30474.824999999997,True,,2022-05-10 00:15:00+00:00,30275.8,460.6900000000023,199.02499999999782,2.314734329858095,2022-05-10 00:30:00+00:00,29815.109999999997,TP_T10,0.015216443496125696,7.208221748062847,15.0
development,BULL,08-12,2022-05-25 08:00:00+00:00,2022-05-25 12:00:00+00:00,2022-05-25 11:20:00+00:00,30209.3,29658.4,550.8999999999978,29685.945,29603.31,29796.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BEAR,12-16,2022-06-04 12:00:00+00:00,2022-06-04 16:00:00+00:00,2022-06-04 13:05:00+00:00,29794.1,29575.0,219.09999999999852,29585.955,29553.09,29629.774999999998,True,,2022-06-04 13:05:00+00:00,29596.9,43.81000000000131,32.87499999999636,1.332623574144674,2022-06-04 13:10:00+00:00,29629.774999999998,SL_F25,-0.0011107582213000808,-0.9553791106500404,5.0
development,BEAR,00-04,2022-06-09 00:00:00+00:00,2022-06-09 04:00:00+00:00,2022-06-09 00:40:00+00:00,30515.8,30090.0,425.7999999999993,30111.29,30047.42,30196.45,True,,2022-06-09 00:40:00+00:00,30137.5,90.08000000000175,58.95000000000073,1.528074639525032,2022-06-09 00:50:00+00:00,30196.45,SL_F25,-0.001956034840315246,-1.378017420157623,10.0
development,BEAR,12-16,2022-06-12 12:00:00+00:00,2022-06-12 16:00:00+00:00,2022-06-12 13:45:00+00:00,27698.0,27324.5,373.5,27343.175,27287.15,27417.875,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BULL,20-00,2022-06-21 20:00:00+00:00,2022-06-22 00:00:00+00:00,2022-06-21 20:40:00+00:00,21540.0,20863.6,676.4000000000015,20897.42,20795.96,21032.699999999997,True,,2022-06-21 20:40:00+00:00,20897.42,101.45999999999913,135.27999999999884,0.75,2022-06-21 22:00:00+00:00,21032.699999999997,SL_F25,-0.006473526397038431,-3.6367631985192155,80.0
development,BULL,00-04,2022-06-22 00:00:00+00:00,2022-06-22 04:00:00+00:00,2022-06-22 00:20:00+00:00,21056.7,20535.2,521.5,20561.275,20483.05,20665.575,True,,2022-06-22 00:20:00+00:00,20561.275,78.22500000000218,104.29999999999927,0.7500000000000262,2022-06-22 00:35:00+00:00,20665.575,SL_F25,-0.0050726426255180805,-2.93632131275904,15.0
development,BULL,16-20,2022-06-26 16:00:00+00:00,2022-06-26 20:00:00+00:00,2022-06-26 17:45:00+00:00,21888.0,21180.0,708.0,21215.4,21109.2,21357.0,True,,2022-06-26 17:45:00+00:00,21221.6,112.39999999999782,135.40000000000146,0.830132939438675,2022-06-26 20:00:00+00:00,21273.6,TIME,-0.0024503336223470427,-1.6251668111735214,135.0
development,BEAR,08-12,2022-07-02 08:00:00+00:00,2022-07-02 12:00:00+00:00,2022-07-02 09:50:00+00:00,19296.2,19096.7,199.5,19106.675,19076.75,19146.575,True,,2022-07-02 09:50:00+00:00,19126.0,49.25,20.575000000000728,2.3936816524908022,2022-07-02 09:55:00+00:00,19146.575,SL_F25,-0.0010757607445362714,-0.9378803722681357,5.0
development,SIDEWAYS,12-16,2022-07-05 12:00:00+00:00,2022-07-05 16:00:00+00:00,2022-07-05 12:25:00+00:00,20209.2,19461.9,747.2999999999993,19499.265000000003,19387.170000000002,19648.725000000002,True,,2022-07-05 12:25:00+00:00,19499.265000000003,112.09500000000116,149.45999999999913,0.7500000000000122,2022-07-05 12:40:00+00:00,19387.170000000002,TP_T10,0.005748678219409867,2.4743391097049336,15.0
development,BEAR,20-00,2022-07-11 20:00:00+00:00,2022-07-12 00:00:00+00:00,2022-07-11 21:10:00+00:00,20733.8,20384.0,349.7999999999993,20401.49,20349.02,20471.45,True,,2022-07-11 21:10:00+00:00,20403.1,54.07999999999811,68.35000000000218,0.7912216532552506,2022-07-11 21:25:00+00:00,20349.02,TP_T10,0.0026505776083045277,0.9252888041522639,15.0
development,BEAR,08-12,2022-07-12 08:00:00+00:00,2022-07-12 12:00:00+00:00,2022-07-12 09:55:00+00:00,20048.9,19618.2,430.7000000000007,19639.735,19575.13,19725.875,True,,2022-07-12 09:55:00+00:00,19639.735,64.60499999999956,86.13999999999942,0.75,2022-07-12 11:20:00+00:00,19725.875,SL_F25,-0.004386006226662397,-2.593003113331198,85.0
development,BULL,12-16,2022-07-17 12:00:00+00:00,2022-07-17 16:00:00+00:00,2022-07-17 13:15:00+00:00,21545.7,21210.1,335.6000000000022,21226.879999999997,21176.539999999997,21294.0,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,SIDEWAYS,12-16,2022-07-21 12:00:00+00:00,2022-07-21 16:00:00+00:00,2022-07-21 14:40:00+00:00,23069.0,22444.0,625.0,22475.25,22381.5,22600.25,True,,2022-07-21 14:40:00+00:00,22475.25,93.75,125.0,0.75,2022-07-21 15:05:00+00:00,22600.25,SL_F25,-0.005561673396291476,-3.180836698145738,25.0
development,BULL,12-16,2022-07-28 12:00:00+00:00,2022-07-28 16:00:00+00:00,2022-07-28 12:45:00+00:00,23150.9,22809.8,341.1000000000022,22826.855,22775.69,22895.075,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BULL,00-04,2022-07-29 00:00:00+00:00,2022-07-29 04:00:00+00:00,2022-07-29 00:35:00+00:00,24194.6,23720.0,474.59999999999854,23743.73,23672.54,23838.65,True,,2022-07-29 00:35:00+00:00,23806.1,133.55999999999767,32.55000000000291,4.103225806451174,2022-07-29 00:40:00+00:00,23838.65,SL_F25,-0.0013672966172536833,-1.0836483086268416,5.0
development,SIDEWAYS,04-08,2022-08-01 04:00:00+00:00,2022-08-01 08:00:00+00:00,2022-08-01 07:45:00+00:00,23458.3,23251.0,207.29999999999927,23261.365,23230.27,23302.825,True,,2022-08-01 07:45:00+00:00,23263.1,32.82999999999811,39.72500000000218,0.826431718061581,2022-08-01 07:50:00+00:00,23302.825,SL_F25,-0.0017076399963892252,-1.2538199981946128,5.0
development,BEAR,08-12,2022-08-01 08:00:00+00:00,2022-08-01 12:00:00+00:00,2022-08-01 11:20:00+00:00,23408.7,23100.0,308.7000000000007,23115.435,23069.13,23177.175,True,,2022-08-01 11:20:00+00:00,23115.435,46.30500000000029,61.73999999999796,0.7500000000000294,2022-08-01 11:45:00+00:00,23177.175,SL_F25,-0.0026709425974461637,-1.7354712987230818,25.0
development,BULL,04-08,2022-08-06 04:00:00+00:00,2022-08-06 08:00:00+00:00,2022-08-06 05:35:00+00:00,23341.8,23140.8,201.0,23150.85,23120.7,23191.05,True,,2022-08-06 05:35:00+00:00,23156.4,35.70000000000073,34.64999999999782,1.0303030303031162,2022-08-06 06:00:00+00:00,23191.05,SL_F25,-0.0014963465823702223,-1.148173291185111,25.0
development,BULL,16-20,2022-08-06 16:00:00+00:00,2022-08-06 20:00:00+00:00,2022-08-06 17:20:00+00:00,23227.4,23146.1,81.30000000000291,23150.164999999997,23137.969999999998,23166.425,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BULL,04-08,2022-08-15 04:00:00+00:00,2022-08-15 08:00:00+00:00,2022-08-15 07:05:00+00:00,25200.0,24150.0,1050.0,24202.5,24045.0,24412.5,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
