partition,dev_block,ref_min,hour,execution_start,family,target_R,H,L,R,h1_ts,h1_break_ts,entry_ts,entry_price,entry_F,exit_ts,exit_price,exit_reason,return,pnl,return_5bps,pnl_5bps,won,won_5bps,h1_break_confirmed,invalidation_close_ts,role,candidate_scope
external,,240,18,2020-12-09 18:00:00+00:00,E0_RESTING_H,0.4,1.6519,1.6105,0.04139999999999988,2020-12-09 21:05:00+00:00,,2020-12-09 21:05:00+00:00,1.6519,1.0,2020-12-09 22:45:00+00:00,1.6684599999999998,TARGET,0.010024819904352444,5.012409952176222,0.009524819904352444,4.762409952176222,True,True,False,,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-10 18:00:00+00:00,E0_RESTING_H,0.4,1.6199,1.5409,0.07899999999999996,2020-12-10 20:10:00+00:00,,2020-12-10 20:10:00+00:00,1.6199,1.0,2020-12-11 00:45:00+00:00,1.5354,REFERENCE_INVALIDATION,-0.05216371380949425,-26.081856904747124,-0.05266371380949425,-26.331856904747124,False,False,False,2020-12-11 00:40:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-11 18:00:00+00:00,E0_RESTING_H,0.4,1.4973,1.4517,0.045600000000000085,2020-12-11 20:00:00+00:00,,2020-12-11 20:00:00+00:00,1.4973,1.0,2020-12-11 23:45:00+00:00,1.447,REFERENCE_INVALIDATION,-0.033593802177252385,-16.796901088626193,-0.034093802177252386,-17.046901088626193,False,False,False,2020-12-11 23:40:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-14 18:00:00+00:00,E0_RESTING_H,0.4,1.5797,1.5379,0.04180000000000006,2020-12-14 22:00:00+00:00,2020-12-14 22:00:00+00:00,2020-12-14 22:00:00+00:00,1.5797,1.0,2020-12-14 22:15:00+00:00,1.5682,FAILED_BREAK,-0.0072798632651769335,-3.6399316325884667,-0.007779863265176934,-3.8899316325884667,False,False,True,2020-12-14 22:10:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-16 18:00:00+00:00,E0_RESTING_H,0.4,1.7682,1.6618,0.10640000000000005,2020-12-16 23:35:00+00:00,2020-12-16 23:40:00+00:00,2020-12-16 23:35:00+00:00,1.7682,1.0,2020-12-17 00:05:00+00:00,1.81076,TARGET,0.02406967537608873,12.034837688044364,0.023569675376088728,11.784837688044364,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-18 18:00:00+00:00,E0_RESTING_H,0.4,1.6864,1.6393,0.04709999999999992,2020-12-18 22:35:00+00:00,2020-12-18 22:45:00+00:00,2020-12-18 22:35:00+00:00,1.6864,1.0,2020-12-18 23:00:00+00:00,1.6855,FAILED_BREAK,-0.0005336812144212111,-0.26684060721060554,-0.001033681214421211,-0.5168406072106055,False,False,True,2020-12-18 22:55:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-21 18:00:00+00:00,E0_RESTING_H,0.4,1.55,1.5146,0.0354000000000001,2020-12-21 19:05:00+00:00,2020-12-21 19:05:00+00:00,2020-12-21 19:05:00+00:00,1.55,1.0,2020-12-21 19:15:00+00:00,1.5477,FAILED_BREAK,-0.0014838709677419404,-0.7419354838709702,-0.0019838709677419404,-0.9919354838709702,False,False,True,2020-12-21 19:10:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-24 18:00:00+00:00,E0_RESTING_H,0.4,1.325,1.2908,0.03420000000000001,2020-12-24 20:55:00+00:00,2020-12-24 21:00:00+00:00,2020-12-24 20:55:00+00:00,1.325,1.0,2020-12-24 21:25:00+00:00,1.3386799999999999,TARGET,0.010324528301886682,5.162264150943341,0.009824528301886681,4.912264150943341,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-25 18:00:00+00:00,E0_RESTING_H,0.4,1.4111,1.3552,0.05590000000000006,2020-12-25 18:45:00+00:00,,2020-12-25 18:45:00+00:00,1.4111,1.0,2020-12-25 20:45:00+00:00,1.43346,TARGET,0.015845794061370544,7.922897030685272,0.015345794061370543,7.672897030685272,True,True,False,,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-28 18:00:00+00:00,E0_RESTING_H,0.4,1.4366,1.3672,0.06940000000000013,2020-12-28 18:00:00+00:00,,2020-12-28 18:00:00+00:00,1.4366,1.0,2020-12-28 21:35:00+00:00,1.46436,TARGET,0.019323402478073293,9.661701239036645,0.018823402478073292,9.411701239036645,True,True,False,,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-29 18:00:00+00:00,E0_RESTING_H,0.4,1.6254,1.5,0.12539999999999996,2020-12-29 19:30:00+00:00,2020-12-29 19:35:00+00:00,2020-12-29 19:30:00+00:00,1.6254,1.0,2020-12-29 20:05:00+00:00,1.67556,TARGET,0.030860095976374957,15.430047988187479,0.030360095976374957,15.180047988187479,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-30 18:00:00+00:00,E0_RESTING_H,0.4,1.5954,1.539,0.056400000000000006,2020-12-30 18:00:00+00:00,2020-12-30 18:00:00+00:00,2020-12-30 18:00:00+00:00,1.5954,1.0,2020-12-30 18:10:00+00:00,1.5832,FAILED_BREAK,-0.007646985082111035,-3.8234925410555176,-0.008146985082111036,-4.073492541055518,False,False,True,2020-12-30 18:05:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2020-12-31 18:00:00+00:00,E0_RESTING_H,0.4,1.5357,1.4238,0.11190000000000011,2020-12-31 18:40:00+00:00,,2020-12-31 18:40:00+00:00,1.5357,1.0,2021-01-01 01:20:00+00:00,1.5804600000000002,TARGET,0.029146317640164288,14.573158820082144,0.028646317640164287,14.323158820082144,True,True,False,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-01 18:00:00+00:00,E0_RESTING_H,0.4,1.713,1.5855,0.12750000000000017,2021-01-01 18:05:00+00:00,2021-01-01 18:05:00+00:00,2021-01-01 18:05:00+00:00,1.713,1.0,2021-01-01 18:10:00+00:00,1.7640000000000002,TARGET,0.02977232924693518,14.88616462346759,0.02927232924693518,14.63616462346759,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-02 18:00:00+00:00,E0_RESTING_H,0.4,1.9159,1.7396,0.1762999999999999,2021-01-02 18:00:00+00:00,2021-01-02 18:00:00+00:00,2021-01-02 18:00:00+00:00,1.9159,1.0,2021-01-02 18:10:00+00:00,1.9864199999999999,TARGET,0.03680776658489471,18.403883292447354,0.03630776658489471,18.153883292447354,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-03 18:00:00+00:00,E0_RESTING_H,0.4,2.1023,1.885,0.21730000000000005,2021-01-03 23:10:00+00:00,2021-01-03 23:10:00+00:00,2021-01-03 23:10:00+00:00,2.1023,1.0,2021-01-04 00:00:00+00:00,2.18922,TARGET,0.04134519335965381,20.672596679826903,0.04084519335965381,20.422596679826903,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-04 18:00:00+00:00,E0_RESTING_H,0.4,2.329,2.0978,0.2312000000000003,2021-01-04 19:25:00+00:00,2021-01-04 19:35:00+00:00,2021-01-04 19:25:00+00:00,2.329,1.0,2021-01-04 19:55:00+00:00,2.4214800000000003,TARGET,0.039708029197080386,19.854014598540193,0.039208029197080385,19.604014598540193,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-05 18:00:00+00:00,E0_RESTING_H,0.4,2.285,2.1313,0.15370000000000017,2021-01-05 18:10:00+00:00,2021-01-05 18:10:00+00:00,2021-01-05 18:10:00+00:00,2.285,1.0,2021-01-05 18:20:00+00:00,2.2645,FAILED_BREAK,-0.008971553610503391,-4.485776805251696,-0.009471553610503392,-4.735776805251696,False,False,True,2021-01-05 18:15:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-06 18:00:00+00:00,E0_RESTING_H,0.4,2.1276,1.909,0.21860000000000013,2021-01-07 00:30:00+00:00,2021-01-07 00:30:00+00:00,2021-01-07 00:30:00+00:00,2.1276,1.0,2021-01-07 00:35:00+00:00,2.21504,TARGET,0.04109795074262079,20.548975371310398,0.04059795074262079,20.298975371310394,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-09 18:00:00+00:00,E0_RESTING_H,0.4,3.2838,2.91,0.3737999999999997,2021-01-09 18:05:00+00:00,2021-01-09 18:05:00+00:00,2021-01-09 18:05:00+00:00,3.2838,1.0,2021-01-09 18:10:00+00:00,3.4333199999999997,TARGET,0.04553261465375469,22.766307326877346,0.04503261465375469,22.516307326877342,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-10 18:00:00+00:00,E0_RESTING_H,0.4,3.454,3.2236,0.23040000000000038,2021-01-10 21:55:00+00:00,2021-01-10 21:55:00+00:00,2021-01-10 21:55:00+00:00,3.454,1.0,2021-01-10 22:15:00+00:00,3.4513,FAILED_BREAK,-0.0007817023740591678,-0.3908511870295839,-0.0012817023740591678,-0.6408511870295839,False,False,True,2021-01-10 22:10:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-11 18:00:00+00:00,E0_RESTING_H,0.4,2.8982,2.5833,0.3149000000000002,2021-01-11 18:45:00+00:00,,2021-01-11 18:45:00+00:00,2.8982,1.0,2021-01-11 21:20:00+00:00,3.02416,TARGET,0.043461458836519196,21.7307294182596,0.042961458836519195,21.480729418259596,True,True,False,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-12 18:00:00+00:00,E0_RESTING_H,0.4,3.537,3.1507,0.38629999999999987,2021-01-12 18:00:00+00:00,2021-01-12 18:00:00+00:00,2021-01-12 18:00:00+00:00,3.537,1.0,2021-01-12 18:10:00+00:00,3.6915199999999997,TARGET,0.04368674017528984,21.84337008764492,0.04318674017528984,21.59337008764492,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-13 18:00:00+00:00,E0_RESTING_H,0.4,3.5753,3.3675,0.20779999999999976,2021-01-13 20:15:00+00:00,2021-01-13 20:15:00+00:00,2021-01-13 20:15:00+00:00,3.5753,1.0,2021-01-13 20:25:00+00:00,3.5604,FAILED_BREAK,-0.004167482449025206,-2.083741224512603,-0.0046674824490252065,-2.333741224512603,False,False,True,2021-01-13 20:20:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-15 18:00:00+00:00,E0_RESTING_H,0.4,3.4326,2.9739,0.4586999999999999,2021-01-16 03:15:00+00:00,2021-01-16 03:15:00+00:00,2021-01-16 03:15:00+00:00,3.4326,1.0,2021-01-16 03:35:00+00:00,3.4319,FAILED_BREAK,-0.0002039270523800374,-0.1019635261900187,-0.0007039270523800374,-0.3519635261900187,False,False,True,2021-01-16 03:30:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-16 18:00:00+00:00,E0_RESTING_H,0.4,3.5749,3.2866,0.2883,2021-01-16 19:20:00+00:00,2021-01-16 19:20:00+00:00,2021-01-16 19:20:00+00:00,3.5749,1.0,2021-01-16 20:05:00+00:00,3.5381,FAILED_BREAK,-0.010293994237601023,-5.1469971188005115,-0.010793994237601023,-5.3969971188005115,False,False,True,2021-01-16 20:00:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-17 18:00:00+00:00,E0_RESTING_H,0.4,3.9404,3.449,0.49140000000000006,2021-01-17 18:20:00+00:00,,2021-01-17 18:20:00+00:00,3.9404,1.0,2021-01-18 05:55:00+00:00,3.7841,TIME,-0.03966602375393358,-19.83301187696679,-0.04016602375393358,-20.08301187696679,False,False,False,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-18 18:00:00+00:00,E0_RESTING_H,0.4,4.0349,3.8642,0.17070000000000052,2021-01-19 03:35:00+00:00,,2021-01-19 03:35:00+00:00,4.0349,1.0,2021-01-19 05:55:00+00:00,3.876,TIME,-0.03938139730848356,-19.69069865424178,-0.03988139730848356,-19.94069865424178,False,False,False,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-20 18:00:00+00:00,E0_RESTING_H,0.4,3.6348,3.4436,0.19119999999999981,2021-01-20 19:40:00+00:00,2021-01-20 19:40:00+00:00,2021-01-20 19:40:00+00:00,3.6348,1.0,2021-01-20 23:20:00+00:00,3.71128,TARGET,0.02104104765048964,10.52052382524482,0.02054104765048964,10.27052382524482,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-23 18:00:00+00:00,E0_RESTING_H,0.4,3.5359,3.446,0.08989999999999965,2021-01-23 21:45:00+00:00,2021-01-23 21:45:00+00:00,2021-01-23 21:45:00+00:00,3.5359,1.0,2021-01-23 22:00:00+00:00,3.5151,FAILED_BREAK,-0.005882519302016442,-2.941259651008221,-0.006382519302016443,-3.191259651008221,False,False,True,2021-01-23 21:55:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-24 18:00:00+00:00,E0_RESTING_H,0.4,3.669,3.5462,0.12280000000000024,2021-01-25 00:20:00+00:00,2021-01-25 00:20:00+00:00,2021-01-25 00:20:00+00:00,3.669,1.0,2021-01-25 00:35:00+00:00,3.6636,FAILED_BREAK,-0.0014717906786589907,-0.7358953393294954,-0.0019717906786589907,-0.9858953393294954,False,False,True,2021-01-25 00:30:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-25 18:00:00+00:00,E0_RESTING_H,0.4,3.8466,3.4568,0.38980000000000015,2021-01-25 18:40:00+00:00,2021-01-25 18:40:00+00:00,2021-01-25 18:40:00+00:00,3.8466,1.0,2021-01-25 20:35:00+00:00,3.8327,FAILED_BREAK,-0.003613580824624374,-1.806790412312187,-0.004113580824624374,-2.0567904123121874,False,False,True,2021-01-25 20:30:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-26 18:00:00+00:00,E0_RESTING_H,0.4,4.0391,3.6623,0.37680000000000025,2021-01-26 20:00:00+00:00,2021-01-26 20:00:00+00:00,2021-01-26 20:00:00+00:00,4.0391,1.0,2021-01-26 20:35:00+00:00,3.9973,FAILED_BREAK,-0.010348840088138522,-5.174420044069262,-0.010848840088138523,-5.424420044069262,False,False,True,2021-01-26 20:30:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-27 18:00:00+00:00,E0_RESTING_H,0.4,3.7584,3.5183,0.24009999999999998,2021-01-27 20:50:00+00:00,2021-01-27 20:55:00+00:00,2021-01-27 20:50:00+00:00,3.7584,1.0,2021-01-27 21:05:00+00:00,3.7536,FAILED_BREAK,-0.0012771392081736277,-0.6385696040868138,-0.0017771392081736277,-0.8885696040868138,False,False,True,2021-01-27 21:00:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-29 18:00:00+00:00,E0_RESTING_H,0.4,3.8688,3.7529,0.11589999999999989,2021-01-29 23:35:00+00:00,2021-01-29 23:35:00+00:00,2021-01-29 23:35:00+00:00,3.8688,1.0,2021-01-29 23:45:00+00:00,3.8704,FAILED_BREAK,0.0004135649296941324,0.2067824648470662,-8.643507030586762e-05,-0.04321753515293381,True,False,True,2021-01-29 23:40:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-01-30 18:00:00+00:00,E0_RESTING_H,0.4,4.2322,3.9226,0.30959999999999965,2021-01-30 21:40:00+00:00,2021-01-30 21:40:00+00:00,2021-01-30 21:40:00+00:00,4.2322,1.0,2021-01-30 21:55:00+00:00,4.22,FAILED_BREAK,-0.0028826614999291067,-1.4413307499645533,-0.0033826614999291067,-1.6913307499645533,False,False,True,2021-01-30 21:50:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-01 18:00:00+00:00,E0_RESTING_H,0.4,4.3685,4.1978,0.17070000000000007,2021-02-01 18:00:00+00:00,2021-02-01 18:00:00+00:00,2021-02-01 18:00:00+00:00,4.3685,1.0,2021-02-01 18:10:00+00:00,4.43678,TARGET,0.015630078974476325,7.815039487238162,0.015130078974476324,7.565039487238162,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-02 18:00:00+00:00,E0_RESTING_H,0.4,5.2817,5.03,0.2516999999999996,2021-02-02 20:55:00+00:00,2021-02-02 20:55:00+00:00,2021-02-02 20:55:00+00:00,5.2817,1.0,2021-02-02 21:25:00+00:00,5.26,FAILED_BREAK,-0.004108525664085483,-2.0542628320427414,-0.004608525664085483,-2.304262832042742,False,False,True,2021-02-02 21:20:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-03 18:00:00+00:00,E0_RESTING_H,0.4,5.7104,5.2932,0.41720000000000024,2021-02-03 22:25:00+00:00,2021-02-03 22:25:00+00:00,2021-02-03 22:25:00+00:00,5.7104,1.0,2021-02-03 23:10:00+00:00,5.7064,FAILED_BREAK,-0.0007004763239001344,-0.3502381619500672,-0.0012004763239001344,-0.6002381619500672,False,False,True,2021-02-03 23:05:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-04 18:00:00+00:00,E0_RESTING_H,0.4,5.9662,5.6524,0.31379999999999963,2021-02-04 20:05:00+00:00,2021-02-04 20:05:00+00:00,2021-02-04 20:05:00+00:00,5.9662,1.0,2021-02-04 20:40:00+00:00,6.09172,TARGET,0.021038516978981514,10.519258489490756,0.020538516978981514,10.269258489490756,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-06 18:00:00+00:00,E0_RESTING_H,0.4,6.0401,5.7099,0.3301999999999996,2021-02-06 18:10:00+00:00,2021-02-06 18:20:00+00:00,2021-02-06 18:10:00+00:00,6.0401,1.0,2021-02-06 18:45:00+00:00,6.0348,FAILED_BREAK,-0.0008774689160775395,-0.43873445803876976,-0.0013774689160775395,-0.6887344580387698,False,False,True,2021-02-06 18:40:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-07 18:00:00+00:00,E0_RESTING_H,0.4,6.8571,6.1501,0.7069999999999999,2021-02-08 04:15:00+00:00,2021-02-08 04:15:00+00:00,2021-02-08 04:15:00+00:00,6.8571,1.0,2021-02-08 05:10:00+00:00,6.8558,FAILED_BREAK,-0.00018958451823647415,-0.09479225911823708,-0.0006895845182364742,-0.3447922591182371,False,False,True,2021-02-08 05:05:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-08 18:00:00+00:00,E0_RESTING_H,0.4,8.0197,7.3093,0.7103999999999999,2021-02-08 19:00:00+00:00,2021-02-08 19:00:00+00:00,2021-02-08 19:00:00+00:00,8.0197,1.0,2021-02-08 19:45:00+00:00,8.0139,FAILED_BREAK,-0.0007232190730327437,-0.36160953651637184,-0.0012232190730327437,-0.6116095365163718,False,False,True,2021-02-08 19:40:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-09 18:00:00+00:00,E0_RESTING_H,0.4,7.8364,7.6347,0.20170000000000066,2021-02-09 18:50:00+00:00,2021-02-09 18:55:00+00:00,2021-02-09 18:50:00+00:00,7.8364,1.0,2021-02-09 19:00:00+00:00,7.91708,TARGET,0.01029554387218612,5.14777193609306,0.009795543872186119,4.89777193609306,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-10 18:00:00+00:00,E0_RESTING_H,0.4,8.1686,7.6334,0.5351999999999997,2021-02-10 18:45:00+00:00,2021-02-10 18:45:00+00:00,2021-02-10 18:45:00+00:00,8.1686,1.0,2021-02-10 19:20:00+00:00,8.1347,FAILED_BREAK,-0.0041500379501994145,-2.0750189750997072,-0.004650037950199415,-2.3250189750997077,False,False,True,2021-02-10 19:15:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-11 18:00:00+00:00,E0_RESTING_H,0.4,9.4328,9.0666,0.36620000000000097,2021-02-12 02:50:00+00:00,2021-02-12 02:50:00+00:00,2021-02-12 02:50:00+00:00,9.4328,1.0,2021-02-12 03:05:00+00:00,9.4271,FAILED_BREAK,-0.0006042744466119299,-0.30213722330596493,-0.0011042744466119299,-0.5521372233059649,False,False,True,2021-02-12 03:00:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-13 18:00:00+00:00,E0_RESTING_H,0.4,9.1921,8.9024,0.28969999999999985,2021-02-14 02:15:00+00:00,2021-02-14 02:30:00+00:00,2021-02-14 02:15:00+00:00,9.1921,1.0,2021-02-14 02:40:00+00:00,9.1825,FAILED_BREAK,-0.001044375061193925,-0.5221875305969625,-0.001544375061193925,-0.7721875305969625,False,False,True,2021-02-14 02:35:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-14 18:00:00+00:00,E0_RESTING_H,0.4,8.9721,8.6146,0.35749999999999993,2021-02-14 18:05:00+00:00,2021-02-14 18:20:00+00:00,2021-02-14 18:05:00+00:00,8.9721,1.0,2021-02-14 18:40:00+00:00,8.9288,FAILED_BREAK,-0.004826071934106668,-2.413035967053334,-0.005326071934106669,-2.663035967053334,False,False,True,2021-02-14 18:35:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-15 18:00:00+00:00,E0_RESTING_H,0.4,9.1639,8.6266,0.5373000000000001,2021-02-15 18:25:00+00:00,2021-02-15 18:25:00+00:00,2021-02-15 18:25:00+00:00,9.1639,1.0,2021-02-15 21:20:00+00:00,9.0605,FAILED_BREAK,-0.011283405536943958,-5.641702768471979,-0.011783405536943958,-5.891702768471979,False,False,True,2021-02-15 21:15:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-17 18:00:00+00:00,E0_RESTING_H,0.4,8.3582,8.1057,0.2524999999999995,2021-02-17 19:05:00+00:00,2021-02-17 19:05:00+00:00,2021-02-17 19:05:00+00:00,8.3582,1.0,2021-02-17 19:15:00+00:00,8.4592,TARGET,0.012083941518508556,6.041970759254278,0.011583941518508556,5.791970759254278,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-21 18:00:00+00:00,E0_RESTING_H,0.4,11.3955,10.4282,0.9672999999999998,2021-02-21 18:00:00+00:00,2021-02-21 18:00:00+00:00,2021-02-21 18:00:00+00:00,11.3955,1.0,2021-02-21 19:05:00+00:00,11.3887,FAILED_BREAK,-0.0005967267781141761,-0.29836338905708804,-0.001096726778114176,-0.548363389057088,False,False,True,2021-02-21 19:00:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-22 18:00:00+00:00,E0_RESTING_H,0.4,12.1915,8.88,3.3114999999999988,2021-02-22 18:25:00+00:00,2021-02-22 18:30:00+00:00,2021-02-22 18:25:00+00:00,12.1915,1.0,2021-02-22 18:45:00+00:00,12.081,FAILED_BREAK,-0.00906369191649925,-4.531845958249625,-0.00956369191649925,-4.781845958249625,False,False,True,2021-02-22 18:40:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-23 18:00:00+00:00,E0_RESTING_H,0.4,15.7888,14.235,1.5538000000000007,2021-02-24 01:20:00+00:00,2021-02-24 01:20:00+00:00,2021-02-24 01:20:00+00:00,15.7888,1.0,2021-02-24 05:20:00+00:00,15.7659,FAILED_BREAK,-0.0014503952168626322,-0.7251976084313161,-0.0019503952168626322,-0.9751976084313161,False,False,True,2021-02-24 05:15:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-24 18:00:00+00:00,E0_RESTING_H,0.4,17.539,16.2563,1.282700000000002,2021-02-24 18:00:00+00:00,2021-02-24 18:00:00+00:00,2021-02-24 18:00:00+00:00,17.539,1.0,2021-02-24 18:30:00+00:00,18.052080000000004,TARGET,0.02925366326472445,14.626831632362226,0.02875366326472445,14.376831632362224,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-26 18:00:00+00:00,E0_RESTING_H,0.4,15.3968,13.8006,1.5962000000000014,2021-02-26 18:05:00+00:00,2021-02-26 18:05:00+00:00,2021-02-26 18:05:00+00:00,15.3968,1.0,2021-02-26 18:15:00+00:00,15.383,FAILED_BREAK,-0.0008962901382106869,-0.44814506910534346,-0.001396290138210687,-0.6981450691053435,False,False,True,2021-02-26 18:10:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-02-28 18:00:00+00:00,E0_RESTING_H,0.4,11.9521,11.4245,0.5275999999999996,2021-02-28 18:05:00+00:00,2021-02-28 18:10:00+00:00,2021-02-28 18:05:00+00:00,11.9521,1.0,2021-02-28 18:30:00+00:00,12.16314,TARGET,0.017657148116230648,8.828574058115324,0.017157148116230647,8.578574058115324,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-03-03 18:00:00+00:00,E0_RESTING_H,0.4,14.4404,13.9319,0.5084999999999997,2021-03-03 18:05:00+00:00,2021-03-03 18:05:00+00:00,2021-03-03 18:05:00+00:00,14.4404,1.0,2021-03-03 18:15:00+00:00,14.4174,FAILED_BREAK,-0.001592753663333446,-0.796376831666723,-0.002092753663333446,-1.046376831666723,False,False,True,2021-03-03 18:10:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-03-06 18:00:00+00:00,E0_RESTING_H,0.4,12.5283,12.1751,0.3531999999999993,2021-03-06 18:00:00+00:00,2021-03-06 18:05:00+00:00,2021-03-06 18:00:00+00:00,12.5283,1.0,2021-03-06 18:25:00+00:00,12.66958,TARGET,0.011276869168203252,5.638434584101626,0.010776869168203251,5.388434584101626,True,True,True,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-03-08 18:00:00+00:00,E0_RESTING_H,0.4,13.8375,13.2677,0.5698000000000008,2021-03-08 18:15:00+00:00,2021-03-08 18:15:00+00:00,2021-03-08 18:15:00+00:00,13.8375,1.0,2021-03-08 18:35:00+00:00,13.7909,FAILED_BREAK,-0.0033676603432700736,-1.6838301716350368,-0.0038676603432700736,-1.9338301716350368,False,False,True,2021-03-08 18:30:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-03-09 18:00:00+00:00,E0_RESTING_H,0.4,14.8869,14.4657,0.4212000000000007,2021-03-09 20:05:00+00:00,,2021-03-09 20:05:00+00:00,14.8869,1.0,2021-03-10 01:00:00+00:00,15.055380000000001,TARGET,0.011317332688471016,5.658666344235508,0.010817332688471015,5.408666344235508,True,True,False,,CENTRAL,FROZEN_WINNER
external,,240,18,2021-03-11 18:00:00+00:00,E0_RESTING_H,0.4,15.923,14.1128,1.8102,2021-03-11 18:00:00+00:00,2021-03-11 18:00:00+00:00,2021-03-11 18:00:00+00:00,15.923,1.0,2021-03-11 18:10:00+00:00,15.912,FAILED_BREAK,-0.0006908245933554547,-0.3454122966777273,-0.0011908245933554547,-0.5954122966777273,False,False,True,2021-03-11 18:05:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-03-13 18:00:00+00:00,E0_RESTING_H,0.4,15.2117,14.8383,0.3734000000000002,2021-03-13 18:00:00+00:00,2021-03-13 18:00:00+00:00,2021-03-13 18:00:00+00:00,15.2117,1.0,2021-03-13 18:40:00+00:00,15.1952,FAILED_BREAK,-0.0010846913888652443,-0.5423456944326221,-0.0015846913888652443,-0.7923456944326221,False,False,True,2021-03-13 18:35:00+00:00,CENTRAL,FROZEN_WINNER
external,,240,18,2021-03-14 18:00:00+00:00,E0_RESTING_H,0.4,14.6566,14.4171,0.2394999999999996,2021-03-14 18:15:00+00:00,2021-03-14 18:20:00+00:00,2021-03-14 18:15:00+00:00,14.6566,1.0,2021-03-14 18:30:00+00:00,14.6539,FAILED_BREAK,-0.00018421734918050436,-0.09210867459025218,-0.0006842173491805044,-0.3421086745902522,False,False,True,2021-03-14 18:25:00+00:00,CENTRAL,FROZEN_WINNER
