local_date,weekday,reference_start_utc,reference_end_utc,execution_start_utc,execution_end_utc,H,L,R,qualified,reason,hi_visits,lo_visits,k1_start,k1_signal,leave,leave_start,leave_ts,terminal,terminal_start,minutes_leave_to_h2
2022-01-02,Sunday,2022-01-01 21:00:00+00:00,2022-01-02 01:00:00+00:00,2022-01-02 01:00:00+00:00,2022-01-02 05:00:00+00:00,528.16,524.22,3.939999999999941,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-02 01:35:00+00:00,
2022-01-03,Monday,2022-01-02 21:00:00+00:00,2022-01-03 01:00:00+00:00,2022-01-03 01:00:00+00:00,2022-01-03 05:00:00+00:00,532.4,527.2,5.199999999999932,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2022-01-03 01:00:00+00:00,
2022-01-04,Tuesday,2022-01-03 21:00:00+00:00,2022-01-04 01:00:00+00:00,2022-01-04 01:00:00+00:00,2022-01-04 05:00:00+00:00,516.46,508.0,8.460000000000036,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2022-01-04 01:05:00+00:00,
2022-01-05,Wednesday,2022-01-04 21:00:00+00:00,2022-01-05 01:00:00+00:00,2022-01-05 01:00:00+00:00,2022-01-05 05:00:00+00:00,511.84,505.5,6.339999999999975,True,,1,0,2022-01-05 01:15:00+00:00,2022-01-05 01:20:00+00:00,True,2022-01-05 01:20:00+00:00,2022-01-05 01:25:00+00:00,H2_ARRIVAL,2022-01-05 02:30:00+00:00,70.0
2022-01-06,Thursday,2022-01-05 21:00:00+00:00,2022-01-06 01:00:00+00:00,2022-01-06 01:00:00+00:00,2022-01-06 05:00:00+00:00,488.97,456.2,32.77000000000004,False,NO_K1,0,0,,,False,,,NO_K1,,
2022-01-07,Friday,2022-01-06 21:00:00+00:00,2022-01-07 01:00:00+00:00,2022-01-07 01:00:00+00:00,2022-01-07 05:00:00+00:00,477.92,467.63,10.29000000000002,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-07 02:55:00+00:00,
2022-01-08,Saturday,2022-01-07 21:00:00+00:00,2022-01-08 01:00:00+00:00,2022-01-08 01:00:00+00:00,2022-01-08 05:00:00+00:00,453.22,445.27,7.9500000000000455,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-08 01:00:00+00:00,
2022-01-09,Sunday,2022-01-08 21:00:00+00:00,2022-01-09 01:00:00+00:00,2022-01-09 01:00:00+00:00,2022-01-09 05:00:00+00:00,437.07,419.62,17.44999999999999,False,BREAK_BEFORE_K1,0,0,,,False,,,BREAK_BEFORE_K1,2022-01-09 04:55:00+00:00,
2022-01-10,Monday,2022-01-09 21:00:00+00:00,2022-01-10 01:00:00+00:00,2022-01-10 01:00:00+00:00,2022-01-10 05:00:00+00:00,443.21,436.3,6.909999999999968,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2022-01-10 01:00:00+00:00,
2022-01-11,Tuesday,2022-01-10 21:00:00+00:00,2022-01-11 01:00:00+00:00,2022-01-11 01:00:00+00:00,2022-01-11 05:00:00+00:00,425.21,421.26,3.9499999999999886,False,OPPOSITE_VISIT_BEFORE_K1,0,1,,,False,,,OPPOSITE_VISIT_BEFORE_K1,2022-01-11 01:00:00+00:00,
