partition,side,source,anchor_date_utc,execution_end,entry_ts,entry_px,confirmation_bar_start,H,L,R,entry_level,stop_level,target_level,touch_elapsed_min,candidate_id,exit_ts,exit_px,exit_reason,pnl,priority,accepted,blocked_by
external,SHORT,SHORT_2000,2020-07-28,2020-07-29 08:00:00+00:00,2020-07-29 04:50:00+00:00,20.105,2020-07-29 04:45:00+00:00,20.554,20.047,0.5069999999999979,20.12305,20.376549999999998,19.945600000000002,195.0,external|SHORT|SHORT_2000|2020-07-29T04:50:00+00:00,2020-07-29 08:00:00+00:00,20.123,TIME_EXIT_SESSION_END,-0.8476498383486627,2,True,
external,LONG,RAW_0530,2020-08-25,2020-08-25 17:30:00+00:00,2020-08-25 11:20:00+00:00,22.416,2020-08-25 11:15:00+00:00,22.495,21.975,0.5199999999999996,22.417,22.157,22.599,15.0,external|LONG|RAW_0530|2020-08-25T11:20:00+00:00,2020-08-25 12:40:00+00:00,22.113,CLOSE_INVALIDATION_F35,-7.158565310492515,1,True,
external,LONG,RAW_0530,2020-09-04,2020-09-04 17:30:00+00:00,2020-09-04 12:20:00+00:00,21.379,2020-09-04 12:15:00+00:00,21.6,19.7,1.9000000000000021,21.315,20.365,21.98,75.0,external|LONG|RAW_0530|2020-09-04T12:20:00+00:00,2020-09-04 14:45:00+00:00,20.193,CLOSE_INVALIDATION_F35,-28.137499415314114,1,True,
external,SHORT,SHORT_2000,2020-11-17,2020-11-18 08:00:00+00:00,2020-11-18 03:50:00+00:00,28.364,2020-11-18 03:45:00+00:00,28.84,28.301,0.5390000000000015,28.38185,28.65135,28.193199999999997,135.0,external|SHORT|SHORT_2000|2020-11-18T03:50:00+00:00,2020-11-18 05:35:00+00:00,28.193199999999997,TP_E20_DOWN,2.610858835143182,2,True,
external,LONG,ALT_0330,2020-11-25,2020-11-25 15:30:00+00:00,2020-11-25 10:55:00+00:00,33.575,2020-11-25 10:50:00+00:00,33.77,32.319,1.4510000000000005,33.552350000000004,32.82685,34.0602,110.0,external|LONG|ALT_0330|2020-11-25T10:55:00+00:00,2020-11-25 11:25:00+00:00,34.0602,TP_E20,6.82561429635149,0,True,
external,SHORT,SHORT_2000,2020-12-03,2020-12-04 08:00:00+00:00,2020-12-04 04:25:00+00:00,30.415,2020-12-04 04:20:00+00:00,31.16,30.308,0.8520000000000003,30.4358,30.8618,30.1376,170.0,external|SHORT|SHORT_2000|2020-12-04T04:25:00+00:00,2020-12-04 08:00:00+00:00,30.243,TIME_EXIT_SESSION_END,2.4275521946408145,2,True,
external,LONG,RAW_0530,2020-12-14,2020-12-14 17:30:00+00:00,2020-12-14 14:00:00+00:00,29.164,2020-12-14 13:55:00+00:00,29.201,28.69,0.5109999999999992,29.12435,28.868850000000002,29.3032,175.0,external|LONG|RAW_0530|2020-12-14T14:00:00+00:00,2020-12-14 15:05:00+00:00,29.4565,LIVE_FLOOR_TOUCH,4.61474420518444,1,True,
external,LONG,RAW_0530,2021-01-07,2021-01-07 17:30:00+00:00,2021-01-07 11:55:00+00:00,43.978,2021-01-07 11:50:00+00:00,44.208,42.154,2.053999999999995,43.8999,42.8729,44.6188,50.0,external|LONG|RAW_0530|2021-01-07T11:55:00+00:00,2021-01-07 16:15:00+00:00,44.413399999999996,LIVE_FLOOR_TOUCH,4.550202373914192,1,True,
external,LONG,ALT_0330,2021-01-07,2021-01-07 15:30:00+00:00,2021-01-07 12:00:00+00:00,43.923,2021-01-07 11:55:00+00:00,44.208,41.88,2.327999999999996,43.8588,42.6948,44.6736,175.0,external|LONG|ALT_0330|2021-01-07T12:00:00+00:00,2021-01-07 15:30:00+00:00,44.22,TIME_EXIT_EXEC_END,2.9809166040570383,0,False,external|LONG|RAW_0530|2021-01-07T11:55:00+00:00
external,LONG,ALT_0330,2021-01-08,2021-01-08 15:30:00+00:00,2021-01-08 09:20:00+00:00,42.696,2021-01-08 09:15:00+00:00,42.876,41.071,1.8049999999999997,42.60525,41.702749999999995,43.236999999999995,15.0,external|LONG|ALT_0330|2021-01-08T09:20:00+00:00,2021-01-08 10:40:00+00:00,43.236999999999995,TP_E20,5.935488101929853,0,True,
external,LONG,ALT_0330,2021-01-11,2021-01-11 15:30:00+00:00,2021-01-11 10:30:00+00:00,39.785,2021-01-11 10:25:00+00:00,40.236,36.8,3.436,39.7206,38.002599999999994,40.923199999999994,85.0,external|LONG|ALT_0330|2021-01-11T10:30:00+00:00,2021-01-11 13:55:00+00:00,37.854,CLOSE_INVALIDATION_F35,-24.66794017845918,0,True,
external,LONG,ALT_0330,2021-01-29,2021-01-29 15:30:00+00:00,2021-01-29 09:15:00+00:00,43.274,2021-01-29 09:10:00+00:00,43.5,41.837,1.6629999999999967,43.250550000000004,42.41905,43.8326,10.0,external|LONG|ALT_0330|2021-01-29T09:15:00+00:00,2021-01-29 11:25:00+00:00,43.8326,TP_E20,6.054221934648951,0,True,
external,SHORT,SHORT_2000,2021-02-21,2021-02-22 08:00:00+00:00,2021-02-22 03:50:00+00:00,276.544,2021-02-22 03:45:00+00:00,299.34,275.0,24.339999999999975,278.651,290.82099999999997,270.132,135.0,external|SHORT|SHORT_2000|2021-02-22T03:50:00+00:00,2021-02-22 04:00:00+00:00,270.132,TP_E20_DOWN,11.19309187688029,2,True,
external,LONG,RAW_0530,2021-03-03,2021-03-03 17:30:00+00:00,2021-03-03 12:55:00+00:00,253.245,2021-03-03 12:50:00+00:00,254.858,243.0,11.858000000000004,253.0793,247.15030000000002,257.2296,110.0,external|LONG|RAW_0530|2021-03-03T12:55:00+00:00,2021-03-03 13:45:00+00:00,247.0,CLOSE_INVALIDATION_F35,-12.72995715611368,1,True,
external,SHORT,SHORT_2000,2021-03-11,2021-03-12 08:00:00+00:00,2021-03-12 02:35:00+00:00,282.6,2021-03-12 02:30:00+00:00,294.945,281.35,13.59499999999997,283.38925,290.18675,278.63100000000003,60.0,external|SHORT|SHORT_2000|2021-03-12T02:35:00+00:00,2021-03-12 04:10:00+00:00,278.63100000000003,TP_E20_DOWN,6.622292993630552,2,True,
external,SHORT,SHORT_2000,2021-03-14,2021-03-15 08:00:00+00:00,2021-03-15 06:15:00+00:00,262.103,2021-03-15 06:10:00+00:00,270.281,261.0,9.281000000000006,262.39215,267.03265,259.1438,280.0,external|SHORT|SHORT_2000|2021-03-15T06:15:00+00:00,2021-03-15 06:30:00+00:00,259.1438,TP_E20_DOWN,5.24510898387277,2,True,
external,LONG,RAW_0530,2021-03-19,2021-03-19 17:30:00+00:00,2021-03-19 11:15:00+00:00,267.327,2021-03-19 11:10:00+00:00,267.987,261.055,6.932000000000016,266.9472,263.4812,269.3734,10.0,external|LONG|RAW_0530|2021-03-19T11:15:00+00:00,2021-03-19 11:35:00+00:00,268.6802,LIVE_FLOOR_TOUCH,2.130982654202596,1,True,
external,LONG,ALT_0330,2021-03-26,2021-03-26 15:30:00+00:00,2021-03-26 10:55:00+00:00,247.685,2021-03-26 10:50:00+00:00,248.222,239.71,8.512,246.9452,242.6892,249.92440000000002,110.0,external|LONG|ALT_0330|2021-03-26T10:55:00+00:00,2021-03-26 12:10:00+00:00,249.92440000000002,TP_E20,4.120661323858976,0,True,
external,LONG,RAW_0530,2021-05-05,2021-05-05 17:30:00+00:00,2021-05-05 11:20:00+00:00,649.891,2021-05-05 11:15:00+00:00,654.15,622.0,32.14999999999998,649.3275,633.2524999999999,660.5799999999999,15.0,external|LONG|RAW_0530|2021-05-05T11:20:00+00:00,2021-05-05 17:30:00+00:00,646.296,TIME_EXIT_EXEC_END,-3.165848426889983,1,True,
external,LONG,RAW_0530,2021-05-07,2021-05-07 17:30:00+00:00,2021-05-07 13:25:00+00:00,630.622,2021-05-07 13:20:00+00:00,632.0,620.0,12.0,630.2,624.2,634.4,140.0,external|LONG|RAW_0530|2021-05-07T13:25:00+00:00,2021-05-07 15:10:00+00:00,634.4,LIVE_FLOOR_TOUCH,2.595455280659476,1,True,
external,SHORT,SHORT_2000,2021-06-30,2021-07-01 08:00:00+00:00,2021-07-01 03:25:00+00:00,294.1,2021-07-01 03:20:00+00:00,304.76,293.5,11.259999999999991,295.189,300.819,291.248,110.0,external|SHORT|SHORT_2000|2021-07-01T03:25:00+00:00,2021-07-01 04:00:00+00:00,291.248,TP_E20_DOWN,4.448690921455345,2,True,
external,SHORT,SHORT_2000,2021-07-01,2021-07-02 08:00:00+00:00,2021-07-02 03:10:00+00:00,284.03,2021-07-02 03:05:00+00:00,290.57,282.99,7.579999999999984,284.127,287.917,281.474,95.0,external|SHORT|SHORT_2000|2021-07-02T03:10:00+00:00,2021-07-02 03:25:00+00:00,281.474,TP_E20_DOWN,4.099524698095225,2,True,
external,SHORT,SHORT_2000,2021-07-08,2021-07-09 08:00:00+00:00,2021-07-09 02:00:00+00:00,304.13,2021-07-09 01:55:00+00:00,317.5,301.91,15.589999999999975,304.24850000000004,312.0435,298.79200000000003,25.0,external|SHORT|SHORT_2000|2021-07-09T02:00:00+00:00,2021-07-09 05:20:00+00:00,312.18,CLOSE_INVALIDATION_F65,-13.634472100746464,2,True,
external,LONG,RAW_0530,2021-07-28,2021-07-28 17:30:00+00:00,2021-07-28 11:55:00+00:00,317.03,2021-07-28 11:50:00+00:00,318.07,308.0,10.069999999999993,316.5595,311.5245,320.084,50.0,external|LONG|RAW_0530|2021-07-28T11:55:00+00:00,2021-07-28 17:30:00+00:00,313.21,TIME_EXIT_EXEC_END,-6.4246664353531,1,True,
external,SHORT,SHORT_2000,2021-09-05,2021-09-06 08:00:00+00:00,2021-09-06 02:35:00+00:00,500.2,2021-09-06 02:30:00+00:00,510.55,498.55,12.0,500.35,506.35,496.15000000000003,60.0,external|SHORT|SHORT_2000|2021-09-06T02:35:00+00:00,2021-09-06 08:00:00+00:00,505.12,TIME_EXIT_SESSION_END,-5.318032786885296,2,True,
external,LONG,RAW_0530,2021-09-06,2021-09-06 17:30:00+00:00,2021-09-06 11:15:00+00:00,507.47,2021-09-06 11:10:00+00:00,508.0,499.05,8.949999999999989,506.6575,502.1825,509.79,10.0,external|LONG|RAW_0530|2021-09-06T11:15:00+00:00,2021-09-06 11:40:00+00:00,500.99,CLOSE_INVALIDATION_F35,-6.784613868800127,1,True,
external,SHORT,SHORT_2000,2021-09-27,2021-09-28 08:00:00+00:00,2021-09-28 07:40:00+00:00,334.32,2021-09-28 07:35:00+00:00,343.14,333.5,9.639999999999986,334.946,339.76599999999996,331.572,365.0,external|SHORT|SHORT_2000|2021-09-28T07:40:00+00:00,2021-09-28 08:00:00+00:00,334.3,TIME_EXIT_SESSION_END,-0.3700885379277371,2,True,
external,LONG,RAW_0530,2021-09-29,2021-09-29 17:30:00+00:00,2021-09-29 11:45:00+00:00,368.07,2021-09-29 11:40:00+00:00,370.91,341.6,29.310000000000002,366.5135,351.85850000000005,376.77200000000005,40.0,external|LONG|RAW_0530|2021-09-29T11:45:00+00:00,2021-09-29 17:30:00+00:00,367.65,TIME_EXIT_EXEC_END,-0.9705436465889835,1,True,
external,SHORT,SHORT_2000,2021-11-01,2021-11-02 08:00:00+00:00,2021-11-02 07:45:00+00:00,541.75,2021-11-02 07:40:00+00:00,551.8,540.01,11.789999999999964,541.7785,547.6735,537.652,370.0,external|SHORT|SHORT_2000|2021-11-02T07:45:00+00:00,2021-11-02 08:00:00+00:00,540.85,TIME_EXIT_SESSION_END,0.4306414397784567,2,True,
external,SHORT,SHORT_2000,2021-12-15,2021-12-16 08:00:00+00:00,2021-12-16 02:50:00+00:00,537.03,2021-12-16 02:45:00+00:00,546.54,535.67,10.870000000000005,537.3004999999999,542.7355,533.496,75.0,external|SHORT|SHORT_2000|2021-12-16T02:50:00+00:00,2021-12-16 03:30:00+00:00,533.496,TP_E20_DOWN,2.890318976593487,2,True,
external,LONG,RAW_0530,2021-12-27,2021-12-27 17:30:00+00:00,2021-12-27 12:15:00+00:00,547.6,2021-12-27 12:10:00+00:00,548.33,543.2,5.1299999999999955,547.5605,544.9955,549.356,70.0,external|LONG|RAW_0530|2021-12-27T12:15:00+00:00,2021-12-27 13:15:00+00:00,547.91,LIVE_FLOOR_GAP_OPEN,-0.11694667640620404,1,True,
external,LONG,ALT_0330,2021-12-28,2021-12-28 15:30:00+00:00,2021-12-28 11:25:00+00:00,552.14,2021-12-28 11:20:00+00:00,552.83,542.51,10.32000000000005,551.282,546.122,554.894,140.0,external|LONG|ALT_0330|2021-12-28T11:25:00+00:00,2021-12-28 12:35:00+00:00,554.894,TP_E20,2.093932698228729,0,True,
development,LONG,ALT_0330,2022-01-03,2022-01-03 15:30:00+00:00,2022-01-03 09:55:00+00:00,526.58,2022-01-03 09:50:00+00:00,526.96,522.82,4.139999999999986,526.339,524.269,527.788,50.0,development|LONG|ALT_0330|2022-01-03T09:55:00+00:00,2022-01-03 10:10:00+00:00,527.788,TP_E20,0.7470241938547065,0,True,
development,SHORT,SHORT_2000,2022-02-01,2022-02-02 08:00:00+00:00,2022-02-02 01:50:00+00:00,381.68,2022-02-02 01:45:00+00:00,387.2,381.05,6.149999999999977,381.9725,385.0475,379.82,15.0,development|SHORT|SHORT_2000|2022-02-02T01:50:00+00:00,2022-02-02 03:25:00+00:00,385.87,CLOSE_INVALIDATION_F65,-5.888891217774073,2,True,
development,SHORT,SHORT_2000,2022-03-10,2022-03-11 08:00:00+00:00,2022-03-11 01:55:00+00:00,367.16,2022-03-11 01:50:00+00:00,372.78,366.51,6.269999999999982,367.4505,370.58549999999997,365.256,20.0,development|SHORT|SHORT_2000|2022-03-11T01:55:00+00:00,2022-03-11 02:10:00+00:00,365.256,TP_E20_DOWN,2.1928750408542035,2,True,
development,LONG,RAW_0530,2022-04-01,2022-04-01 17:30:00+00:00,2022-04-01 11:50:00+00:00,430.89,2022-04-01 11:45:00+00:00,432.56,418.96,13.600000000000023,430.52,423.71999999999997,435.28000000000003,45.0,development|LONG|RAW_0530|2022-04-01T11:50:00+00:00,2022-04-01 15:40:00+00:00,439.36,LIVE_FLOOR_TOUCH,9.428494511360253,1,True,
development,LONG,RAW_0530,2022-04-18,2022-04-18 17:30:00+00:00,2022-04-18 11:40:00+00:00,402.36,2022-04-18 11:35:00+00:00,403.42,396.01,7.410000000000025,402.30850000000004,398.6035,404.90200000000004,35.0,development|LONG|RAW_0530|2022-04-18T11:40:00+00:00,2022-04-18 12:25:00+00:00,403.82,LIVE_FLOOR_GAP_OPEN,1.414295655631737,1,True,
development,LONG,ALT_0330,2022-05-04,2022-05-04 15:30:00+00:00,2022-05-04 09:15:00+00:00,389.73,2022-05-04 09:10:00+00:00,390.5,383.77,6.730000000000018,389.4905,386.1255,391.846,10.0,development|LONG|ALT_0330|2022-05-04T09:15:00+00:00,2022-05-04 12:05:00+00:00,391.846,TP_E20,2.3146999204576972,0,True,
development,LONG,ALT_0330,2022-05-18,2022-05-18 15:30:00+00:00,2022-05-18 09:30:00+00:00,300.72,2022-05-18 09:25:00+00:00,301.22,297.55,3.670000000000016,300.6695,298.8345,301.954,25.0,development|LONG|ALT_0330|2022-05-18T09:30:00+00:00,2022-05-18 10:00:00+00:00,301.954,TP_E20,1.6517424847033007,0,True,
development,SHORT,SHORT_2000,2022-05-26,2022-05-27 08:00:00+00:00,2022-05-27 01:55:00+00:00,300.83,2022-05-27 01:50:00+00:00,313.58,299.05,14.529999999999973,301.22950000000003,308.4945,296.144,20.0,development|SHORT|SHORT_2000|2022-05-27T01:55:00+00:00,2022-05-27 05:35:00+00:00,296.144,TP_E20_DOWN,7.388451949606035,2,True,
development,SHORT,SHORT_2000,2022-05-31,2022-06-01 08:00:00+00:00,2022-06-01 03:35:00+00:00,319.13,2022-06-01 03:30:00+00:00,324.6,318.33,6.270000000000039,319.27049999999997,322.4055,317.07599999999996,120.0,development|SHORT|SHORT_2000|2022-06-01T03:35:00+00:00,2022-06-01 06:00:00+00:00,317.07599999999996,TP_E20_DOWN,2.818124275373713,2,True,
development,LONG,ALT_0330,2022-06-08,2022-06-08 15:30:00+00:00,2022-06-08 10:10:00+00:00,291.57,2022-06-08 10:05:00+00:00,292.8,283.73,9.069999999999993,291.4395,286.90450000000004,294.61400000000003,65.0,development|LONG|ALT_0330|2022-06-08T10:10:00+00:00,2022-06-08 15:30:00+00:00,292.45,TIME_EXIT_EXEC_END,1.109071578008725,0,True,
development,LONG,RAW_0530,2022-06-15,2022-06-15 17:30:00+00:00,2022-06-15 12:40:00+00:00,212.14,2022-06-15 12:35:00+00:00,214.22,198.14,16.080000000000013,211.808,203.768,217.436,95.0,development|LONG|RAW_0530|2022-06-15T12:40:00+00:00,2022-06-15 14:00:00+00:00,215.78,LIVE_FLOOR_GAP_OPEN,8.179240124446109,1,True,
development,LONG,ALT_0330,2022-06-20,2022-06-20 15:30:00+00:00,2022-06-20 09:30:00+00:00,211.7,2022-06-20 09:25:00+00:00,212.44,204.51,7.930000000000007,211.2505,207.28549999999998,214.026,25.0,development|LONG|ALT_0330|2022-06-20T09:30:00+00:00,2022-06-20 10:40:00+00:00,214.026,TP_E20,5.093623051488039,0,True,
development,LONG,ALT_0330,2022-06-28,2022-06-28 15:30:00+00:00,2022-06-28 09:25:00+00:00,239.31,2022-06-28 09:20:00+00:00,240.4,232.96,7.439999999999998,239.284,235.56400000000002,241.888,20.0,development|LONG|ALT_0330|2022-06-28T09:25:00+00:00,2022-06-28 14:40:00+00:00,235.15,CLOSE_INVALIDATION_F35,-9.091655175295632,0,True,
development,LONG,RAW_0530,2022-07-06,2022-07-06 17:30:00+00:00,2022-07-06 14:10:00+00:00,238.33,2022-07-06 14:05:00+00:00,238.99,231.44,7.550000000000011,237.85750000000002,234.0825,240.5,185.0,development|LONG|RAW_0530|2022-07-06T14:10:00+00:00,2022-07-06 17:30:00+00:00,237.67,TIME_EXIT_EXEC_END,-1.784634750136393,1,True,
development,SHORT,SHORT_2000,2022-07-07,2022-07-08 08:00:00+00:00,2022-07-08 06:05:00+00:00,241.18,2022-07-08 06:00:00+00:00,249.0,240.06,8.939999999999998,241.401,245.871,238.272,270.0,development|SHORT|SHORT_2000|2022-07-08T06:05:00+00:00,2022-07-08 08:00:00+00:00,241.28,TIME_EXIT_SESSION_END,-0.6073140393067386,2,True,
development,SHORT,SHORT_2000,2022-07-18,2022-07-19 08:00:00+00:00,2022-07-19 04:25:00+00:00,257.63,2022-07-19 04:20:00+00:00,267.67,255.89,11.78000000000003,257.657,263.547,253.534,170.0,development|SHORT|SHORT_2000|2022-07-19T04:25:00+00:00,2022-07-19 08:00:00+00:00,258.01,TIME_EXIT_SESSION_END,-1.137491751736985,2,True,
development,SHORT,SHORT_2000,2022-07-21,2022-07-22 08:00:00+00:00,2022-07-22 03:50:00+00:00,263.84,2022-07-22 03:45:00+00:00,267.5,263.18,4.319999999999993,263.82800000000003,265.988,262.31600000000003,135.0,development|SHORT|SHORT_2000|2022-07-22T03:50:00+00:00,2022-07-22 05:55:00+00:00,266.11,CLOSE_INVALIDATION_F65,-4.701849605821806,2,True,
development,LONG,ALT_0330,2022-07-25,2022-07-25 15:30:00+00:00,2022-07-25 10:30:00+00:00,256.76,2022-07-25 10:25:00+00:00,257.08,252.73,4.349999999999994,256.4275,254.2525,257.95,85.0,development|LONG|ALT_0330|2022-07-25T10:30:00+00:00,2022-07-25 14:15:00+00:00,254.03,CLOSE_INVALIDATION_F35,-5.716248636859311,0,True,
development,LONG,RAW_0530,2022-08-03,2022-08-03 17:30:00+00:00,2022-08-03 11:20:00+00:00,291.39,2022-08-03 11:15:00+00:00,292.79,283.51,9.28000000000003,291.398,286.758,294.646,15.0,development|LONG|RAW_0530|2022-08-03T11:20:00+00:00,2022-08-03 14:25:00+00:00,293.718,LIVE_FLOOR_TOUCH,3.5946463502522623,1,True,
development,LONG,ALT_0330,2022-08-05,2022-08-05 15:30:00+00:00,2022-08-05 09:25:00+00:00,319.55,2022-08-05 09:20:00+00:00,320.86,311.99,8.870000000000005,319.5295,315.09450000000004,322.634,20.0,development|LONG|ALT_0330|2022-08-05T09:25:00+00:00,2022-08-05 12:40:00+00:00,314.81,CLOSE_INVALIDATION_F35,-7.816679705836371,0,True,
development,LONG,ALT_0330,2022-09-26,2022-09-26 15:30:00+00:00,2022-09-26 09:15:00+00:00,275.67,2022-09-26 09:10:00+00:00,276.45,270.53,5.920000000000016,275.562,272.602,277.634,10.0,development|LONG|ALT_0330|2022-09-26T09:15:00+00:00,2022-09-26 11:15:00+00:00,272.6,CLOSE_INVALIDATION_F35,-5.968251895382126,0,True,
development,LONG,RAW_0530,2022-09-28,2022-09-28 17:30:00+00:00,2022-09-28 13:05:00+00:00,273.01,2022-09-28 13:00:00+00:00,273.64,267.52,6.1200000000000045,272.722,269.662,274.864,120.0,development|LONG|RAW_0530|2022-09-28T13:05:00+00:00,2022-09-28 14:10:00+00:00,273.07,LIVE_FLOOR_GAP_OPEN,-0.29011391524118546,1,True,
development,SHORT,SHORT_2000,2022-10-30,2022-10-31 08:00:00+00:00,2022-10-31 02:00:00+00:00,310.4,2022-10-31 01:55:00+00:00,315.39,309.93,5.4599999999999795,310.749,313.479,308.838,25.0,development|SHORT|SHORT_2000|2022-10-31T02:00:00+00:00,2022-10-31 02:05:00+00:00,308.838,TP_E20_DOWN,2.1161082474225994,2,True,
development,LONG,RAW_0530,2022-11-21,2022-11-21 17:30:00+00:00,2022-11-21 14:45:00+00:00,261.51,2022-11-21 14:40:00+00:00,262.3,255.34,6.960000000000008,261.25600000000003,257.776,263.692,220.0,development|LONG|RAW_0530|2022-11-21T14:45:00+00:00,2022-11-21 16:25:00+00:00,257.76,CLOSE_INVALIDATION_F35,-7.569897900653921,1,True,
