year,candidate,role,n,pass_n,pass_rate,median_proof_min_pass,GE1R_base,GE1R_pass_success,GE1R_precision,GE1R_uplift_pp,GE1R_relative_lift,GE1R_retention,GE1_5R_base,GE1_5R_pass_success,GE1_5R_precision,GE1_5R_uplift_pp,GE1_5R_relative_lift,GE1_5R_retention,GE2R_base,GE2R_pass_success,GE2R_precision,GE2R_uplift_pp,GE2R_relative_lift,GE2R_retention,GE1R_local_only_false_positive,GE1R_local_only_rate_in_pass,GE1R_wilson_lo,GE1R_wilson_hi
2022,XP1_FAST_PROOF60,PRIMARY,150,63,0.42,30.0,0.7466666666666667,53,0.8412698412698413,9.460317460317459,1.126700680272109,0.4732142857142857,0.54,41,0.6507936507936508,11.079365079365077,1.2051734273956496,0.5061728395061729,0.41333333333333333,35,0.5555555555555556,14.222222222222225,1.3440860215053765,0.5645161290322581,10,0.15873015873015872,0.7318842321822745,0.9114290760348585
2022,B1_NARROW_SOURCE_Q1,BENCHMARK,150,24,0.16,30.0,0.7466666666666667,19,0.7916666666666666,4.499999999999993,1.060267857142857,0.16964285714285715,0.54,14,0.5833333333333334,4.333333333333334,1.0802469135802468,0.1728395061728395,0.41333333333333333,14,0.5833333333333334,17.000000000000004,1.4112903225806452,0.22580645161290322,5,0.20833333333333334,0.5952954674681133,0.9075517464714814
2023,XP1_FAST_PROOF60,PRIMARY,168,85,0.5059523809523809,30.0,0.7202380952380952,66,0.7764705882352941,5.62324929971989,1.0780748663101605,0.5454545454545454,0.5297619047619048,56,0.6588235294117647,12.906162464985993,1.243621943159286,0.6292134831460674,0.3869047619047619,46,0.5411764705882353,15.427170868347334,1.398733031674208,0.7076923076923077,19,0.2235294117647059,0.6770648583572626,0.851967427063203
2023,B1_NARROW_SOURCE_Q1,BENCHMARK,168,61,0.3630952380952381,45.0,0.7202380952380952,46,0.7540983606557377,3.386026541764242,1.04701259991871,0.38016528925619836,0.5297619047619048,37,0.6065573770491803,7.679547228727557,1.1449622398231718,0.4157303370786517,0.3869047619047619,25,0.4098360655737705,2.2931303669008587,1.0592686002522067,0.38461538461538464,15,0.2459016393442623,0.6331557589001072,0.8449334229877371
2024,XP1_FAST_PROOF60,PRIMARY,182,92,0.5054945054945055,30.0,0.7032967032967034,69,0.75,4.670329670329664,1.06640625,0.5390625,0.5274725274725275,55,0.5978260869565217,7.035355948399424,1.1333786231884058,0.5729166666666666,0.42857142857142855,47,0.5108695652173914,8.22981366459628,1.1920289855072466,0.6025641025641025,23,0.25,0.6527118587824746,0.8272474465747145
2024,B1_NARROW_SOURCE_Q1,BENCHMARK,182,40,0.21978021978021978,30.0,0.7032967032967034,33,0.825,12.17032967032966,1.1730468749999998,0.2578125,0.5274725274725275,24,0.6,7.252747252747249,1.1375,0.25,0.42857142857142855,22,0.55,12.14285714285715,1.2833333333333334,0.28205128205128205,7,0.175,0.6805000966821229,0.9125458625396408
2025,XP1_FAST_PROOF60,PRIMARY,196,97,0.49489795918367346,30.0,0.7551020408163265,79,0.8144329896907216,5.933094887439516,1.0785734187796043,0.5337837837837838,0.5408163265306123,64,0.6597938144329897,11.897748790237738,1.2199961097062828,0.6037735849056604,0.413265306122449,53,0.5463917525773195,13.312644645487055,1.322133129693267,0.654320987654321,18,0.18556701030927836,0.7256389658130932,0.8792709662066717
2025,B1_NARROW_SOURCE_Q1,BENCHMARK,196,50,0.25510204081632654,30.0,0.7551020408163265,43,0.86,10.489795918367351,1.138918918918919,0.2905405405405405,0.5408163265306123,35,0.7,15.918367346938766,1.2943396226415091,0.330188679245283,0.413265306122449,27,0.54,12.673469387755103,1.3066666666666666,0.3333333333333333,7,0.14,0.7381380628941446,0.9304916657298371
2026,XP1_FAST_PROOF60,PRIMARY,113,62,0.5486725663716814,15.0,0.7345132743362832,53,0.8548387096774194,12.032543534113616,1.1638165565487757,0.6385542168674698,0.5486725663716814,42,0.6774193548387096,12.874678846702825,1.2346514047866806,0.6774193548387096,0.4690265486725664,36,0.5806451612903226,11.161861261775623,1.2379793061472917,0.6792452830188679,9,0.14516129032258066,0.7465660628844542,0.9217058859468299
2026,B1_NARROW_SOURCE_Q1,BENCHMARK,113,60,0.5309734513274337,30.0,0.7345132743362832,47,0.7833333333333333,4.88200589970501,1.066465863453815,0.5662650602409639,0.5486725663716814,38,0.6333333333333333,8.466076696165192,1.1543010752688172,0.6129032258064516,0.4690265486725664,32,0.5333333333333333,6.430678466076695,1.1371069182389937,0.6037735849056604,13,0.21666666666666667,0.6637997242680521,0.868769559518097
